static__AMOUNT_REQ,agg__Activity_A_ACCEPTED-COMPLETE,agg__Activity_A_FINALIZED-COMPLETE,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_O_CREATED-COMPLETE,agg__Activity_O_SELECTED-COMPLETE,agg__Activity_O_SENT-COMPLETE,agg__Activity_W_Afhandelen leads-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Afhandelen leads-START,agg__Activity_W_Beoordelen fraude-COMPLETE,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Activity_W_Beoordelen fraude-START,agg__Activity_W_Completeren aanvraag-COMPLETE,agg__Activity_W_Completeren aanvraag-SCHEDULE,agg__Activity_W_Completeren aanvraag-START,agg__Resource_10138.0,agg__Resource_10188.0,agg__Resource_10228.0,agg__Resource_10609.0,agg__Resource_10629.0,agg__Resource_10779.0,agg__Resource_10809.0,agg__Resource_10859.0,agg__Resource_10861.0,agg__Resource_10862.0,agg__Resource_10863.0,agg__Resource_10880.0,agg__Resource_10881.0,agg__Resource_10889.0,agg__Resource_10909.0,agg__Resource_10910.0,agg__Resource_10912.0,agg__Resource_10913.0,agg__Resource_10914.0,agg__Resource_10929.0,agg__Resource_10931.0,agg__Resource_10932.0,agg__Resource_10933.0,agg__Resource_10935.0,agg__Resource_10939.0,agg__Resource_10971.0,agg__Resource_10972.0,agg__Resource_10982.0,agg__Resource_11000.0,agg__Resource_11001.0,agg__Resource_11002.0,agg__Resource_11003.0,agg__Resource_11009.0,agg__Resource_11019.0,agg__Resource_11049.0,agg__Resource_11111.0,agg__Resource_11119.0,agg__Resource_11120.0,agg__Resource_11121.0,agg__Resource_11122.0,agg__Resource_11169.0,agg__Resource_11179.0,agg__Resource_11180.0,agg__Resource_11181.0,agg__Resource_11189.0,agg__Resource_112.0,agg__Resource_11200.0,agg__Resource_11201.0,agg__Resource_11202.0,agg__Resource_11203.0,agg__Resource_11259.0,agg__Resource_other,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
20000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,12.0,1.0,76.0,5.680375574437545,5.0,5.0,5.0,50.0,0.0,10.0,10.0,10.0,100.0,0.0,497.2,765.0,98.0,4972.0,343.1571716348712,66.64472333333333,657.1260333333333,0.0,666.4472333333333,207.48266523777684,398.95259166666665,666.4472333333333,0.0,3989.5259166666665,342.98568695891043,5.5,10.0,1.0,55.0,3.0276503540974917,6.4,10.0,1.0,64.0,4.6475800154489
5000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,9.0,120.0,2.8284271247461903,5.0,5.0,5.0,50.0,0.0,10.0,10.0,10.0,100.0,0.0,744.5,935.0,548.0,7445.0,181.10478857403092,38.6796,207.54691666666668,0.0,386.796,78.40554492281551,196.24018166666664,386.796,0.0,1962.4018166666665,181.1503055101695,5.5,10.0,1.0,55.0,3.0276503540974917,10.0,18.0,2.0,100.0,7.542472332656507
7000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,11.2,14.0,9.0,112.0,2.043961295567452,3.0,5.0,0.0,30.0,2.581988897471611,10.0,10.0,10.0,100.0,0.0,691.4,872.0,550.0,6914.0,130.1701450666268,320.22171000000003,2856.0468,0.0,3202.2171000000003,893.5723295748757,1293.3069383333334,3202.2171,0.0,12933.069383333333,1584.4228774219634,5.5,10.0,1.0,55.0,3.0276503540974917,29.5,69.0,3.0,295.0,30.948882586182872
45000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,13.0,10.0,116.0,1.4298407059684801,5.0,5.0,5.0,50.0,0.0,10.0,10.0,10.0,100.0,0.0,738.8,810.0,659.0,7388.0,70.50736762132651,15.116758333333337,104.28511666666668,0.0,151.16758333333337,32.886660514952816,80.02365499999999,151.16758333333334,0.0,800.23655,70.50163582529817,5.5,10.0,1.0,55.0,3.0276503540974917,9.6,11.0,8.0,96.0,1.4298407059684801
15000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,110.0,0.0,5.0,5.0,5.0,50.0,0.0,10.0,10.0,10.0,100.0,0.0,700.6,704.0,697.0,7006.0,3.2386554137309163,0.7056183333333333,3.5587166666666668,0.0,7.056183333333333,1.234299633406645,3.541803333333333,7.056183333333333,0.0,35.418033333333334,3.2871816398524003,5.5,10.0,1.0,55.0,3.0276503540974917,9.0,9.0,9.0,90.0,0.0
9000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,120.0,0.0,5.0,5.0,5.0,50.0,0.0,10.0,10.0,10.0,100.0,0.0,733.7,740.0,727.0,7337.0,6.272515001532037,1.3246316666666667,9.46185,0.0,13.246316666666667,2.9436986386014996,6.6987049999999995,13.246316666666669,0.0,66.98705,6.472896460245971,5.5,10.0,1.0,55.0,3.0276503540974917,10.0,10.0,10.0,100.0,0.0
15000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,14.4,16.0,13.0,144.0,1.4298407059684817,5.0,5.0,5.0,50.0,0.0,10.0,10.0,10.0,100.0,0.0,896.6,991.0,816.0,8966.0,76.88692996862339,17.517408333333336,79.44233333333334,0.0,175.17408333333336,32.06827466378171,81.00067666666666,175.17408333333333,0.0,810.0067666666666,76.83162540662471,5.5,10.0,1.0,55.0,3.0276503540974917,14.8,18.0,12.0,148.0,2.6161889160464775
15000.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,15.3,17.0,14.0,153.0,1.1595018087284057,5.0,5.0,5.0,50.0,0.0,10.0,10.0,10.0,100.0,0.0,941.1,1020.0,841.0,9411.0,86.27147075752599,17.828603333333337,143.20615,0.0,178.28603333333336,44.31588661751457,99.70492166666666,178.28603333333334,0.0,997.0492166666667,86.01845716103323,5.5,10.0,1.0,55.0,3.0276503540974917,16.2,18.0,13.0,162.0,2.3475755815545347
10000.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,16.0,14.0,152.0,1.0327955589886444,5.0,5.0,5.0,50.0,0.0,10.0,10.0,10.0,100.0,0.0,940.2,1014.0,852.0,9402.0,75.90022690640944,16.121625,132.4641,0.0,161.21625,41.0954645980628,87.81341666666667,161.21625,0.0,878.1341666666667,75.68670666951388,5.5,10.0,1.0,55.0,3.0276503540974917,16.4,18.0,14.0,164.0,2.065591117977289
2000.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,16.0,15.0,157.0,0.483045891539648,5.0,5.0,5.0,50.0,0.0,10.0,10.0,10.0,100.0,0.0,968.8,1018.0,908.0,9688.0,44.486702132959536,11.042601666666666,71.28798333333333,0.0,110.42601666666667,22.879127230579677,61.04851,110.42601666666668,0.0,610.4851,44.61922641081303,5.5,10.0,1.0,55.0,3.0276503540974917,17.4,18.0,16.0,174.0,0.966091783079296
