static__AMOUNT_REQ,agg__Activity_A_ACCEPTED-COMPLETE,agg__Activity_A_FINALIZED-COMPLETE,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_O_CREATED-COMPLETE,agg__Activity_O_SELECTED-COMPLETE,agg__Activity_W_Afhandelen leads-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Afhandelen leads-START,agg__Activity_W_Beoordelen fraude-COMPLETE,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Activity_W_Beoordelen fraude-START,agg__Activity_W_Completeren aanvraag-COMPLETE,agg__Activity_W_Completeren aanvraag-SCHEDULE,agg__Activity_W_Completeren aanvraag-START,agg__Resource_10138.0,agg__Resource_10188.0,agg__Resource_10228.0,agg__Resource_10609.0,agg__Resource_10629.0,agg__Resource_10779.0,agg__Resource_10809.0,agg__Resource_10859.0,agg__Resource_10861.0,agg__Resource_10862.0,agg__Resource_10863.0,agg__Resource_10880.0,agg__Resource_10881.0,agg__Resource_10889.0,agg__Resource_10909.0,agg__Resource_10910.0,agg__Resource_10912.0,agg__Resource_10913.0,agg__Resource_10914.0,agg__Resource_10929.0,agg__Resource_10931.0,agg__Resource_10932.0,agg__Resource_10933.0,agg__Resource_10935.0,agg__Resource_10939.0,agg__Resource_10971.0,agg__Resource_10972.0,agg__Resource_10982.0,agg__Resource_11000.0,agg__Resource_11001.0,agg__Resource_11002.0,agg__Resource_11003.0,agg__Resource_11009.0,agg__Resource_11019.0,agg__Resource_11049.0,agg__Resource_11111.0,agg__Resource_11119.0,agg__Resource_11120.0,agg__Resource_11121.0,agg__Resource_11122.0,agg__Resource_11169.0,agg__Resource_11179.0,agg__Resource_11180.0,agg__Resource_11181.0,agg__Resource_11189.0,agg__Resource_112.0,agg__Resource_11200.0,agg__Resource_11201.0,agg__Resource_11202.0,agg__Resource_11203.0,agg__Resource_11259.0,agg__Resource_other,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
20000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.111111111111111,12.0,1.0,64.0,5.797509043642029,5.0,5.0,5.0,45.0,0.0,10.0,10.0,10.0,90.0,0.0,467.44444444444446,765.0,98.0,4207.0,350.02253895681883,74.0493537037037,657.1260333333333,0.0,666.4441833333333,218.66267908143908,369.2309648148148,666.4441833333333,0.0,3323.078683333333,349.8658446253393,5.0,9.0,1.0,45.0,2.7386127875258306,6.0,10.0,1.0,54.0,4.743416490252569
5000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666,15.0,9.0,105.0,2.7838821814150108,5.0,5.0,5.0,45.0,0.0,10.0,10.0,10.0,90.0,0.0,723.3333333333334,935.0,548.0,6510.0,178.48949548923042,42.771033333333335,207.54691666666668,0.0,384.9393,82.02155270635637,175.06731296296297,386.796,0.0,1575.6058166666667,178.53317809824063,5.0,9.0,1.0,45.0,2.7386127875258306,9.11111111111111,18.0,2.0,82.0,7.423685817106696
7000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,10.88888888888889,14.0,9.0,98.0,1.9002923751652299,3.3333333333333335,5.0,0.0,30.0,2.5,10.0,10.0,10.0,90.0,0.0,671.3333333333334,861.0,550.0,6042.0,120.54978224783318,354.5117388888889,2856.0468,0.0,3190.60565,940.7723573166329,1081.2058092592592,3190.60565,0.0,9730.852283333334,1522.5284350619743,5.0,9.0,1.0,45.0,2.7386127875258306,25.11111111111111,68.0,3.0,226.0,29.340434746457166
45000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.444444444444445,13.0,10.0,103.0,1.4240006242195875,5.0,5.0,5.0,45.0,0.0,10.0,10.0,10.0,90.0,0.0,730.8888888888889,810.0,659.0,6578.0,69.91860346939937,16.79639814814815,104.28511666666668,0.0,151.16758333333334,34.4236199192426,72.11877407407408,151.16758333333334,0.0,649.0689666666667,69.92002848398539,5.111111111111111,10.0,1.0,46.0,2.934469476943168,9.444444444444445,11.0,8.0,85.0,1.4240006242195875
15000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,99.0,0.0,5.0,5.0,5.0,45.0,0.0,10.0,10.0,10.0,90.0,0.0,700.2222222222222,704.0,697.0,6302.0,3.1928740101112862,0.7839703703703703,3.5587166666666668,0.0,7.0557333333333325,1.2825241962407186,3.1513166666666668,7.0557333333333325,0.0,28.36185,3.2312320189914487,5.0,9.0,1.0,45.0,2.7386127875258306,9.0,9.0,9.0,81.0,0.0
9000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,108.0,0.0,5.0,5.0,5.0,45.0,0.0,10.0,10.0,10.0,90.0,0.0,733.0,740.0,727.0,6597.0,6.22494979899437,1.4717537037037038,9.46185,0.0,13.245783333333334,3.0830223530199516,5.971192592592592,13.245783333333335,0.0,53.74073333333333,6.41726976604662,5.0,9.0,1.0,45.0,2.7386127875258306,10.0,10.0,10.0,90.0,0.0
15000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,14.222222222222221,16.0,13.0,128.0,1.394433377556793,5.0,5.0,5.0,45.0,0.0,10.0,10.0,10.0,90.0,0.0,886.1111111111111,975.0,816.0,7975.0,73.57214901789337,17.6892962962963,79.44233333333334,0.0,159.2036666666667,34.0086552710164,70.53696481481481,159.20366666666666,0.0,634.8326833333333,73.54747960411565,5.0,9.0,1.0,45.0,2.7386127875258306,14.444444444444445,18.0,12.0,130.0,2.5055493963954847
15000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,15.11111111111111,16.0,14.0,136.0,1.0540925533894594,5.0,5.0,5.0,45.0,0.0,10.0,10.0,10.0,90.0,0.0,932.3333333333334,1016.0,841.0,8391.0,86.65160125467963,19.33668148148148,143.20615,0.0,174.03013333333334,46.731136952765084,90.97368703703702,174.03013333333337,0.0,818.7631833333332,86.40853076888058,5.0,9.0,1.0,45.0,2.7386127875258306,16.0,18.0,13.0,144.0,2.3979157616563596
10000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.11111111111111,16.0,14.0,136.0,1.0540925533894594,5.0,5.0,5.0,45.0,0.0,10.0,10.0,10.0,90.0,0.0,932.0,1004.0,852.0,8388.0,75.66042558696054,16.8869,132.4641,0.0,151.9821,43.512680293320024,79.65754629629629,151.9821,0.0,716.9179166666665,75.47322220781989,5.0,9.0,1.0,45.0,2.7386127875258306,16.22222222222222,18.0,14.0,146.0,2.1081851067789192
2000.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.666666666666666,16.0,15.0,141.0,0.5,5.0,5.0,5.0,45.0,0.0,10.0,10.0,10.0,90.0,0.0,963.3333333333334,1015.0,908.0,8670.0,43.47700541665675,11.921594444444445,71.28798333333333,0.0,107.29435,24.087220725399124,55.56212037037037,107.29435,0.0,500.0590833333334,43.60165691284689,5.0,9.0,1.0,45.0,2.7386127875258306,17.333333333333332,18.0,16.0,156.0,1.0
