Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability
CLQD;1;1;1;1.0;1.0;0.9999999999986362;0.9999999999986362;0.13011997560435362;0.33074560737248226;0.33074560737248226
FIFE;0;1;0;1.0;1.0;0.9999999999985584;0.9999999999985584;0.22641354390817547;0.24314837146074475;0.24314837146074475
GTBE;1;1;0;1.0;1.0;0.9999999999985708;0.9999999999985708;0.22222919034813926;-0.09006508356244769;-0.09006508356244769
JQHE;0;1;0;1.0;1.0;0.9999999999999752;0.9999999999999752;0.22714456206069966;0.15054637097750345;0.15054637097750345
MAUD;0;1;0;1.0;1.0;0.9999999999986176;0.9999999999986176;0.1267602602691742;0.40193878323721555;0.40193878323721555
PVPD;1;1;1;1.0;1.0;0.9999999999999988;0.9999999999999988;0.2632148073250197;0.24323380335741251;0.24323380335741251
VYXD;1;1;0;1.0;1.0;0.9999999999999984;0.9999999999999984;0.13185239392712045;0.535629058080922;0.535629058080922
WQCE;0;1;0;1.0;1.0;0.999999999998594;0.999999999998594;0.13185239392712045;0.4591377197232809;0.4591377197232809
DCLD_2;0;2;0;0.5116677;1.0;1.0;1.0;0.19232321571119204;0.8013310335488822;0.8013310335488822
EXCE_2;1;2;0;0.9925655000000001;1.0;1.0;1.0;0.19982440585646455;0.7879532585952891;0.7879532585952891
FBFE_2;0;2;0;0.9999611999999999;1.0;1.0;1.0;0.18726126054779624;0.7515827278216627;0.7515827278216627
JLYD_2;1;2;1;1.0;1.0;0.9999999999996778;0.9999999999996778;1.0;0.6610704810763354;0.6610704810763354
KSOD_2;0;2;0;0.99905884;1.0;1.0;1.0;0.18667225432287127;0.013507561148773828;0.013507561148773828
MTVD_2;0;2;0;0.99993765;1.0;1.0;1.0;0.2036569893706034;0.7475717206713899;0.7475717206713899
WVLE_2;1;2;1;0.99999845;1.0;1.0;1.0;1.0;0.5158893916097134;0.5158893916097134
YSXD_2;1;2;1;0.9999995;1.0;1.0;1.0;1.0;0.7543309671948482;0.7543309671948482
AZIE_3;0;3;0;0.9958635;1.0;0.999999999999076;0.999999999999076;-0.1852077553125291;0.9890868708446614;0.9890868708446614
DHQD_3;1;3;0;0.6501479;1.0;0.9999999999995388;0.9999999999995388;-0.1781753762783198;0.986277330799152;0.986277330799152
EJSD_3;1;3;0;0.9748739;1.0;1.0;1.0;-0.18105646493788274;0.980715311309745;0.980715311309745
FHAE_3;1;3;0;0.99973184;1.0;1.0;1.0;-0.1800667468423307;0.9874342469910689;0.9874342469910689
GVTD_3;0;3;0;0.99996215;1.0;1.0;1.0;-0.18207665927488015;0.9911894336958034;0.9911894336958034
TUOD_3;0;3;0;1.0;1.0;0.9999999999999996;0.9999999999999996;-0.18332702401509238;0.9754880300767708;0.9754880300767708
UQUD_3;0;3;0;0.9999998999999999;1.0;0.9999999999999984;0.9999999999999984;-0.1839893291595267;0.9884835660965635;0.9884835660965635
WRYD_3;1;3;1;0.99913234;1.0;1.0;1.0;-0.17443008797918425;0.9876827202480188;0.9876827202480188
AIYD_4;1;4;0;0.99981135;1.0;0.9999999999998196;0.9999999999998196;-0.1820522553379218;0.9868378697929293;0.9868378697929293
AJIE_4;0;4;0;0.9996049000000001;1.0;0.9999999999997332;0.9999999999997332;-0.19003848957195468;0.9872773000408334;0.9872773000408334
HOME_4;1;4;1;0.98576385;1.0;0.9999999999999988;0.9999999999999988;-0.20837418924856266;0.988467272283439;0.988467272283439
HVSD_4;0;4;0;0.9983440999999998;1.0;0.9999999999998028;0.9999999999998028;-0.1791164323122323;0.9885708699607343;0.9885708699607343
ONQD_4;0;4;0;0.99995;1.0;0.9999999999997979;0.9999999999997979;-0.18113380900344977;0.9863275475299024;0.9863275475299024
PRMD_4;1;4;0;0.9381949;1.0;1.0;1.0;-0.16995929912876395;0.9821282690822531;0.9821282690822531
SNUD_4;1;4;1;0.71561074;1.0;1.0;1.0;-0.18951365914520268;0.9793579796999846;0.9793579796999846
WRHE_4;0;4;0;0.9950208;1.0;0.9999999999999026;0.9999999999999026;-0.17407676122759907;0.987155280074518;0.987155280074518
CZND_5;0;5;0;0.99999094;1.0;0.9999999999997364;0.9999999999997364;-0.00035811152293274695;0.9817829305294268;0.9817829305294268
FOCE_5;0;5;0;0.9899934000000001;1.0;1.0;1.0;-0.01886555662134315;0.9795240042577816;0.9795240042577816
LJOE_5;1;5;0;0.99976146;1.0;0.9999999999999792;0.9999999999999792;-0.03708084549923485;0.9735748044718684;0.9735748044718684
PXUD_5;0;5;0;0.9392216;1.0;1.0;1.0;-0.00674734181045733;0.9834159538220737;0.9834159538220737
RDBE_5;1;5;1;0.9220383;1.0;1.0;1.0;0.08635974582227834;0.7035283644705274;0.7035283644705274
SDBE_5;1;5;1;0.83606184;1.0;1.0;1.0;0.09111595113385207;0.9511808791178363;0.9511808791178363
TTZD_5;1;5;1;0.8752815;1.0;0.9999999999998191;0.9999999999998191;0.06336095943772857;0.9681873245022701;0.9681873245022701
WSOD_5;0;5;0;0.9999819999999999;1.0;1.0;1.0;-0.0049207984832695395;0.9794908060727497;0.9794908060727497
AVTD_6;0;6;0;0.9993127;1.0;0.9999999999987907;0.9999999999987907;-0.14389945964022188;0.9849688500314098;0.9849688500314098
FRUD_6;0;6;0;1.0;1.0;0.9999999999999232;0.9999999999999232;-0.13560420851360666;0.9741870981293204;0.9741870981293204
FZYD_6;0;6;0;0.9999998999999999;1.0;0.9999999999998586;0.9999999999998586;-0.1291524739567682;0.9853477347415803;0.9853477347415803
ITCE_6;1;6;1;0.99998915;1.0;0.9999999999994184;0.9999999999994184;-0.0648361379947402;0.9798061231313765;0.9798061231313765
MRVD_6;1;6;0;0.9999918;1.0;0.9999999999999823;0.9999999999999823;-0.13599050159526715;0.9903831611373575;0.9903831611373575
NJPD_6;1;6;0;0.9999993;1.0;0.9999999999999992;0.9999999999999992;-0.1566663607596832;0.9880007193318444;0.9880007193318444
WODE_6;0;6;0;0.9999998;1.0;1.0;1.0;-0.13903877332872216;0.9892222346891408;0.9892222346891408
ZNND_6;1;6;0;0.9999995999999999;1.0;0.9999999999999609;0.9999999999999609;-0.14224362408325697;0.9896727976870401;0.9896727976870401
AQYD_7;1;7;0;0.9818386999999998;1.0;0.9999999999996506;0.9999999999996506;0.1693703528336411;0.23401195190372537;0.23401195190372537
HISD_7;1;7;1;0.87944436;1.0;0.9999999999985608;0.9999999999985608;0.17474742511558838;-0.07599736552160397;-0.07599736552160397
PKLD_7;0;7;0;0.9999813;1.0;0.9999999999996692;0.9999999999996692;0.13757462395760256;0.025590078560435714;0.025590078560435714
URID_7;1;7;0;0.9999976;1.0;0.999999999999533;0.999999999999533;0.1071660109567697;-0.2225348071969182;-0.2225348071969182
WECE_7;0;7;0;0.99999815;1.0;0.9999999999996702;0.9999999999996702;0.15882341549612056;-0.8544176536956023;-0.8544176536956023
WOND_7;1;7;0;1.0;1.0;0.9999999999993204;0.9999999999993204;0.16593916353292593;-0.11109326734703995;-0.11109326734703995
XVUD_7;0;7;0;0.99997365;1.0;0.999999999999669;0.999999999999669;0.1621465106300537;0.3544257986150544;0.3544257986150544
YNUD_7;0;7;0;0.9999988000000001;1.0;0.9999999999996608;0.9999999999996608;0.14357693820657058;-0.05569059660143649;-0.05569059660143649
IWBE_8;0;8;0;0.99871796;1.0;0.9999999999997368;0.9999999999997368;0.11093669401497086;0.42411970471327765;0.42411970471327765
MRVD_8;1;8;0;0.91380584;1.0;0.999999999999906;0.999999999999906;0.8332599603786044;0.4237608690192527;0.4237608690192527
OTRD_8;0;8;0;0.9795031999999999;1.0;0.9999999999995314;0.9999999999995314;0.10375435676571598;0.1444616896064398;0.1444616896064398
PNSD_8;0;8;0;0.9999965000000001;1.0;0.999999999999978;0.999999999999978;0.1055604115401626;0.3080312420536171;0.3080312420536171
UQWD_8;1;8;0;0.9999957;1.0;0.9999999999990472;0.9999999999990472;0.10543434104173566;0.21551407665494093;0.21551407665494093
WDBE_8;1;8;1;0.52081114;1.0;0.9999999999999996;0.9999999999999996;0.11135805418446243;0.402979708641512;0.402979708641512
XLHE_8;1;8;0;0.9981786;1.0;1.0;1.0;0.8332599603786044;0.11747192003048856;0.11747192003048856
YTWD_8;0;8;0;0.9970162;1.0;0.9999999999995454;0.9999999999995454;0.10393338643806638;0.2875654480623625;0.2875654480623625
IKME_9;0;9;0;0.9998915;1.0;0.9999999999992408;0.9999999999992408;0.04610009715061347;0.5838647938992798;0.5838647938992798
IOEE_9;1;9;0;0.9999950000000001;1.0;0.999999999999912;0.999999999999912;0.0314967135144647;0.29294073588049385;0.29294073588049385
JISD_9;1;9;0;0.9997431;1.0;0.9999999999998104;0.9999999999998104;0.0234079128253023;0.4675875586671414;0.4675875586671414
MJSD_9;0;9;0;0.9999931000000001;1.0;0.9999999999994263;0.9999999999994263;0.022185731459568703;0.5885961720994057;0.5885961720994057
TBXD_9;0;9;0;0.9999998999999999;1.0;0.9999999999997096;0.9999999999997096;0.021648628041004758;0.6248236518177757;0.6248236518177757
TQZD_9;0;9;0;0.9999995;1.0;0.9999999999996166;0.9999999999996166;0.002568502032316178;0.21429632100656426;0.21429632100656426
XLHE_9;1;9;0;0.9761196;1.0;0.9999999999999996;0.9999999999999996;1.0;0.5270729691482006;0.5270729691482006
YKYD_9;1;9;0;0.95046955;1.0;0.999999999999212;0.999999999999212;1.0;0.16033543079279522;0.16033543079279522
AHNC_10;0;10;0;0.99998903;1.0;0.99999999999987;0.99999999999987;0.05815014955113995;0.9479151325895526;0.9479151325895526
BPH_10;1;10;1;0.99807054;1.0;0.9999999999998164;0.9999999999998164;0.5426909773725268;0.9233119562196436;0.9233119562196436
DZI_10;0;10;0;0.9999334999999999;1.0;0.999999999999976;0.999999999999976;0.058950660095755;0.9328134445125896;0.9328134445125896
HLI_10;0;10;0;0.99996644;1.0;1.0;1.0;0.06607799852832985;0.9423820439221404;0.9423820439221404
JVGA_10;1;10;1;0.99864966;1.0;1.0;1.0;0.6871252997601918;0.8879823116993413;0.8879823116993413
NPUB_10;1;10;1;0.9990779000000001;1.0;0.9999999999999968;0.9999999999999968;0.7141359352098511;0.9274001696147807;0.9274001696147807
SHA_10;1;10;1;0.9964898000000001;1.0;0.999999999999832;0.999999999999832;0.5167168579360988;0.8892497320461469;0.8892497320461469
ULFB_10;0;10;0;0.9999815999999999;1.0;0.9999999999997919;0.9999999999997919;0.052053140096618655;0.9447233462000233;0.9447233462000233
BPH_11;1;11;1;0.8374355;1.0;0.9999999999996456;0.9999999999996456;0.475675470806329;0.463716139870993;0.463716139870993
BQL_11;1;11;1;0.97215414;1.0;0.9999999999996456;0.9999999999996456;0.4995318352059923;0.3299583189092208;0.3299583189092208
FJXB_11;0;11;0;0.9999888000000001;1.0;0.9999999999997612;0.9999999999997612;0.14739813111440414;0.3352313047823966;0.3352313047823966
OMWD_11;0;11;0;0.9999783000000001;1.0;0.9999999999995306;0.9999999999995306;0.4639346892927346;0.24424373961414036;0.24424373961414036
TBA_11;1;11;1;0.9827046999999999;1.0;0.999999999999762;0.999999999999762;0.18743996244031813;0.11036497264251943;0.11036497264251943
UHM_11;0;11;0;0.99999595;1.0;0.9999999999997612;0.9999999999997612;0.16224870303880967;0.5582924505013869;0.5582924505013869
WPRC_11;1;11;1;0.985558;1.0;0.9999999999997612;0.9999999999997612;0.13066065580514696;0.06618681584495689;0.06618681584495689
ZLLD_11;0;11;0;0.9998115;1.0;0.9999999999995306;0.9999999999995306;0.49969579257733887;0.5647689039532973;0.5647689039532973
BTH_12;1;12;1;0.95527303;1.0;0.9999999999999988;0.9999999999999988;0.0958978427901993;0.9324632326516012;0.9324632326516012
CPQC_12;0;12;0;0.981398;1.0;1.0;1.0;0.038517716334165675;0.9213347128760928;0.9213347128760928
OUSB_12;0;12;0;0.9883445;1.0;1.0;1.0;0.06700085241992948;0.9086234070365196;0.9086234070365196
PBTC_12;1;12;1;0.98157513;1.0;1.0;1.0;0.08238320540795674;0.8958395562979643;0.8958395562979643
PUC_12;1;12;1;0.9454193000000001;1.0;0.9999999999999692;0.9999999999999692;0.040605693963225886;0.8701449622579098;0.8701449622579098
UEMA_12;0;12;0;0.99634373;1.0;1.0;1.0;0.048297745424578764;0.8911165926743478;0.8911165926743478
WECE_12;0;12;0;0.999993;1.0;1.0;1.0;0.03473763087673476;0.8901546026027427;0.8901546026027427
WPRC_12;1;12;1;0.9941473;1.0;1.0;1.0;0.08037037037037043;0.9102662820729728;0.9102662820729728
DHM_13;0;13;0;0.99996376;1.0;0.9999999999994754;0.9999999999994754;0.05025687352333663;-0.018905581517751457;-0.018905581517751457
EWHA_13;0;13;0;0.99996716;1.0;0.9999999999994754;0.9999999999994754;0.0897348349547199;0.33038875936682044;0.33038875936682044
KDRA_13;0;13;0;0.9999562;1.0;0.9999999999994754;0.9999999999994754;0.06060101945550167;-0.08270317395469906;-0.08270317395469906
KNZ_13;0;13;0;0.9999992;1.0;0.9999999999994754;0.9999999999994754;0.1241940770344997;0.6026399501491915;0.6026399501491915
KUM_13;1;13;1;0.98499924;1.0;0.9999999999994754;0.9999999999994754;0.07374399575301549;0.4767976410962719;0.4767976410962719
LHH_13;1;13;1;0.9549586999999999;1.0;0.9999999999994754;0.9999999999994754;0.0866708099075334;0.5588002658611038;0.5588002658611038
RFX_13;1;13;1;0.89296323;1.0;0.9999999999994754;0.9999999999994754;0.11681479362623559;0.3885762744531004;0.3885762744531004
WHC_13;1;13;1;0.9381584999999999;1.0;0.9999999999994754;0.9999999999994754;0.06119849443782732;0.5443659376165146;0.5443659376165146
CLLD_14;0;14;0;0.9992612;1.0;0.999999999999869;0.999999999999869;1.0;0.9171018402844713;0.9171018402844713
DDZ_14;0;14;0;0.99850464;1.0;0.999999999999869;0.999999999999869;0.1087930737539845;0.9686098588066685;0.9686098588066685
DPTC_14;0;14;0;0.99934477;1.0;0.999999999999827;0.999999999999827;1.0;0.9695987750237748;0.9695987750237748
PBE_14;1;14;1;0.94372857;1.0;0.9999999999999062;0.9999999999999062;1.0;0.9773040188117522;0.9773040188117522
RFX_14;1;14;1;0.93769825;1.0;0.999999999999866;0.999999999999866;1.0;0.9751830605798972;0.9751830605798972
TRU_14;0;14;0;0.99312437;1.0;0.999999999999826;0.999999999999826;0.10224995304411;0.9737259413715875;0.9737259413715875
VGH_14;1;14;1;0.96434236;1.0;0.9999999999998316;0.9999999999998316;0.10462445152648836;0.9732788682155369;0.9732788682155369
WHC_14;1;14;1;0.9317514000000001;1.0;0.9999999999998704;0.9999999999998704;1.0;0.9712261087530576;0.9712261087530576
