iter;dataset;cls;method;param;value;score
2;bpic2011_f1;xgboost;single_agg;colsample_bytree;0.0684819847448982;0.7583597736458568
2;bpic2011_f1;xgboost;single_agg;learning_rate;2.712507404827385;0.7583597736458568
2;bpic2011_f1;xgboost;single_agg;max_depth;23;0.7583597736458568
2;bpic2011_f1;xgboost;single_agg;min_child_weight;5;0.7583597736458568
2;bpic2011_f1;xgboost;single_agg;n_estimators;125;0.7583597736458568
2;bpic2011_f1;xgboost;single_agg;subsample;0.7668146146960725;0.7583597736458568
2;bpic2011_f1;xgboost;single_agg;processing_time;13.129350662231445;0
3;bpic2011_f1;xgboost;single_agg;colsample_bytree;0.21980082308866133;0.5055682671475958
3;bpic2011_f1;xgboost;single_agg;learning_rate;4.100024974937329;0.5055682671475958
3;bpic2011_f1;xgboost;single_agg;max_depth;10;0.5055682671475958
3;bpic2011_f1;xgboost;single_agg;min_child_weight;1;0.5055682671475958
3;bpic2011_f1;xgboost;single_agg;n_estimators;100;0.5055682671475958
3;bpic2011_f1;xgboost;single_agg;subsample;0.8732009680867543;0.5055682671475958
3;bpic2011_f1;xgboost;single_agg;processing_time;12.159931898117065;0
4;bpic2011_f1;xgboost;single_agg;colsample_bytree;0.4039164085585112;0.8135991949244006
4;bpic2011_f1;xgboost;single_agg;learning_rate;2.36664137669578;0.8135991949244006
4;bpic2011_f1;xgboost;single_agg;max_depth;6;0.8135991949244006
4;bpic2011_f1;xgboost;single_agg;min_child_weight;3;0.8135991949244006
4;bpic2011_f1;xgboost;single_agg;n_estimators;5;0.8135991949244006
4;bpic2011_f1;xgboost;single_agg;subsample;0.759152595498924;0.8135991949244006
4;bpic2011_f1;xgboost;single_agg;processing_time;8.476045608520508;0
5;bpic2011_f1;xgboost;single_agg;colsample_bytree;0.972918121485386;0.7583597736458568
5;bpic2011_f1;xgboost;single_agg;learning_rate;4.048706516206021;0.7583597736458568
5;bpic2011_f1;xgboost;single_agg;max_depth;2;0.7583597736458568
5;bpic2011_f1;xgboost;single_agg;min_child_weight;3;0.7583597736458568
5;bpic2011_f1;xgboost;single_agg;n_estimators;170;0.7583597736458568
5;bpic2011_f1;xgboost;single_agg;subsample;0.9383096885894415;0.7583597736458568
5;bpic2011_f1;xgboost;single_agg;processing_time;18.768258810043335;0
6;bpic2011_f1;xgboost;single_agg;colsample_bytree;0.12519666818089492;0.968249521044637
6;bpic2011_f1;xgboost;single_agg;learning_rate;0.8742522021893906;0.968249521044637
6;bpic2011_f1;xgboost;single_agg;max_depth;2;0.968249521044637
6;bpic2011_f1;xgboost;single_agg;min_child_weight;1;0.968249521044637
6;bpic2011_f1;xgboost;single_agg;n_estimators;65;0.968249521044637
6;bpic2011_f1;xgboost;single_agg;subsample;0.7295357186695195;0.968249521044637
