iter;dataset;cls;method;param;value;score
2;traffic_fines_1;nb;single_agg;var_smoothing;6.579332246575683e-05;0.7799285773291498
2;traffic_fines_1;nb;single_agg;processing_time;125.20529341697693;0
3;traffic_fines_1;nb;single_agg;var_smoothing;2.310129700083158e-05;0.7779850621785261
3;traffic_fines_1;nb;single_agg;processing_time;124.56981587409973;0
4;traffic_fines_1;nb;single_agg;var_smoothing;2.310129700083158e-07;0.7561406232892228
4;traffic_fines_1;nb;single_agg;processing_time;122.94200873374939;0
5;traffic_fines_1;nb;single_agg;var_smoothing;1.519911082952933e-08;0.722640338513922
5;traffic_fines_1;nb;single_agg;processing_time;126.35736894607544;0
6;traffic_fines_1;nb;single_agg;var_smoothing;0.01873817422860384;0.7452982421198278
6;traffic_fines_1;nb;single_agg;processing_time;129.52752089500427;0
7;traffic_fines_1;nb;single_agg;var_smoothing;1.2328467394420658e-05;0.7779296362627025
7;traffic_fines_1;nb;single_agg;processing_time;126.14338564872742;0
8;traffic_fines_1;nb;single_agg;var_smoothing;0.012328467394420659;0.7507349945073359
8;traffic_fines_1;nb;single_agg;processing_time;127.72964882850647;0
9;traffic_fines_1;nb;single_agg;var_smoothing;1.232846739442066e-06;0.7594838052874103
9;traffic_fines_1;nb;single_agg;processing_time;123.49842238426208;0
10;traffic_fines_1;nb;single_agg;var_smoothing;0.2848035868435802;0.7139461459332447
10;traffic_fines_1;nb;single_agg;processing_time;127.55529594421387;0
11;traffic_fines_1;nb;single_agg;var_smoothing;5.336699231206313e-06;0.772245492941147
11;traffic_fines_1;nb;single_agg;processing_time;128.23226165771484;0
