iter;dataset;cls;method;nr_events;param;value;score
2;production;nb;prefix_index;var_smoothing;1.873817422860387e-09;0.8721060615378308
2;production;nb;prefix_index;processing_time;1.0223793983459473;0
3;production;nb;prefix_index;var_smoothing;0.008111308307896872;0.8647896440129449
3;production;nb;prefix_index;processing_time;1.0682456493377686;0
4;production;nb;prefix_index;var_smoothing;0.0004328761281083057;0.842445894170032
4;production;nb;prefix_index;processing_time;1.0289132595062256;0
5;production;nb;prefix_index;var_smoothing;2.848035868435799e-08;0.8526407456222934
5;production;nb;prefix_index;processing_time;1.0312106609344482;0
6;production;nb;prefix_index;var_smoothing;0.533669923120631;0.8053161491609035
6;production;nb;prefix_index;processing_time;1.03466796875;0
7;production;nb;prefix_index;var_smoothing;1.2328467394420658e-05;0.8612093352192361
7;production;nb;prefix_index;processing_time;1.0352013111114502;0
8;production;nb;prefix_index;var_smoothing;6.579332246575682e-07;0.7959616387979779
8;production;nb;prefix_index;processing_time;1.0419273376464844;0
9;production;nb;prefix_index;var_smoothing;6.579332246575683e-05;0.8460462691269065
9;production;nb;prefix_index;processing_time;1.0320844650268555;0
10;production;nb;prefix_index;var_smoothing;3.5111917342151277e-07;0.8458570750237416
10;production;nb;prefix_index;processing_time;1.013831377029419;0
11;production;nb;prefix_index;var_smoothing;0.0657933224657568;0.8411123334555678
11;production;nb;prefix_index;processing_time;1.0356240272521973;0
