iter;dataset;cls;method;param;value;score
2;traffic_fines_1;xgboost;single_agg;colsample_bytree;0.09060594684091283;0.4867180463350413
2;traffic_fines_1;xgboost;single_agg;learning_rate;2.836031559563917;0.4867180463350413
2;traffic_fines_1;xgboost;single_agg;max_depth;29;0.4867180463350413
2;traffic_fines_1;xgboost;single_agg;min_child_weight;3;0.4867180463350413
2;traffic_fines_1;xgboost;single_agg;n_estimators;40;0.4867180463350413
2;traffic_fines_1;xgboost;single_agg;subsample;0.7594444122170684;0.4867180463350413
2;traffic_fines_1;xgboost;single_agg;processing_time;149.46490144729614;0
3;traffic_fines_1;xgboost;single_agg;colsample_bytree;0.33151123672584626;0.7300764659112463
3;traffic_fines_1;xgboost;single_agg;learning_rate;3.3631602696030063;0.7300764659112463
3;traffic_fines_1;xgboost;single_agg;max_depth;5;0.7300764659112463
3;traffic_fines_1;xgboost;single_agg;min_child_weight;3;0.7300764659112463
3;traffic_fines_1;xgboost;single_agg;n_estimators;145;0.7300764659112463
3;traffic_fines_1;xgboost;single_agg;subsample;0.8067406775753676;0.7300764659112463
3;traffic_fines_1;xgboost;single_agg;processing_time;170.09894919395447;0
4;traffic_fines_1;xgboost;single_agg;colsample_bytree;0.9364851751945155;0.7281258275434185
4;traffic_fines_1;xgboost;single_agg;learning_rate;3.2325242382821178;0.7281258275434185
4;traffic_fines_1;xgboost;single_agg;max_depth;22;0.7281258275434185
4;traffic_fines_1;xgboost;single_agg;min_child_weight;0;0.7281258275434185
4;traffic_fines_1;xgboost;single_agg;n_estimators;150;0.7281258275434185
4;traffic_fines_1;xgboost;single_agg;subsample;0.7286350917088914;0.7281258275434185
4;traffic_fines_1;xgboost;single_agg;processing_time;1398.9722101688385;0
5;traffic_fines_1;xgboost;single_agg;colsample_bytree;0.9747006997300675;0.8432498304983685
5;traffic_fines_1;xgboost;single_agg;learning_rate;1.1060857568719147;0.8432498304983685
5;traffic_fines_1;xgboost;single_agg;max_depth;16;0.8432498304983685
5;traffic_fines_1;xgboost;single_agg;min_child_weight;4;0.8432498304983685
5;traffic_fines_1;xgboost;single_agg;n_estimators;55;0.8432498304983685
5;traffic_fines_1;xgboost;single_agg;subsample;0.7246766356134328;0.8432498304983685
5;traffic_fines_1;xgboost;single_agg;processing_time;337.28323888778687;0
6;traffic_fines_1;xgboost;single_agg;colsample_bytree;0.8391953060116168;0.24335841957620505
6;traffic_fines_1;xgboost;single_agg;learning_rate;2.7531501490347328;0.24335841957620505
6;traffic_fines_1;xgboost;single_agg;max_depth;2;0.24335841957620505
6;traffic_fines_1;xgboost;single_agg;min_child_weight;2;0.24335841957620505
6;traffic_fines_1;xgboost;single_agg;n_estimators;60;0.24335841957620505
6;traffic_fines_1;xgboost;single_agg;subsample;0.5539605211486832;0.24335841957620505
6;traffic_fines_1;xgboost;single_agg;processing_time;153.62681579589844;0
7;traffic_fines_1;xgboost;single_agg;colsample_bytree;0.154505025209983;0.0
7;traffic_fines_1;xgboost;single_agg;learning_rate;3.262944950340663;0.0
7;traffic_fines_1;xgboost;single_agg;max_depth;27;0.0
7;traffic_fines_1;xgboost;single_agg;min_child_weight;4;0.0
7;traffic_fines_1;xgboost;single_agg;n_estimators;170;0.0
7;traffic_fines_1;xgboost;single_agg;subsample;0.8467363934380028;0.0
7;traffic_fines_1;xgboost;single_agg;processing_time;172.76386761665344;0
8;traffic_fines_1;xgboost;single_agg;colsample_bytree;0.026652282867516197;0.7300764659112463
8;traffic_fines_1;xgboost;single_agg;learning_rate;4.976813621962103;0.7300764659112463
8;traffic_fines_1;xgboost;single_agg;max_depth;17;0.7300764659112463
8;traffic_fines_1;xgboost;single_agg;min_child_weight;2;0.7300764659112463
8;traffic_fines_1;xgboost;single_agg;n_estimators;60;0.7300764659112463
8;traffic_fines_1;xgboost;single_agg;subsample;0.8874396662304838;0.7300764659112463
8;traffic_fines_1;xgboost;single_agg;processing_time;144.1417145729065;0
9;traffic_fines_1;xgboost;single_agg;colsample_bytree;0.7469593614345823;0.21161347097087202
9;traffic_fines_1;xgboost;single_agg;learning_rate;1.9980210188496454;0.21161347097087202
9;traffic_fines_1;xgboost;single_agg;max_depth;15;0.21161347097087202
9;traffic_fines_1;xgboost;single_agg;min_child_weight;4;0.21161347097087202
9;traffic_fines_1;xgboost;single_agg;n_estimators;55;0.21161347097087202
9;traffic_fines_1;xgboost;single_agg;subsample;0.5215107461164341;0.21161347097087202
9;traffic_fines_1;xgboost;single_agg;processing_time;221.2661509513855;0
10;traffic_fines_1;xgboost;single_agg;colsample_bytree;0.09040210986330854;0.9244050889076748
10;traffic_fines_1;xgboost;single_agg;learning_rate;0.4681065873481366;0.9244050889076748
10;traffic_fines_1;xgboost;single_agg;max_depth;28;0.9244050889076748
10;traffic_fines_1;xgboost;single_agg;min_child_weight;1;0.9244050889076748
10;traffic_fines_1;xgboost;single_agg;n_estimators;140;0.9244050889076748
10;traffic_fines_1;xgboost;single_agg;subsample;0.91407687145804;0.9244050889076748
10;traffic_fines_1;xgboost;single_agg;processing_time;316.39926314353943;0
11;traffic_fines_1;xgboost;single_agg;colsample_bytree;0.8257734319831601;0.0
11;traffic_fines_1;xgboost;single_agg;learning_rate;3.7983752016057966;0.0
11;traffic_fines_1;xgboost;single_agg;max_depth;2;0.0
11;traffic_fines_1;xgboost;single_agg;min_child_weight;2;0.0
11;traffic_fines_1;xgboost;single_agg;n_estimators;110;0.0
11;traffic_fines_1;xgboost;single_agg;subsample;0.7695020384164903;0.0
11;traffic_fines_1;xgboost;single_agg;processing_time;167.63232159614563;0
