iter;dataset;cls;method;param;value;score
2;hospital_billing_2;xgboost;single_agg;colsample_bytree;0.11384102496488036;0.7298248997332363
2;hospital_billing_2;xgboost;single_agg;learning_rate;1.961816852883254;0.7298248997332363
2;hospital_billing_2;xgboost;single_agg;max_depth;10;0.7298248997332363
2;hospital_billing_2;xgboost;single_agg;min_child_weight;4;0.7298248997332363
2;hospital_billing_2;xgboost;single_agg;n_estimators;95;0.7298248997332363
2;hospital_billing_2;xgboost;single_agg;subsample;0.7697820122079171;0.7298248997332363
2;hospital_billing_2;xgboost;single_agg;processing_time;84.3795804977417;0
3;hospital_billing_2;xgboost;single_agg;colsample_bytree;0.2826626031879331;0.5174372920680316
3;hospital_billing_2;xgboost;single_agg;learning_rate;4.318391126188911;0.5174372920680316
3;hospital_billing_2;xgboost;single_agg;max_depth;17;0.5174372920680316
3;hospital_billing_2;xgboost;single_agg;min_child_weight;1;0.5174372920680316
3;hospital_billing_2;xgboost;single_agg;n_estimators;40;0.5174372920680316
3;hospital_billing_2;xgboost;single_agg;subsample;0.9473130710936917;0.5174372920680316
3;hospital_billing_2;xgboost;single_agg;processing_time;70.06411743164062;0
4;hospital_billing_2;xgboost;single_agg;colsample_bytree;0.8729309982598098;0.9337878216208543
4;hospital_billing_2;xgboost;single_agg;learning_rate;1.610840515394107;0.9337878216208543
4;hospital_billing_2;xgboost;single_agg;max_depth;17;0.9337878216208543
4;hospital_billing_2;xgboost;single_agg;min_child_weight;4;0.9337878216208543
4;hospital_billing_2;xgboost;single_agg;n_estimators;155;0.9337878216208543
4;hospital_billing_2;xgboost;single_agg;subsample;0.9194661973496627;0.9337878216208543
4;hospital_billing_2;xgboost;single_agg;processing_time;296.1015775203705;0
5;hospital_billing_2;xgboost;single_agg;colsample_bytree;0.32883960672013046;0.7897978510440815
5;hospital_billing_2;xgboost;single_agg;learning_rate;2.2948817833266375;0.7897978510440815
5;hospital_billing_2;xgboost;single_agg;max_depth;29;0.7897978510440815
5;hospital_billing_2;xgboost;single_agg;min_child_weight;2;0.7897978510440815
5;hospital_billing_2;xgboost;single_agg;n_estimators;15;0.7897978510440815
5;hospital_billing_2;xgboost;single_agg;subsample;0.9609093231363974;0.7897978510440815
5;hospital_billing_2;xgboost;single_agg;processing_time;75.61572909355164;0
6;hospital_billing_2;xgboost;single_agg;colsample_bytree;0.6121478886532163;0.6273063748385518
6;hospital_billing_2;xgboost;single_agg;learning_rate;4.76378447909679;0.6273063748385518
6;hospital_billing_2;xgboost;single_agg;max_depth;19;0.6273063748385518
6;hospital_billing_2;xgboost;single_agg;min_child_weight;0;0.6273063748385518
6;hospital_billing_2;xgboost;single_agg;n_estimators;35;0.6273063748385518
6;hospital_billing_2;xgboost;single_agg;subsample;0.5244592824448546;0.6273063748385518
6;hospital_billing_2;xgboost;single_agg;processing_time;118.9166624546051;0
7;hospital_billing_2;xgboost;single_agg;colsample_bytree;0.6692658438271264;0.5174372920680316
7;hospital_billing_2;xgboost;single_agg;learning_rate;4.02500459602812;0.5174372920680316
7;hospital_billing_2;xgboost;single_agg;max_depth;29;0.5174372920680316
7;hospital_billing_2;xgboost;single_agg;min_child_weight;3;0.5174372920680316
7;hospital_billing_2;xgboost;single_agg;n_estimators;80;0.5174372920680316
7;hospital_billing_2;xgboost;single_agg;subsample;0.9571462215505754;0.5174372920680316
7;hospital_billing_2;xgboost;single_agg;processing_time;84.20554947853088;0
8;hospital_billing_2;xgboost;single_agg;colsample_bytree;0.17048942335632167;0.8682787581820284
8;hospital_billing_2;xgboost;single_agg;learning_rate;0.5287954285092611;0.8682787581820284
8;hospital_billing_2;xgboost;single_agg;max_depth;27;0.8682787581820284
8;hospital_billing_2;xgboost;single_agg;min_child_weight;5;0.8682787581820284
8;hospital_billing_2;xgboost;single_agg;n_estimators;35;0.8682787581820284
8;hospital_billing_2;xgboost;single_agg;subsample;0.5777366922868548;0.8682787581820284
8;hospital_billing_2;xgboost;single_agg;processing_time;83.47176456451416;0
9;hospital_billing_2;xgboost;single_agg;colsample_bytree;0.6119020953173024;0.7030824469957847
9;hospital_billing_2;xgboost;single_agg;learning_rate;4.613758002365443;0.7030824469957847
9;hospital_billing_2;xgboost;single_agg;max_depth;14;0.7030824469957847
9;hospital_billing_2;xgboost;single_agg;min_child_weight;0;0.7030824469957847
9;hospital_billing_2;xgboost;single_agg;n_estimators;170;0.7030824469957847
9;hospital_billing_2;xgboost;single_agg;subsample;0.7657034957104534;0.7030824469957847
9;hospital_billing_2;xgboost;single_agg;processing_time;250.12827038764954;0
10;hospital_billing_2;xgboost;single_agg;colsample_bytree;0.21896171692963262;0.0
10;hospital_billing_2;xgboost;single_agg;learning_rate;3.4850846991947106;0.0
10;hospital_billing_2;xgboost;single_agg;max_depth;28;0.0
10;hospital_billing_2;xgboost;single_agg;min_child_weight;5;0.0
10;hospital_billing_2;xgboost;single_agg;n_estimators;175;0.0
10;hospital_billing_2;xgboost;single_agg;subsample;0.9242794542720638;0.0
10;hospital_billing_2;xgboost;single_agg;processing_time;86.83372712135315;0
11;hospital_billing_2;xgboost;single_agg;colsample_bytree;0.8161440035373145;0.8831676105151877
11;hospital_billing_2;xgboost;single_agg;learning_rate;0.9135173126780338;0.8831676105151877
11;hospital_billing_2;xgboost;single_agg;max_depth;6;0.8831676105151877
11;hospital_billing_2;xgboost;single_agg;min_child_weight;5;0.8831676105151877
11;hospital_billing_2;xgboost;single_agg;n_estimators;165;0.8831676105151877
11;hospital_billing_2;xgboost;single_agg;subsample;0.7717838466919695;0.8831676105151877
11;hospital_billing_2;xgboost;single_agg;processing_time;168.01784205436707;0
