iter;dataset;cls;method;param;value;score
2;traffic_fines_1;logit;single_agg;C;6.968758640607206;0.7815616470159344
2;traffic_fines_1;logit;single_agg;processing_time;137.03496885299683;0
3;traffic_fines_1;logit;single_agg;C;4.231581120506128;0.7808804284308457
3;traffic_fines_1;logit;single_agg;processing_time;136.3324954509735;0
4;traffic_fines_1;logit;single_agg;C;-10.009967742829096;0.7649875526095009
4;traffic_fines_1;logit;single_agg;processing_time;123.75795316696167;0
5;traffic_fines_1;logit;single_agg;C;-7.100219288482497;0.7710266054573852
5;traffic_fines_1;logit;single_agg;processing_time;133.88522624969482;0
6;traffic_fines_1;logit;single_agg;C;-9.029135792165068;0.7680373587051238
6;traffic_fines_1;logit;single_agg;processing_time;126.02669668197632;0
7;traffic_fines_1;logit;single_agg;C;-2.4874600998067304;0.7771292445292918
7;traffic_fines_1;logit;single_agg;processing_time;138.71703267097473;0
8;traffic_fines_1;logit;single_agg;C;4.507758361286342;0.780437218549295
8;traffic_fines_1;logit;single_agg;processing_time;137.06178283691406;0
9;traffic_fines_1;logit;single_agg;C;-14.24549175750107;0.7069235167153606
9;traffic_fines_1;logit;single_agg;processing_time;118.57153105735779;0
10;traffic_fines_1;logit;single_agg;C;11.336192777446033;0.7790472306225507
10;traffic_fines_1;logit;single_agg;processing_time;138.1379644870758;0
11;traffic_fines_1;logit;single_agg;C;0.7577187169939634;0.7801261620525382
11;traffic_fines_1;logit;single_agg;processing_time;138.3433976173401;0
