iter;dataset;cls;method;param;value;score
2;production;logit;single_agg;C;3.7220035862864194;0.9111107158299019
2;production;logit;single_agg;processing_time;1.3211636543273926;0
3;production;logit;single_agg;C;11.194610299407483;0.9296535225666002
3;production;logit;single_agg;processing_time;1.3038303852081299;0
4;production;logit;single_agg;C;-4.057067281316705;0.831782041852083
4;production;logit;single_agg;processing_time;1.163060188293457;0
5;production;logit;single_agg;C;-6.980327353791294;0.7897032571092829
5;production;logit;single_agg;processing_time;1.1278324127197266;0
6;production;logit;single_agg;C;13.396479409813576;0.9345470173094945
6;production;logit;single_agg;processing_time;1.2943382263183594;0
7;production;logit;single_agg;C;14.874175056049921;0.929153351311002
7;production;logit;single_agg;processing_time;1.3088114261627197;0
8;production;logit;single_agg;C;14.021061805243772;0.9320148535587922
8;production;logit;single_agg;processing_time;1.3050024509429932;0
9;production;logit;single_agg;C;1.4887003057878303;0.8942762116153342
9;production;logit;single_agg;processing_time;1.2958924770355225;0
10;production;logit;single_agg;C;11.691974251041682;0.9307001586221603
10;production;logit;single_agg;processing_time;1.297560453414917;0
11;production;logit;single_agg;C;3.418445488953875;0.9101285819453899
11;production;logit;single_agg;processing_time;1.3107404708862305;0
