iter;dataset;cls;method;nr_events;param;value;score
2;sepsis_cases_1;logit;prefix_index;C;1.4361469051246587;0.9302844300949836
2;sepsis_cases_1;logit;prefix_index;processing_time;0.8599255084991455;0
3;sepsis_cases_1;logit;prefix_index;C;-7.764721776725512;0.7861778441511357
3;sepsis_cases_1;logit;prefix_index;processing_time;0.789057731628418;0
4;sepsis_cases_1;logit;prefix_index;C;8.911898723655412;0.9722654540748693
4;sepsis_cases_1;logit;prefix_index;processing_time;0.8611574172973633;0
5;sepsis_cases_1;logit;prefix_index;C;-6.184829488342174;0.819734377781734
5;sepsis_cases_1;logit;prefix_index;processing_time;0.7942423820495605;0
6;sepsis_cases_1;logit;prefix_index;C;11.779985130831001;0.9863610111510951
6;sepsis_cases_1;logit;prefix_index;processing_time;0.8611547946929932;0
7;sepsis_cases_1;logit;prefix_index;C;-3.7277908003951836;0.8818715217446048
7;sepsis_cases_1;logit;prefix_index;processing_time;0.8005466461181641;0
8;sepsis_cases_1;logit;prefix_index;C;3.3019049742376225;0.9644131328184979
8;sepsis_cases_1;logit;prefix_index;processing_time;0.8588385581970215;0
9;sepsis_cases_1;logit;prefix_index;C;0.21278126430770428;0.9427295748367319
9;sepsis_cases_1;logit;prefix_index;processing_time;0.8460707664489746;0
10;sepsis_cases_1;logit;prefix_index;C;-2.0764932629807547;0.9208645210419046
10;sepsis_cases_1;logit;prefix_index;processing_time;0.8160133361816406;0
11;sepsis_cases_1;logit;prefix_index;C;-3.218026643871621;0.8919119560392463
11;sepsis_cases_1;logit;prefix_index;processing_time;0.8097355365753174;0
