iter;dataset;cls;method;param;value;score
2;hospital_billing_2;nb;single_agg;var_smoothing;0.01;0.5719058644588629
2;hospital_billing_2;nb;single_agg;processing_time;51.057947874069214;0
3;hospital_billing_2;nb;single_agg;var_smoothing;1.5199110829529332e-05;0.6124838946976996
3;hospital_billing_2;nb;single_agg;processing_time;51.934560775756836;0
4;hospital_billing_2;nb;single_agg;var_smoothing;0.0006579332246575676;0.6105571503962482
4;hospital_billing_2;nb;single_agg;processing_time;51.490461587905884;0
5;hospital_billing_2;nb;single_agg;var_smoothing;0.01873817422860384;0.5646196984752682
5;hospital_billing_2;nb;single_agg;processing_time;51.41550350189209;0
6;hospital_billing_2;nb;single_agg;var_smoothing;6.579332246575682e-09;0.5983113770550974
6;hospital_billing_2;nb;single_agg;processing_time;51.337942600250244;0
7;hospital_billing_2;nb;single_agg;var_smoothing;0.0008111308307896872;0.6081005792013505
7;hospital_billing_2;nb;single_agg;processing_time;51.88957500457764;0
8;hospital_billing_2;nb;single_agg;var_smoothing;0.8111308307896871;0.6104996239856432
8;hospital_billing_2;nb;single_agg;processing_time;51.34180521965027;0
9;hospital_billing_2;nb;single_agg;var_smoothing;1e-08;0.5984890189636632
9;hospital_billing_2;nb;single_agg;processing_time;52.523048400878906;0
10;hospital_billing_2;nb;single_agg;var_smoothing;0.15199110829529336;0.5915004097776553
10;hospital_billing_2;nb;single_agg;processing_time;51.03628659248352;0
11;hospital_billing_2;nb;single_agg;var_smoothing;6.579332246575682e-09;0.598198632769981
11;hospital_billing_2;nb;single_agg;processing_time;51.16767239570618;0
