iter;dataset;cls;method;param;value;score
2;bpic2011_f1;logit;single_agg;C;8.851565970777244;0.9984937998342689
2;bpic2011_f1;logit;single_agg;processing_time;8.696249723434448;0
3;bpic2011_f1;logit;single_agg;C;7.503287385937135;0.998097116171953
3;bpic2011_f1;logit;single_agg;processing_time;8.278900861740112;0
4;bpic2011_f1;logit;single_agg;C;-4.745274903159709;0.9167351714621788
4;bpic2011_f1;logit;single_agg;processing_time;7.675193786621094;0
5;bpic2011_f1;logit;single_agg;C;-12.420692891092177;0.7718901862892751
5;bpic2011_f1;logit;single_agg;processing_time;7.29596734046936;0
6;bpic2011_f1;logit;single_agg;C;8.032638006605254;0.9981371993398701
6;bpic2011_f1;logit;single_agg;processing_time;8.38482928276062;0
7;bpic2011_f1;logit;single_agg;C;7.062138844926558;0.9979781205959632
7;bpic2011_f1;logit;single_agg;processing_time;8.382996559143066;0
8;bpic2011_f1;logit;single_agg;C;14.786014845246495;0.9984542824109175
8;bpic2011_f1;logit;single_agg;processing_time;8.283344507217407;0
9;bpic2011_f1;logit;single_agg;C;-12.954954123526733;0.7658874623681907
9;bpic2011_f1;logit;single_agg;processing_time;7.2619102001190186;0
10;bpic2011_f1;logit;single_agg;C;2.5709912484271733;0.995306093613921
10;bpic2011_f1;logit;single_agg;processing_time;8.030990362167358;0
11;bpic2011_f1;logit;single_agg;C;9.049318251640187;0.9983351357951203
11;bpic2011_f1;logit;single_agg;processing_time;8.31952452659607;0
