iter;dataset;cls;method;param;value;score
2;sepsis_cases_1;xgboost;single_agg;colsample_bytree;0.05528691660541174;0.46767267819899394
2;sepsis_cases_1;xgboost;single_agg;learning_rate;3.7634509872924267;0.46767267819899394
2;sepsis_cases_1;xgboost;single_agg;max_depth;23;0.46767267819899394
2;sepsis_cases_1;xgboost;single_agg;min_child_weight;4;0.46767267819899394
2;sepsis_cases_1;xgboost;single_agg;n_estimators;130;0.46767267819899394
2;sepsis_cases_1;xgboost;single_agg;subsample;0.7752389366947642;0.46767267819899394
2;sepsis_cases_1;xgboost;single_agg;processing_time;2.2566654682159424;0
3;sepsis_cases_1;xgboost;single_agg;colsample_bytree;0.718261418912434;0.46751331504451415
3;sepsis_cases_1;xgboost;single_agg;learning_rate;3.696146029270144;0.46751331504451415
3;sepsis_cases_1;xgboost;single_agg;max_depth;24;0.46751331504451415
3;sepsis_cases_1;xgboost;single_agg;min_child_weight;5;0.46751331504451415
3;sepsis_cases_1;xgboost;single_agg;n_estimators;160;0.46751331504451415
3;sepsis_cases_1;xgboost;single_agg;subsample;0.9172505078170101;0.46751331504451415
3;sepsis_cases_1;xgboost;single_agg;processing_time;2.3833985328674316;0
4;sepsis_cases_1;xgboost;single_agg;colsample_bytree;0.07116217306026384;0.9874559626520432
4;sepsis_cases_1;xgboost;single_agg;learning_rate;1.327393825075811;0.9874559626520432
4;sepsis_cases_1;xgboost;single_agg;max_depth;28;0.9874559626520432
4;sepsis_cases_1;xgboost;single_agg;min_child_weight;5;0.9874559626520432
4;sepsis_cases_1;xgboost;single_agg;n_estimators;155;0.9874559626520432
4;sepsis_cases_1;xgboost;single_agg;subsample;0.5690763082660093;0.9874559626520432
4;sepsis_cases_1;xgboost;single_agg;processing_time;2.5157454013824463;0
