iter;dataset;cls;method;param;value;score
2;hospital_billing_2;logit;single_agg;C;3.7195600382723235;0.7804144136467527
2;hospital_billing_2;logit;single_agg;processing_time;54.70038557052612;0
3;hospital_billing_2;logit;single_agg;C;-8.487541102257971;0.6533112722896343
3;hospital_billing_2;logit;single_agg;processing_time;51.16446113586426;0
4;hospital_billing_2;logit;single_agg;C;-0.18570529915710665;0.7603692423912781
4;hospital_billing_2;logit;single_agg;processing_time;55.84597420692444;0
5;hospital_billing_2;logit;single_agg;C;4.048631246870091;0.7794903893915214
5;hospital_billing_2;logit;single_agg;processing_time;55.20122575759888;0
6;hospital_billing_2;logit;single_agg;C;-14.432788850301932;0.6058427313269369
6;hospital_billing_2;logit;single_agg;processing_time;49.428922176361084;0
7;hospital_billing_2;logit;single_agg;C;4.938785801468505;0.7802370495918627
7;hospital_billing_2;logit;single_agg;processing_time;53.86648201942444;0
8;hospital_billing_2;logit;single_agg;C;2.2943420112723274;0.7777643592544844
8;hospital_billing_2;logit;single_agg;processing_time;53.84186291694641;0
9;hospital_billing_2;logit;single_agg;C;13.561029571366046;0.7830622468377357
9;hospital_billing_2;logit;single_agg;processing_time;55.58917045593262;0
10;hospital_billing_2;logit;single_agg;C;11.639630659593777;0.7829328275433034
10;hospital_billing_2;logit;single_agg;processing_time;55.035733222961426;0
11;hospital_billing_2;logit;single_agg;C;5.644032123552972;0.7812093715482216
11;hospital_billing_2;logit;single_agg;processing_time;54.49206352233887;0
