iter;dataset;cls;method;param;value;score
2;bpic2012_accepted;nb;single_agg;var_smoothing;4.328761281083061e-09;0.5213317655190431
2;bpic2012_accepted;nb;single_agg;processing_time;23.70648431777954;0
3;bpic2012_accepted;nb;single_agg;var_smoothing;0.1;0.533651568532017
3;bpic2012_accepted;nb;single_agg;processing_time;23.596662521362305;0
4;bpic2012_accepted;nb;single_agg;var_smoothing;1.232846739442066e-06;0.5241703610715717
4;bpic2012_accepted;nb;single_agg;processing_time;23.383557558059692;0
5;bpic2012_accepted;nb;single_agg;var_smoothing;2.310129700083158e-09;0.5209626470866403
5;bpic2012_accepted;nb;single_agg;processing_time;23.68302869796753;0
6;bpic2012_accepted;nb;single_agg;var_smoothing;1.519911082952933e-09;0.5207305862009584
6;bpic2012_accepted;nb;single_agg;processing_time;23.3925199508667;0
7;bpic2012_accepted;nb;single_agg;var_smoothing;0.0001519911082952933;0.5285902959866258
7;bpic2012_accepted;nb;single_agg;processing_time;23.237826108932495;0
8;bpic2012_accepted;nb;single_agg;var_smoothing;0.15199110829529336;0.5337079963361924
8;bpic2012_accepted;nb;single_agg;processing_time;23.477383375167847;0
9;bpic2012_accepted;nb;single_agg;var_smoothing;0.0008111308307896872;0.5304153416673865
9;bpic2012_accepted;nb;single_agg;processing_time;23.679485321044922;0
10;bpic2012_accepted;nb;single_agg;var_smoothing;0.001873817422860383;0.5313187145218707
10;bpic2012_accepted;nb;single_agg;processing_time;23.401521921157837;0
11;bpic2012_accepted;nb;single_agg;var_smoothing;3.5111917342151277e-07;0.5234268349286278
11;bpic2012_accepted;nb;single_agg;processing_time;23.1704523563385;0
