iter;dataset;cls;method;param;value;score
2;bpic2011_f1;nb;single_agg;var_smoothing;8.111308307896873e-06;0.9884982675499208
2;bpic2011_f1;nb;single_agg;processing_time;7.2352211475372314;0
3;bpic2011_f1;nb;single_agg;var_smoothing;0.2848035868435802;0.8106533976353282
3;bpic2011_f1;nb;single_agg;processing_time;7.344132900238037;0
4;bpic2011_f1;nb;single_agg;var_smoothing;6.579332246575682e-07;0.9885393890773946
4;bpic2011_f1;nb;single_agg;processing_time;7.557077646255493;0
5;bpic2011_f1;nb;single_agg;var_smoothing;5.3366992312063123e-05;0.9882984288138791
5;bpic2011_f1;nb;single_agg;processing_time;7.429866075515747;0
6;bpic2011_f1;nb;single_agg;var_smoothing;1.232846739442066e-07;0.9883336822380467
6;bpic2011_f1;nb;single_agg;processing_time;7.6600611209869385;0
7;bpic2011_f1;nb;single_agg;var_smoothing;0.1;0.8697321154393065
7;bpic2011_f1;nb;single_agg;processing_time;7.375542640686035;0
8;bpic2011_f1;nb;single_agg;var_smoothing;0.8111308307896871;0.7631191990910001
8;bpic2011_f1;nb;single_agg;processing_time;7.588566780090332;0
9;bpic2011_f1;nb;single_agg;var_smoothing;6.579332246575682e-09;0.9890216920163474
9;bpic2011_f1;nb;single_agg;processing_time;7.379057168960571;0
10;bpic2011_f1;nb;single_agg;var_smoothing;0.003511191734215131;0.9891890438329565
10;bpic2011_f1;nb;single_agg;processing_time;7.306621551513672;0
11;bpic2011_f1;nb;single_agg;var_smoothing;0.008111308307896872;0.9864405470749631
11;bpic2011_f1;nb;single_agg;processing_time;7.345758676528931;0
