static__AMOUNT_REQ,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Resource_112.0,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
20000.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,10.0,10.0,30.0,0.0,98.33333333333333,99.0,98.0,295.0,0.5773502691896278,0.29644444444444445,0.8837666666666667,0.0,0.8893333333333333,0.5086435800061587,0.29829999999999995,0.8893333333333333,0.0,0.8948999999999999,0.5118574486883802,2.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,0.0
5000.0,1.0,1.0,1.0,0.0,0.0,3.0,9.0,9.0,9.0,27.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,10.0,10.0,30.0,0.0,548.6666666666666,549.0,548.0,1646.0,0.577350269189634,0.32439999999999997,0.90755,0.0,0.9732,0.5060883544402104,0.34628333333333333,0.9732,0.0,1.03885,0.543917145191557,2.0,3.0,1.0,6.0,1.0,2.0,2.0,2.0,6.0,0.0
7000.0,1.0,1.0,1.0,0.0,0.0,3.0,9.0,9.0,9.0,27.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,10.0,10.0,30.0,0.0,550.3333333333334,551.0,550.0,1651.0,0.5773502691896093,0.23743888888888887,0.70725,0.0,0.7123166666666666,0.40687624392482097,0.23912777777777774,0.7123166666666667,0.0,0.7173833333333333,0.40980142899177857,2.0,3.0,1.0,6.0,1.0,3.3333333333333335,4.0,3.0,10.0,0.5773502691896257
45000.0,1.0,1.0,1.0,0.0,0.0,3.0,10.0,10.0,10.0,30.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,10.0,10.0,30.0,0.0,659.0,659.0,659.0,1977.0,0.0,0.17890555555555557,0.5319166666666667,0.0,0.5367166666666667,0.30572601038499475,0.18050555555555556,0.5367166666666666,0.0,0.5415166666666666,0.30849720705260725,2.0,3.0,1.0,6.0,1.0,8.0,8.0,8.0,24.0,0.0
15000.0,1.0,1.0,1.0,0.0,0.0,3.0,11.0,11.0,11.0,33.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,10.0,10.0,30.0,0.0,697.3333333333334,698.0,697.0,2092.0,0.5773502691896093,0.23113333333333333,0.6885,0.0,0.6934,0.3960987292750803,0.23276666666666668,0.6934,0.0,0.6983,0.3989276918607348,2.0,3.0,1.0,6.0,1.0,9.0,9.0,9.0,27.0,0.0
9000.0,1.0,1.0,1.0,0.0,0.0,3.0,12.0,12.0,12.0,36.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,10.0,10.0,30.0,0.0,727.3333333333334,728.0,727.0,2182.0,0.5773502691896093,0.23785555555555551,0.70275,0.0,0.7135666666666666,0.402646722855068,0.2414611111111111,0.7135666666666667,0.0,0.7243833333333333,0.40889117349150406,2.0,3.0,1.0,6.0,1.0,10.0,10.0,10.0,30.0,0.0
15000.0,1.0,1.0,1.0,0.0,0.0,3.0,13.0,13.0,13.0,39.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,10.0,10.0,30.0,0.0,816.0,816.0,816.0,2448.0,0.0,0.2795666666666667,0.8343,0.0,0.8387,0.4804181962970734,0.2810333333333333,0.8387,0.0,0.8431,0.48295851098550213,2.0,3.0,1.0,6.0,1.0,12.0,12.0,12.0,36.0,0.0
15000.0,1.0,1.0,1.0,0.0,0.0,3.0,14.0,14.0,14.0,42.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,10.0,10.0,30.0,0.0,841.3333333333334,842.0,841.0,2524.0,0.5773502691896093,0.2524666666666667,0.7534166666666666,0.0,0.7574,0.4338399977078083,0.25379444444444443,0.7574,0.0,0.7613833333333333,0.43613975217345863,2.0,3.0,1.0,6.0,1.0,13.666666666666666,14.0,13.0,41.0,0.5773502691896255
10000.0,1.0,1.0,1.0,0.0,0.0,3.0,14.0,14.0,14.0,42.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,10.0,10.0,30.0,0.0,852.3333333333334,853.0,852.0,2557.0,0.5773502691896093,0.2414333333333333,0.7209333333333333,0.0,0.7242999999999999,0.4152625929590952,0.24255555555555555,0.7243,0.0,0.7276666666666667,0.417206322969734,2.0,3.0,1.0,6.0,1.0,14.0,14.0,14.0,42.0,0.0
2000.0,1.0,0.0,1.0,1.0,0.0,3.0,15.0,15.0,15.0,45.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,10.0,10.0,30.0,0.0,908.0,908.0,908.0,2724.0,0.0,0.07404999999999996,0.2189833333333333,0.0,0.2221499999999999,0.12552593468195242,0.07510555555555552,0.22215,0.0,0.22531666666666658,0.1273540671746526,2.0,3.0,1.0,6.0,1.0,16.0,16.0,16.0,48.0,0.0
5000.0,1.0,0.0,1.0,1.0,0.0,3.0,15.0,15.0,15.0,45.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,10.0,10.0,30.0,0.0,909.3333333333334,910.0,909.0,2728.0,0.5773502691896093,0.26063333333333333,0.77825,0.0,0.7819,0.4482728977233994,0.26185,0.7819,0.0,0.7855500000000001,0.4503802088236116,2.0,3.0,1.0,6.0,1.0,17.0,17.0,17.0,51.0,0.0
10000.0,1.0,1.0,1.0,0.0,0.0,3.0,15.0,15.0,15.0,45.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,10.0,10.0,30.0,0.0,914.3333333333334,915.0,914.0,2743.0,0.5773502691896093,0.23158333333333334,0.6904833333333333,0.0,0.69475,0.39742478358943734,0.23300555555555555,0.69475,0.0,0.6990166666666666,0.3998881094663763,2.0,3.0,1.0,6.0,1.0,18.0,18.0,18.0,54.0,0.0
32000.0,1.0,1.0,1.0,0.0,0.0,3.0,16.0,16.0,16.0,48.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,10.0,10.0,30.0,0.0,975.0,975.0,975.0,2925.0,0.0,0.2201722222222222,0.655,0.0,0.6605166666666666,0.3765820038824853,0.22201111111111108,0.6605166666666666,0.0,0.6660333333333333,0.3797669681430872,2.0,3.0,1.0,6.0,1.0,18.0,18.0,18.0,54.0,0.0
5000.0,1.0,1.0,1.0,0.0,0.0,3.0,20.0,20.0,20.0,60.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,10.0,10.0,30.0,0.0,1205.3333333333333,1206.0,1205.0,3616.0,0.5773502691896586,0.25350555555555554,0.7582833333333333,0.0,0.7605166666666666,0.43715180503819057,0.25425,0.7605166666666666,0.0,0.7627499999999999,0.43844121644500733,2.0,3.0,1.0,6.0,1.0,23.333333333333332,24.0,23.0,70.0,0.5773502691896263
5000.0,1.0,1.0,1.0,0.0,0.0,3.0,20.0,20.0,20.0,60.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,10.0,10.0,30.0,0.0,1206.0,1206.0,1206.0,3618.0,0.0,0.2491777777777778,0.7448333333333333,0.0,0.7475333333333334,0.4292524255200136,0.2500777777777778,0.7475333333333334,0.0,0.7502333333333334,0.43081126356539806,2.0,3.0,1.0,6.0,1.0,24.0,24.0,24.0,72.0,0.0
5000.0,1.0,1.0,1.0,0.0,0.0,3.0,20.0,20.0,20.0,60.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,10.0,10.0,30.0,0.0,1214.0,1214.0,1214.0,3642.0,0.0,0.23608888888888888,0.70585,0.0,0.7082666666666666,0.40682685039670585,0.23689444444444444,0.7082666666666667,0.0,0.7106833333333333,0.4082221074139438,2.0,3.0,1.0,6.0,1.0,25.0,25.0,25.0,75.0,0.0
6000.0,1.0,1.0,1.0,0.0,0.0,3.0,20.0,20.0,20.0,60.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,10.0,10.0,30.0,0.0,1232.3333333333333,1233.0,1232.0,3697.0,0.5773502691896586,0.23641111111111113,0.7062833333333334,0.0,0.7092333333333334,0.40692395424334143,0.23739444444444446,0.7092333333333334,0.0,0.7121833333333334,0.4086271263951109,2.0,3.0,1.0,6.0,1.0,26.0,26.0,26.0,78.0,0.0
15000.0,1.0,1.0,1.0,0.0,0.0,3.0,21.0,21.0,21.0,63.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,10.0,10.0,30.0,0.0,1279.0,1279.0,1279.0,3837.0,0.0,0.23577222222222224,0.6991,0.0,0.7073166666666667,0.4012746573709187,0.23851111111111112,0.7073166666666667,0.0,0.7155333333333334,0.4060183063515642,2.0,3.0,1.0,6.0,1.0,27.0,27.0,27.0,81.0,0.0
5000.0,1.0,1.0,1.0,0.0,0.0,3.0,22.0,22.0,22.0,66.0,0.0,5.0,5.0,5.0,15.0,0.0,10.0,10.0,10.0,30.0,0.0,1327.3333333333333,1328.0,1327.0,3982.0,0.5773502691896586,0.27758333333333335,0.8293333333333334,0.0,0.83275,0.4778325703400489,0.2787222222222222,0.83275,0.0,0.8361666666666666,0.47980517120474514,2.0,3.0,1.0,6.0,1.0,30.0,30.0,30.0,90.0,0.0
50000.0,1.0,0.0,1.0,1.0,0.0,3.0,15.333333333333334,23.0,0.0,46.0,13.279056191361391,5.333333333333333,6.0,5.0,16.0,0.5773502691896258,10.0,10.0,10.0,30.0,0.0,959.3333333333334,1439.0,0.0,2878.0,830.8070373638715,0.20494444444444446,0.6075833333333334,0.0,0.6148333333333333,0.3487143483702087,0.2073611111111111,0.6148333333333333,0.0,0.6220833333333333,0.3528999143341311,2.0,3.0,1.0,6.0,1.0,31.0,31.0,31.0,93.0,0.0
7000.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,6.0,6.0,6.0,18.0,0.0,10.0,10.0,10.0,30.0,0.0,117.33333333333333,118.0,117.0,352.0,0.5773502691896278,0.26187222222222223,0.7748,0.0,0.7856166666666666,0.4442414084498219,0.26547777777777776,0.7856166666666666,0.0,0.7964333333333332,0.4504859574619062,2.0,3.0,1.0,6.0,1.0,33.0,33.0,33.0,99.0,0.0
15000.0,1.0,1.0,1.0,0.0,0.0,3.0,10.0,10.0,10.0,30.0,0.0,6.0,6.0,6.0,18.0,0.0,10.0,10.0,10.0,30.0,0.0,623.3333333333334,624.0,623.0,1870.0,0.5773502691896093,0.21269444444444444,0.6207333333333334,0.0,0.6380833333333333,0.35347850961445915,0.21847777777777777,0.6380833333333333,0.0,0.6554333333333333,0.36349260283369567,2.0,3.0,1.0,6.0,1.0,34.0,34.0,34.0,102.0,0.0
10000.0,1.0,1.0,1.0,0.0,0.0,3.0,11.0,11.0,11.0,33.0,0.0,6.0,6.0,6.0,18.0,0.0,10.0,10.0,10.0,30.0,0.0,680.3333333333334,681.0,680.0,2041.0,0.5773502691896093,0.27672777777777774,0.8248,0.0,0.8301833333333333,0.4746520995931106,0.2785222222222222,0.8301833333333334,0.0,0.8355666666666667,0.47776011889200604,2.0,3.0,1.0,6.0,1.0,37.0,37.0,37.0,111.0,0.0
15500.0,1.0,1.0,1.0,0.0,0.0,3.0,12.0,12.0,12.0,36.0,0.0,6.0,6.0,6.0,18.0,0.0,10.0,10.0,10.0,30.0,0.0,723.3333333333334,724.0,723.0,2170.0,0.5773502691896093,0.2690444444444445,0.8043833333333333,0.0,0.8071333333333334,0.4636191164011602,0.26996111111111115,0.8071333333333334,0.0,0.8098833333333334,0.4652068226825251,2.0,3.0,1.0,6.0,1.0,39.0,39.0,39.0,117.0,0.0
5000.0,1.0,1.0,1.0,0.0,0.0,3.0,12.0,12.0,12.0,36.0,0.0,6.0,6.0,6.0,18.0,0.0,10.0,10.0,10.0,30.0,0.0,746.3333333333334,747.0,746.0,2239.0,0.5773502691896093,0.24592777777777777,0.7343833333333334,0.0,0.7377833333333333,0.42301833567212527,0.2470611111111111,0.7377833333333333,0.0,0.7411833333333333,0.42498131080911905,2.0,3.0,1.0,6.0,1.0,40.0,40.0,40.0,120.0,0.0
5000.0,1.0,0.0,1.0,1.0,0.0,3.0,12.0,12.0,12.0,36.0,0.0,6.0,6.0,6.0,18.0,0.0,10.0,10.0,10.0,30.0,0.0,767.0,767.0,767.0,2301.0,0.0,0.07908888888888886,0.2344166666666666,0.0,0.2372666666666666,0.13452534905004718,0.08003888888888887,0.2372666666666666,0.0,0.2401166666666666,0.13617070611443452,2.0,3.0,1.0,6.0,1.0,42.0,42.0,42.0,126.0,0.0
5000.0,1.0,1.0,1.0,0.0,0.0,3.0,13.0,13.0,13.0,39.0,0.0,6.0,6.0,6.0,18.0,0.0,10.0,10.0,10.0,30.0,0.0,804.3333333333334,805.0,804.0,2413.0,0.5773502691896093,0.24792777777777775,0.7413666666666666,0.0,0.7437833333333332,0.4273323213499891,0.24873333333333333,0.7437833333333334,0.0,0.7462,0.4287275789408053,2.0,3.0,1.0,6.0,1.0,44.0,44.0,44.0,132.0,0.0
15500.0,1.0,1.0,1.0,0.0,0.0,3.0,14.0,14.0,14.0,42.0,0.0,6.0,6.0,6.0,18.0,0.0,10.0,10.0,10.0,30.0,0.0,845.3333333333334,846.0,845.0,2536.0,0.5773502691896093,0.23900555555555555,0.6996666666666667,0.0,0.7170166666666666,0.3990385320900634,0.24478888888888886,0.7170166666666666,0.0,0.7343666666666666,0.4090532498388244,2.0,3.0,1.0,6.0,1.0,45.0,45.0,45.0,135.0,0.0
50000.0,1.0,0.0,1.0,1.0,0.0,3.0,14.0,14.0,14.0,42.0,0.0,6.0,6.0,6.0,18.0,0.0,10.0,10.0,10.0,30.0,0.0,864.0,864.0,864.0,2592.0,0.0,0.049655555555555536,0.1456666666666666,0.0,0.1489666666666666,0.0831644310543431,0.05075555555555553,0.1489666666666666,0.0,0.1522666666666666,0.08506932031736972,2.0,3.0,1.0,6.0,1.0,46.0,46.0,46.0,138.0,0.0
7000.0,1.0,0.0,1.0,1.0,0.0,3.0,17.0,17.0,17.0,51.0,0.0,6.0,6.0,6.0,18.0,0.0,10.0,10.0,10.0,30.0,0.0,1025.0,1025.0,1025.0,3075.0,0.0,0.06782777777777778,0.2002833333333333,0.0,0.20348333333333332,0.114721034026669,0.06889444444444444,0.2034833333333333,0.0,0.2066833333333333,0.1165683780416424,2.0,3.0,1.0,6.0,1.0,48.0,48.0,48.0,144.0,0.0
