"Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability";LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability
"205388;0;1;1;0.999318838;1;1;1";0.5413570052298374;0.9909756154020002;0.9909756154020002
"205649;0;1;0;0.99999994;1;1;1";0.7812372812372812;0.9964048037999478;0.9964048037999478
"207735;0;1;1;0.999673724;1;1;1";1.0;0.9876528256773212;0.9876528256773212
"208052;1;1;0;0.966207206;1;1;1";1.0;0.9960283725304405;0.9960283725304405
"208958;1;1;1;0.999213219;1;1;1";0.6163097454996896;0.9954773061812436;0.9954773061812436
"209766;1;1;0;0.593363881;1;1;1";0.6246031746031746;0.9913259245349405;0.9913259245349405
"209781;0;1;0;0.93390578;1;1;1";0.5630081300813008;0.9976630863550755;0.9976630863550755
"213144;1;1;0;0.999678552;1;1;1";1.0;0.9976681562538553;0.9976681562538553
"204574_2;0;2;1;0.9887461;1;1;1";0.28229665071770327;0.7990648829671771;0.7990648829671771
"205655_2;1;2;0;0.8421066;1;1;1";-0.14123159303882238;0.9839804235373492;0.9839804235373492
"206432_2;0;2;1;0.999225;1;1;1";0.5365982095839914;0.9679460910857833;0.9679460910857833
"207119_2;0;2;0;0.9723236;1;1;1";-0.04667467948717974;0.9771372416405036;0.9771372416405036
"207215_2;1;2;0;0.958567;1;1;1";-0.20403394416430976;0.956081964103679;0.956081964103679
"211417_2;1;2;0;0.5627187;1;1;1";-0.07987505577867049;0.9411652094388799;0.9411652094388799
"211528_2;0;2;1;0.9290403;1;1;1";-0.08922613281670455;0.9866929686101417;0.9866929686101417
"212764_2;1;2;1;0.63203335;1;1;1";-0.06165238372576742;0.8416939905145073;0.8416939905145073
"204730_3;0;3;0;0.612247;1;1;1";0.39672195892575035;0.9748845750909407;0.9748845750909407
"205358_3;0;3;0;0.9826718;1;1;1";-0.09877264757451809;0.9314284870331281;0.9314284870331281
"205797_3;0;3;0;0.88763;1;1;1";0.013203463203462995;0.9801341139385948;0.9801341139385948
"206417_3;0;3;0;0.99819183;1;1;1";-0.009228801169591128;0.9539224502114678;0.9539224502114678
"206513_3;1;3;1;0.75880665;1;1;1";0.07363607694733487;0.9873731838061265;0.9873731838061265
"206811_3;1;3;0;0.8289516;1;1;1";0.5971428571428572;0.8857630598698409;0.8857630598698409
"213192_3;1;3;0;0.84613675;1;1;1";0.49666825321275565;0.9921799078150401;0.9921799078150401
"213417_3;1;3;1;0.9394127;1;1;1";0.4970034246575342;0.9899638635290258;0.9899638635290258
"204730_4;0;4;1;0.8178492;1;1;1";0.5976470588235293;0.930663374056033;0.930663374056033
"206132_4;0;4;0;0.96777123;1;1;1";0.8953488372093024;0.8867790409367585;0.8867790409367585
"207831_4;0;4;1;0.84454715;1;1;1";0.823943661971831;0.8810614668025721;0.8810614668025721
"208247_4;1;4;1;0.8018334;1;1;1";0.5976470588235293;0.9179118655733052;0.9179118655733052
"208793_4;1;4;1;0.5602278;1;1;1";0.5659722222222221;0.7831032704270932;0.7831032704270932
"210987_4;1;4;1;0.85578287;1;1;1";0.4938380281690139;0.843006919777364;0.843006919777364
"211381_4;1;4;0;0.68764806;1;1;1";0.675979262672811;0.8952753161210807;0.8952753161210807
"213765_4;0;4;0;0.6122358;1;1;1";0.5504495504495505;0.8562345361203573;0.8562345361203573
"205382_5;0;5;0;0.940169;1;1;1";0.7430830039525691;0.7738513981016607;0.7738513981016607
"205568_5;0;5;0;0.9458907;1;1;1";0.7633136094674555;0.8954420937372131;0.8954420937372131
"205766_5;1;5;0;0.99803907;1;1;1";0.7270580001749628;0.8615497071516717;0.8615497071516717
"206279_5;1;5;0;0.980642;1;1;1";0.5971668880035413;0.8729619089293127;0.8729619089293127
"210158_5;0;5;1;0.5627054;1;1;1";0.8783767980353175;0.9230476399605242;0.9230476399605242
"210398_5;0;5;1;0.63785183;1;1;1";0.691089108910891;0.912887366254845;0.912887366254845
"211125_5;1;5;1;0.90597147;1;1;1";0.6914932457101133;0.9266321283228345;0.9266321283228345
"213675_5;1;5;1;0.993584;1;1;1";0.8088034457400988;0.9072435543261481;0.9072435543261481
"205298_6;0;6;0;0.93286896;1;1;1";0.7816458955608199;0.9859512959373152;0.9859512959373152
"206456_6;1;6;1;0.6740526;1;1;1";0.7703333333333333;0.9642631778415389;0.9642631778415389
"206778_6;0;6;0;0.96352375;1;1;1";0.6591201440699768;0.9151473217699911;0.9151473217699911
"206910_6;1;6;1;0.9721753;1;1;1";0.6680386542591275;0.9834301478988862;0.9834301478988862
"209057_6;0;6;0;0.9712932;1;1;1";0.7900990099009901;0.9850977252968777;0.9850977252968777
"209838_6;1;6;0;0.99076545;1;1;1";0.6966575091575085;0.9827591623706623;0.9827591623706623
"210629_6;0;6;1;0.9864981;1;1;1";0.8274739583333333;0.9651908080952176;0.9651908080952176
"212692_6;1;6;1;0.9954432;1;1;1";0.7463367940505122;0.992339393253545;0.992339393253545
"206763_7;0;7;1;0.9389117;1;1;1";0.12952202436738502;0.9279719797661485;0.9279719797661485
"207461_7;1;7;0;0.9999599;1;1;1";0.13461538461538458;0.8269909676714287;0.8269909676714287
"209188_7;1;7;1;0.9993618;1;1;1";-0.11038961038961004;0.8750149878263763;0.8750149878263763
"209712_7;1;7;0;0.99999994;1;1;1";0.28530548004006295;-1.2836213701061872;-1.2836213701061872
"210032_7;0;7;1;0.99996006;1;1;1";0.35838760781552537;0.9274402448268557;0.9274402448268557
"211122_7;0;7;0;0.9933667;1;1;1";0.23504413206930352;0.6686585966788345;0.6686585966788345
"212118_7;0;7;0;0.9997249;1;1;1";0.302431610942249;0.8877062630880496;0.8877062630880496
"213052_7;1;7;1;0.8516229;1;1;1";0.23701530977249985;0.8104508753817754;0.8104508753817754
"205026_8;0;8;0;0.5479963;1;1;1";0.9072005499226671;0.979286576645784;0.979286576645784
"206441_8;0;8;1;0.5314013;1;1;1";1.0;0.9597255200728699;0.9597255200728699
