Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability
Case102_13;1;13;0;1.0;0.16059870550161792;0.10677707175681384;0.10677707175681384;0.9667472389524713;0.926075386012196;0.926075386012196
Case103_6;1;6;0;0.99999999999892;0.5975757575757576;-0.35069040814468155;-0.35069040814468155;0.19091226047914878;0.9405388564848931;0.9405388564848931
Case104_3;0;3;0;0.999999998608928;0.42371116125672614;0.40452155492712694;0.40452155492712694;0.8952020202020202;0.9464124478891168;0.9464124478891168
Case109_2;1;2;1;1.0;0.8321197411003236;0.8196426009232377;0.8196426009232377;1.0;0.9380996493696042;0.9380996493696042
Case111_12;1;12;0;1.0;0.24453883495145623;0.08766820559619637;0.08766820559619637;0.18339236521054747;0.9084240968382657;0.9084240968382657
Case113_3;0;3;0;0.9999999999998864;0.639819475785454;0.7146599479638411;0.7146599479638411;0.9667472389524713;0.9447489503118495;0.9447489503118495
Case118_2;1;2;0;0.9999999999999432;0.0635306370421801;0.3552449478057752;0.3552449478057752;0.7804763054702683;0.9035310932149463;0.9035310932149463
Case119_9;0;9;1;1.0;0.16059870550161814;0.10981457800746741;0.10981457800746741;0.9405165224642968;0.9027156983437458;0.9027156983437458
Case12;0;1;0;1.0;0.2957575757575759;0.4228025687687085;0.4228025687687085;0.017428636249934737;0.9279769882183455;0.9279769882183455
Case122_12;0;12;0;1.0;0.0635306370421801;0.5130910276924988;0.5130910276924988;0.7475920335290671;0.7052915502369641;0.7052915502369641
Case123_4;1;4;1;0.9988565459106052;0.16059870550161814;0.25828218309064377;0.25828218309064377;0.19309047615692998;0.9196444864917599;0.9196444864917599
Case127;1;1;0;0.9999999999999432;0.2957575757575759;0.4271770809894938;0.4271770809894938;0.7724572786256054;0.9114536420376489;0.9114536420376489
Case127_14;1;14;0;0.6143562910272523;0.32602517255379615;-0.13061821224232095;-0.13061821224232095;0.24906962433335322;0.9533083163341616;0.9533083163341616
Case12_11;0;11;0;1.0;0.3689172749391725;-0.08334334189181836;-0.08334334189181836;0.012512820512820766;0.9682277400398273;0.9682277400398273
Case12_2;0;2;0;1.0;0.42371116125672614;0.2167662465469966;0.2167662465469966;0.224304641950813;0.9309187333208521;0.9309187333208521
Case12_8;0;8;0;1.0;0.09454545454545471;-0.33352519199651787;-0.33352519199651787;0.9405165224642968;0.9253885263630703;0.9253885263630703
Case135_10;1;10;1;1.0;0.20760284672799856;-0.2621718504287267;-0.2621718504287267;0.8358327039953969;0.9616215052343986;0.9616215052343986
Case139;0;1;0;1.0;0.3689172749391725;0.2511588526231584;0.2511588526231584;-0.002080586080585922;0.9346263878167742;0.9346263878167742
Case153_2;0;2;0;1.0;0.09454545454545471;-0.06945357584960199;-0.06945357584960199;0.16446078593165214;0.9370318986660487;0.9370318986660487
Case155_12;0;12;0;1.0;0.2957575757575759;0.5068385432420566;0.5068385432420566;0.9667472389524713;0.9077747754905988;0.9077747754905988
Case163_4;1;4;1;1.0;0.24453883495145623;0.34056593265143464;0.34056593265143464;1.0;0.9393816694810553;0.9393816694810553
Case177_6;1;6;0;1.0;0.05337591240875905;0.5222123053182364;0.5222123053182364;0.6532091618424365;0.8960464418768234;0.8960464418768234
Case17_8;1;8;1;1.0;0.2957575757575759;0.6099315491860681;0.6099315491860681;0.8321197411003236;0.9495853239881924;0.9495853239881924
Case188_14;1;14;1;1.0;0.24453883495145623;0.3764291023424311;0.3764291023424311;1.0;0.9670741320604976;0.9670741320604976
Case188_9;1;9;1;1.0;0.3821897415076464;0.5426023435013698;0.5426023435013698;0.9602946804439342;0.9362860622562267;0.9362860622562267
Case18_11;1;11;1;1.0;-0.00728155339805836;-0.037792447118095485;-0.037792447118095485;-0.016871345029239704;0.9423342066840588;0.9423342066840588
Case18_9;1;9;1;1.0;0.2957575757575759;-0.014932521425084833;-0.014932521425084833;0.9667472389524713;0.9514108784878712;0.9514108784878712
