static__AMOUNT_REQ,agg__Activity_A_ACCEPTED-COMPLETE,agg__Activity_A_FINALIZED-COMPLETE,agg__Activity_A_PARTLYSUBMITTED-COMPLETE,agg__Activity_A_PREACCEPTED-COMPLETE,agg__Activity_A_SUBMITTED-COMPLETE,agg__Activity_O_CREATED-COMPLETE,agg__Activity_O_SELECTED-COMPLETE,agg__Activity_O_SENT-COMPLETE,agg__Activity_W_Afhandelen leads-COMPLETE,agg__Activity_W_Afhandelen leads-SCHEDULE,agg__Activity_W_Afhandelen leads-START,agg__Activity_W_Beoordelen fraude-COMPLETE,agg__Activity_W_Beoordelen fraude-SCHEDULE,agg__Activity_W_Beoordelen fraude-START,agg__Activity_W_Completeren aanvraag-COMPLETE,agg__Activity_W_Completeren aanvraag-SCHEDULE,agg__Activity_W_Completeren aanvraag-START,agg__Activity_W_Nabellen offertes-SCHEDULE,agg__Resource_10138.0,agg__Resource_10188.0,agg__Resource_10228.0,agg__Resource_10609.0,agg__Resource_10629.0,agg__Resource_10779.0,agg__Resource_10809.0,agg__Resource_10859.0,agg__Resource_10861.0,agg__Resource_10862.0,agg__Resource_10863.0,agg__Resource_10880.0,agg__Resource_10881.0,agg__Resource_10889.0,agg__Resource_10909.0,agg__Resource_10910.0,agg__Resource_10912.0,agg__Resource_10913.0,agg__Resource_10914.0,agg__Resource_10929.0,agg__Resource_10931.0,agg__Resource_10932.0,agg__Resource_10933.0,agg__Resource_10935.0,agg__Resource_10939.0,agg__Resource_10971.0,agg__Resource_10972.0,agg__Resource_10982.0,agg__Resource_11000.0,agg__Resource_11001.0,agg__Resource_11002.0,agg__Resource_11003.0,agg__Resource_11009.0,agg__Resource_11019.0,agg__Resource_11049.0,agg__Resource_11111.0,agg__Resource_11119.0,agg__Resource_11120.0,agg__Resource_11121.0,agg__Resource_11122.0,agg__Resource_11169.0,agg__Resource_11179.0,agg__Resource_11180.0,agg__Resource_11181.0,agg__Resource_11189.0,agg__Resource_112.0,agg__Resource_11200.0,agg__Resource_11201.0,agg__Resource_11202.0,agg__Resource_11203.0,agg__Resource_11259.0,agg__Resource_other,agg__hour_mean,agg__hour_max,agg__hour_min,agg__hour_sum,agg__hour_std,agg__weekday_mean,agg__weekday_max,agg__weekday_min,agg__weekday_sum,agg__weekday_std,agg__month_mean,agg__month_max,agg__month_min,agg__month_sum,agg__month_std,agg__timesincemidnight_mean,agg__timesincemidnight_max,agg__timesincemidnight_min,agg__timesincemidnight_sum,agg__timesincemidnight_std,agg__timesincelastevent_mean,agg__timesincelastevent_max,agg__timesincelastevent_min,agg__timesincelastevent_sum,agg__timesincelastevent_std,agg__timesincecasestart_mean,agg__timesincecasestart_max,agg__timesincecasestart_min,agg__timesincecasestart_sum,agg__timesincecasestart_std,agg__event_nr_mean,agg__event_nr_max,agg__event_nr_min,agg__event_nr_sum,agg__event_nr_std,agg__open_cases_mean,agg__open_cases_max,agg__open_cases_min,agg__open_cases_sum,agg__open_cases_std
20000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,1.0,88.0,5.549774770204643,5.0,5.0,5.0,55.0,0.0,10.0,10.0,10.0,110.0,0.0,521.5454545454545,765.0,98.0,5737.0,335.4114976074504,60.58637575757575,657.1260333333333,0.0,666.4501333333333,197.85825751175966,423.27055,666.4501333333334,0.0,4655.97605,335.2316473504959,6.0,11.0,1.0,66.0,3.3166247903554,6.7272727272727275,10.0,1.0,74.0,4.540724811985617
5000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.272727272727273,15.0,9.0,135.0,2.831639422345617,5.0,5.0,5.0,55.0,0.0,10.0,10.0,10.0,110.0,0.0,761.8181818181819,935.0,548.0,8380.0,181.15784177441404,35.16550303030303,207.54691666666668,0.0,386.82053333333334,75.28960206971507,213.56566818181818,386.8205333333333,0.0,2349.22235,181.2064766520188,6.0,11.0,1.0,66.0,3.3166247903554,10.727272727272727,18.0,2.0,118.0,7.5510384595883115
7000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,11.454545454545455,14.0,9.0,126.0,2.1148823307047775,2.727272727272727,5.0,0.0,30.0,2.6111648393354674,10.0,10.0,10.0,110.0,0.0,707.8181818181819,872.0,550.0,7786.0,134.96282316387587,291.12504696969694,2856.0468,0.0,3202.3755166666665,853.1923178030685,1466.858627272727,3202.375516666666,0.0,16135.444899999999,1609.558431719446,6.0,11.0,1.0,66.0,3.3166247903554,33.09090909090909,69.0,3.0,364.0,31.6842375494647
45000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.727272727272727,13.0,10.0,129.0,1.4206272622267302,5.0,5.0,5.0,55.0,0.0,10.0,10.0,10.0,110.0,0.0,745.2727272727273,810.0,659.0,8198.0,70.24968456739269,13.744362121212122,104.28511666666668,0.0,151.18798333333334,31.529309869337006,86.4931393939394,151.18798333333334,0.0,951.4245333333334,70.2412208051394,6.0,11.0,1.0,66.0,3.3166247903554,9.727272727272727,11.0,8.0,107.0,1.4206272622267302
15000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,121.0,0.0,5.0,5.0,5.0,55.0,0.0,10.0,10.0,10.0,110.0,0.0,700.9090909090909,704.0,697.0,7710.0,3.2389672877182334,0.6415878787878787,3.5587166666666668,0.0,7.057466666666666,1.1900608878235066,3.8614090909090906,7.0574666666666666,0.0,42.4755,3.293726318787849,6.0,11.0,1.0,66.0,3.3166247903554,9.0,9.0,9.0,99.0,0.0
9000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,132.0,0.0,5.0,5.0,5.0,55.0,0.0,10.0,10.0,10.0,110.0,0.0,734.2727272727273,740.0,727.0,8077.0,6.246453539263839,1.20435,9.46185,0.0,13.24785,2.820987412256764,7.294081818181818,13.24785,0.0,80.2349,6.450407649014882,6.0,11.0,1.0,66.0,3.3166247903554,10.0,10.0,10.0,110.0,0.0
15000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,14.545454545454545,16.0,13.0,160.0,1.4396969378057574,5.0,5.0,5.0,55.0,0.0,10.0,10.0,10.0,110.0,0.0,905.1818181818181,991.0,816.0,9957.0,78.29791591328363,15.954806060606062,79.44233333333334,0.0,175.50286666666668,30.860910557056258,89.59178484848485,175.50286666666668,0.0,985.5096333333333,78.26025385896884,6.0,11.0,1.0,66.0,3.3166247903554,15.090909090909092,18.0,12.0,166.0,2.6628760937957834
15000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,15.454545454545455,17.0,14.0,170.0,1.2135597524338357,5.0,5.0,5.0,55.0,0.0,10.0,10.0,10.0,110.0,0.0,948.7272727272727,1025.0,841.0,10436.0,85.6645678318532,16.207821212121214,143.20615,0.0,178.28603333333334,42.38401004571908,107.31886666666665,183.45831666666663,0.0,1180.5075333333332,85.42219394408771,6.0,11.0,1.0,66.0,3.3166247903554,16.363636363636363,18.0,13.0,180.0,2.2922795323750234
10000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.272727272727273,16.0,14.0,168.0,1.009049958219026,5.0,5.0,5.0,55.0,0.0,10.0,10.0,10.0,110.0,0.0,947.0909090909091,1016.0,852.0,10418.0,75.54529044944432,14.880230303030304,132.4641,0.0,163.68253333333334,39.2033819741088,94.71060909090907,163.68253333333334,0.0,1041.8166999999999,75.35856757221858,6.090909090909091,12.0,1.0,67.0,3.477198454346414,16.545454545454547,18.0,14.0,182.0,2.018099916438052
2000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.727272727272727,16.0,15.0,173.0,0.46709936649691386,5.0,5.0,5.0,55.0,0.0,10.0,10.0,10.0,110.0,0.0,973.2727272727273,1018.0,908.0,10706.0,44.73497716349234,10.038730303030302,71.28798333333333,0.0,110.42603333333332,21.958924186120036,65.53737575757576,110.42603333333334,0.0,720.9111333333334,44.871337205774836,6.0,11.0,1.0,66.0,3.3166247903554,17.454545454545453,18.0,16.0,192.0,0.9341987329938277
