age,priors_count,days_b_screening_arrest,is_recid,is_violent_recid,two_year_recid,length_of_stay,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,sex_Female,sex_Male,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,c_charge_degree_F,c_charge_degree_M,Result
"(19.38, 38.69]","(1.17, 9.45]","(0.94, 190.68]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(4.140000000000001, 9.99]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(0.84, 1.0]","(-0.01, 0.22]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(19.38, 38.69]","(1.17, 9.45]","(0.94, 190.68]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(4.140000000000001, 9.99]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(0.84, 1.0]","(-0.01, 0.22]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(38.69, 47.18]","(1.17, 9.45]","(0.94, 190.68]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(4.140000000000001, 9.99]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(0.84, 1.0]","(-0.01, 0.22]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Positive
"(38.69, 47.18]","(1.17, 9.45]","(0.94, 190.68]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(4.140000000000001, 9.99]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(0.84, 1.0]","(-0.01, 0.22]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Positive
"(19.38, 38.69]","(1.17, 9.45]","(0.94, 190.68]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(4.140000000000001, 9.99]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(0.84, 1.0]","(-0.01, 0.22]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(38.69, 47.18]","(1.17, 9.45]","(0.94, 190.68]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(4.140000000000001, 9.99]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(0.84, 1.0]","(-0.01, 0.22]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Positive
"(19.38, 38.69]","(1.17, 9.45]","(0.94, 190.68]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(4.140000000000001, 9.99]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(0.84, 1.0]","(-0.01, 0.22]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(19.38, 38.69]","(1.17, 9.45]","(0.94, 190.68]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(4.140000000000001, 9.99]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(0.84, 1.0]","(-0.01, 0.22]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(38.69, 47.18]","(1.17, 9.45]","(0.94, 190.68]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(4.140000000000001, 9.99]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(0.84, 1.0]","(-0.01, 0.22]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Positive
"(38.69, 47.18]","(1.17, 9.45]","(0.94, 190.68]","(0.92, 1.0]","(-0.01, 0.15]","(0.74, 1.0]","(4.140000000000001, 9.99]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(0.84, 1.0]","(-0.01, 0.22]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Positive
