Actual;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability
0;0;0.9946639000000002;1;1;1;1.0;0.999962811;0.999962811;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99916655;1;1;1;1.0;0.999880339;0.999880339;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99976844;1;1;1;0.8039215690000001;0.999749299;0.999749299;1.0;1.0;1.0;1.0;1.0;1.0
1;0;0.7616892;1;1;1;0.53125;0.999908248;0.999908248;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99771225;1;1;1;1.0;0.999915035;0.999915035;1.0;1.0;1.0;1.0;1.0;1.0
1;0;0.95785314;1;1;1;1.0;0.999978895;0.999978895;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.9980857;1;1;1;0.8039215690000001;0.999765553;0.999765553;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.9974414;1;1;1;1.0;0.999897833;0.999897833;;1.0;1.0;1.0;1.0;1.0
0;0;0.99984485;1;1;1;1.0;0.999972858;0.999972858;1.0;1.0;1.0;;1.0;1.0
1;0;0.91398585;1;1;1;1.0;0.999976942;0.999976942;;1.0;1.0;1.0;1.0;1.0
0;0;0.9951206;1;1;1;1.0;0.999911568;0.999911568;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.9995845;1;1;1;1.0;0.999972323;0.999972323;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.9842515;1;1;1;0.53125;0.999935398;0.999935398;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.9996659;1;1;1;1.0;0.999925605;0.999925605;1.0;1.0;1.0;;1.0;1.0
0;0;0.9663176;1;1;1;1.0;0.999945389;0.999945389;1.0;1.0;1.0;1.0;1.0;1.0
1;0;0.998103;1;1;1;1.0;0.999968152;0.999968152;;1.0;1.0;1.0;1.0;1.0
0;0;0.99152803;1;1;1;1.0;0.999830046;0.999830046;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.90678895;1;1;1;1.0;0.999966354;0.999966354;;1.0;1.0;1.0;1.0;1.0
0;0;0.70112514;1;1;1;1.0;0.9998573;0.9998573;;1.0;1.0;1.0;1.0;1.0
0;0;0.99981135;1;1;1;1.0;0.999958697;0.999958697;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.59492743;1;1;1;1.0;0.999989466;0.999989466;;1.0;1.0;1.0;1.0;1.0
0;0;0.9988783;1;1;1;1.0;0.999959131;0.999959131;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.9964356;1;1;1;1.0;0.999840568;0.999840568;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.97318816;1;1;1;1.0;0.999990591;0.999990591;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99668825;1;1;1;1.0;0.99998698;0.99998698;;1.0;1.0;1.0;1.0;1.0
0;0;0.8917888;1;1;1;1.0;0.99994052;0.99994052;;1.0;1.0;1.0;1.0;1.0
0;0;0.99997175;1;1;1;1.0;0.999717741;0.999717741;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99327475;1;1;1;1.0;0.999962544;0.999962544;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.94868815;1;1;1;1.0;0.999937292;0.999937292;;1.0;1.0;1.0;1.0;1.0
0;0;0.7122134;1;1;1;1.0;0.999859849;0.999859849;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.603625;1;1;1;1.0;0.999942905;0.999942905;;1.0;1.0;1.0;1.0;1.0
0;0;0.88525105;1;1;1;0.6536796539999999;0.999931647;0.999931647;;1.0;1.0;1.0;1.0;1.0
1;0;0.87572235;1;1;1;1.0;0.999910054;0.999910054;;1.0;1.0;1.0;1.0;1.0
0;0;0.9998877;1;1;1;1.0;0.999975716;0.999975716;;1.0;1.0;1.0;1.0;1.0
1;0;0.7068593000000001;1;1;1;1.0;0.9999782;0.9999782;1.0;1.0;1.0;1.0;1.0;1.0
1;0;0.60543793;1;1;1;1.0;0.999936419;0.999936419;;1.0;1.0;1.0;1.0;1.0
0;0;0.5765661999999999;1;1;1;1.0;0.999943148;0.999943148;;1.0;1.0;1.0;1.0;1.0
0;0;0.91304684;1;1;1;1.0;0.999893943;0.999893943;;1.0;1.0;1.0;1.0;1.0
0;0;0.9999162;1;1;1;0.609375;0.999843697;0.999843697;1.0;1.0;1.0;1.0;1.0;1.0
1;0;0.9990018;1;1;1;0.8039215690000001;0.999890124;0.999890124;;1.0;1.0;1.0;1.0;1.0
0;0;0.92867947;1;1;1;0.8039215690000001;0.999960309;0.999960309;;1.0;1.0;1.0;1.0;1.0
0;0;0.9999498;1;1;1;1.0;0.999973681;0.999973681;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.9997942;1;1;1;0.6536796539999999;0.999938533;0.999938533;1.0;1.0;1.0;;1.0;1.0
0;0;0.9897451;1;1;1;1.0;0.999949017;0.999949017;;1.0;1.0;1.0;1.0;1.0
0;0;0.9999114;1;1;1;1.0;0.999959955;0.999959955;1.0;1.0;1.0;;1.0;1.0
1;0;0.58217406;1;1;1;1.0;0.999913794;0.999913794;;1.0;1.0;1.0;1.0;1.0
1;0;0.9958403;1;1;1;1.0;0.999938881;0.999938881;;1.0;1.0;1.0;1.0;1.0
0;0;0.9999285;1;1;1;1.0;0.999942948;0.999942948;1.0;1.0;1.0;;1.0;1.0
0;0;0.99697644;1;1;1;1.0;0.999967017;0.999967017;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.9213263;1;1;1;1.0;0.999938166;0.999938166;1.0;1.0;1.0;1.0;1.0;1.0
1;1;0.93685406;1;1;1;1.0;0.999718659;0.999718659;1.0;1.0;1.0;1.0;1.0;1.0
0;1;0.9912951;1;1;1;1.0;0.999982564;0.999982564;1.0;1.0;1.0;1.0;1.0;1.0
1;1;0.9999745;1;1;1;1.0;0.999684303;0.999684303;1.0;1.0;1.0;;1.0;1.0
1;1;0.7940934000000001;1;1;1;1.0;0.99992089;0.99992089;;1.0;1.0;1.0;1.0;1.0
0;1;0.84014726;1;1;1;1.0;0.999978683;0.999978683;;1.0;1.0;1.0;1.0;1.0
1;1;0.9989924;1;1;1;1.0;0.999966035;0.999966035;;1.0;1.0;1.0;1.0;1.0
0;1;0.9859999;1;1;1;1.0;0.999735195;0.999735195;;1.0;1.0;1.0;1.0;1.0
0;1;0.90726423;1;1;1;1.0;0.999953557;0.999953557;;1.0;1.0;1.0;1.0;1.0
1;1;0.99987316;1;1;1;1.0;0.999882336;0.999882336;1.0;1.0;1.0;1.0;1.0;1.0
1;1;0.993208;1;1;1;1.0;0.99996435;0.99996435;;1.0;1.0;1.0;1.0;1.0
0;1;0.8302326999999999;1;1;1;1.0;0.99994871;0.99994871;;1.0;1.0;1.0;1.0;1.0
