sepal_length,sepal_width,petal_length,petal_width,Result
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.66, 6.4]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.5, 2.92]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.5, 2.92]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.5, 2.92]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.92, 3.1]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.5, 2.92]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.92, 3.1]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.5, 2.92]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.5, 2.92]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.5, 2.92]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.92, 3.1]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.92, 3.1]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.92, 3.1]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.5, 2.92]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.5, 2.92]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.5, 2.92]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.5, 2.92]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.92, 3.1]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.5, 2.92]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.92, 3.1]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.5, 2.92]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.92, 3.1]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.5, 2.92]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.92, 3.1]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(1.99, 2.5]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.92, 3.1]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.5, 2.92]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(4.61, 5.66]","(2.92, 3.1]","(2.6, 4.0]","(0.7, 1.3]",Negative
