sepal_length,sepal_width,petal_length,petal_width,Result
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(5.21, 6.26]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
"(6.26, 7.0]","(2.1900000000000004, 2.8]","(2.6, 4.0]","(0.7, 1.3]",Negative
