sepal_length,sepal_width,petal_length,petal_width,Result
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(5.8100000000000005, 6.86]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
"(6.86, 7.6]","(1.99, 2.5]","(4.4, 5.8]","(1.2, 1.8]",Negative
