sepal_length,sepal_width,petal_length,petal_width,Result
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(6.46, 7.2]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.92, 3.1]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.92, 3.1]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.92, 3.1]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.92, 3.1]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.92, 3.1]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.92, 3.1]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.92, 3.1]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.92, 3.1]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.92, 3.1]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.92, 3.1]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.92, 3.1]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.92, 3.1]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.92, 3.1]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(1.99, 2.5]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
"(5.41, 6.46]","(2.5, 2.92]","(3.5, 4.9]","(0.9, 1.5]",Negative
