sepal_length,sepal_width,petal_length,petal_width,Result
"(4.51, 5.56]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(4.51, 5.56]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(5.56, 6.3]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(5.56, 6.3]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(4.51, 5.56]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(5.56, 6.3]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(4.51, 5.56]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(4.51, 5.56]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(5.56, 6.3]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(5.56, 6.3]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(4.51, 5.56]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(4.51, 5.56]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(4.51, 5.56]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(4.51, 5.56]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(4.51, 5.56]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(5.56, 6.3]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(5.56, 6.3]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(5.56, 6.3]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(4.51, 5.56]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(4.51, 5.56]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(5.56, 6.3]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(5.56, 6.3]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(4.51, 5.56]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(5.56, 6.3]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(5.56, 6.3]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(4.51, 5.56]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(5.56, 6.3]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(5.56, 6.3]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(4.51, 5.56]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
"(4.51, 5.56]","(3.29, 3.9]","(1.0, 1.3]","(0.1, 0.4]",Positive
