sepal_length,sepal_width,petal_length,petal_width,Result
"(4.29, 4.83]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
"(4.29, 4.83]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
"(4.83, 5.2]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
"(4.83, 5.2]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
"(4.29, 4.83]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
"(4.83, 5.2]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
"(4.29, 4.83]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
"(4.29, 4.83]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
"(4.83, 5.2]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
"(4.83, 5.2]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
"(4.29, 4.83]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
"(4.29, 4.83]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
"(4.29, 4.83]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
"(4.29, 4.83]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
"(4.29, 4.83]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
"(4.83, 5.2]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
"(4.83, 5.2]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
"(4.83, 5.2]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
"(4.29, 4.83]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
"(4.29, 4.83]","(2.39, 3.0]","(1.0, 1.1]","(0.09000000000000001, 0.69]",Positive
