sepal_length,sepal_width,petal_length,petal_width,Result
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(5.01, 5.5]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(5.01, 5.5]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(5.01, 5.5]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(5.01, 5.5]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(5.01, 5.5]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(5.01, 5.5]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(5.01, 5.5]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(5.01, 5.5]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(5.01, 5.5]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(5.01, 5.5]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(5.01, 5.5]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(5.01, 5.5]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(5.01, 5.5]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(5.01, 5.5]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(5.01, 5.5]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(5.01, 5.5]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(4.3, 5.01]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(5.01, 5.5]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(5.01, 5.5]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
"(5.01, 5.5]","(2.99, 3.6]","(0.99, 2.3]","(0.1, 0.2]",Positive
