sepal_length,sepal_width,petal_length,petal_width,Result
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.3, 6.0]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.3, 6.0]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.3, 6.0]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.3, 6.0]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.3, 6.0]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.3, 6.0]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.3, 6.0]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.3, 6.0]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.3, 6.0]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.3, 6.0]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.3, 6.0]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.3, 6.0]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.3, 6.0]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.3, 6.0]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.3, 6.0]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.3, 6.0]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(4.3100000000000005, 5.3]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.3, 6.0]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.3, 6.0]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
"(5.3, 6.0]","(3.1900000000000004, 3.8]","(1.0, 1.6]","(0.1, 0.2]",Positive
