sepal_length,sepal_width,petal_length,petal_width,Result
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.3, 4.89]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
"(4.89, 5.3]","(2.39, 3.0]","(1.0, 1.3]","(0.1, 0.2]",Positive
