Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability
GTBE;1;1;0;0.99998015;1.0;1.0;1.0;0.16981694793726465;0.8454928712063774;0.8454928712063774
JQCE;1;1;1;0.9999925;1.0;1.0;1.0;1.0;0.6070949142428843;0.6070949142428843
NTPD;0;1;0;0.9999796999999999;1.0;0.9999999999999988;0.9999999999999988;0.17441635455680404;0.8833472820387257;0.8833472820387257
RBWD;0;1;0;0.9999996999999999;1.0;0.9999999999999948;0.9999999999999948;0.1653458507727663;0.6008632696318175;0.6008632696318175
RGZD;1;1;1;0.9999912000000001;1.0;1.0;1.0;1.0;0.8784062265026611;0.8784062265026611
TAND;0;1;0;0.99999946;1.0;0.9999999999999974;0.9999999999999974;0.16113228869087703;0.853284717978214;0.853284717978214
UUDE;1;1;1;0.99884796;1.0;0.99999999999999;0.99999999999999;1.0;0.8384163224117281;0.8384163224117281
YEZD;0;1;0;0.9999995;1.0;1.0;1.0;0.15735373638527894;-1.252961886157626;-1.252961886157626
BMQD_2;0;2;0;0.9918927;1.0;0.9999999999987068;0.9999999999987068;0.22100787518024168;0.43696092786274987;0.43696092786274987
OOFE_2;1;2;1;0.9992686;1.0;0.9999999999986944;0.9999999999986944;0.18692451938102528;-0.028486509531690407;-0.028486509531690407
RAWD_2;0;2;0;0.9999798000000001;1.0;0.9999999999999908;0.9999999999999908;0.23354293112270796;-0.02412697447575729;-0.02412697447575729
UFWD_2;0;2;0;0.99991626;1.0;0.9999999999987716;0.9999999999987716;0.24086628140819322;0.5308295665121419;0.5308295665121419
VRPD_2;1;2;1;0.99982774;1.0;0.9999999999999988;0.9999999999999988;0.3221949954268083;0.425984051965132;0.425984051965132
WCND_2;1;2;1;0.6384733;1.0;0.999999999999333;0.999999999999333;0.23480718979949677;0.2773664551563503;0.2773664551563503
WKJD_2;0;2;0;0.9998493;1.0;0.9999999999988448;0.9999999999988448;0.24015864336042347;0.4657434566253553;0.4657434566253553
ZGRD_2;1;2;0;0.9998855999999999;1.0;0.9999999999997072;0.9999999999997072;0.20122094260590306;0.37251840613279885;0.37251840613279885
FJSD_3;0;3;0;0.99999946;1.0;0.9999999999993716;0.9999999999993716;-0.1774782805018571;0.9983568140736512;0.9983568140736512
HEZD_3;1;3;0;0.9999874;1.0;0.9999999999993292;0.9999999999993292;-0.18108244605609758;0.9980324769779761;0.9980324769779761
JUZD_3;0;3;0;0.99999994;1.0;0.9999999999988041;0.9999999999988041;-0.18585771701506415;0.9988481034452884;0.9988481034452884
MRSD_3;1;3;1;0.99997103;1.0;0.9999999999988979;0.9999999999988979;0.7138192963752665;0.9986389846875005;0.9986389846875005
OIGE_3;1;3;1;0.99999833;1.0;0.9999999999993192;0.9999999999993192;-0.21357731448126827;0.9986888461262986;0.9986888461262986
PKMD_3;0;3;0;0.9999545;1.0;0.9999999999976176;0.9999999999976176;-0.18133690170303374;0.9980187578375118;0.9980187578375118
QNCE_3;1;3;0;0.99976057;1.0;0.999999999999685;0.999999999999685;-0.18579320226247487;0.9981170861666808;0.9981170861666808
TQLD_3;0;3;0;0.99999994;1.0;0.9999999999989372;0.9999999999989372;-0.18023947529426687;0.9984274829157261;0.9984274829157261
AEPD_4;0;4;0;0.99999994;1.0;1.0;1.0;-0.2158003689885506;0.9752053083348399;0.9752053083348399
CPYD_4;1;4;0;0.99999994;1.0;0.9999999999997286;0.9999999999997286;-0.2080688811229947;0.9796259612653259;0.9796259612653259
ECND_4;0;4;0;1.0;1.0;0.9999999999996736;0.9999999999996736;-0.21992442389543454;0.9876899629297041;0.9876899629297041
ERYD_4;1;4;0;0.99999887;1.0;0.9999999999988934;0.9999999999988934;-0.2163323458927875;0.9830154166636053;0.9830154166636053
FHYD_4;1;4;0;0.99978083;1.0;0.999999999998824;0.999999999998824;-0.21242648695687327;0.9888082320332117;0.9888082320332117
IGLD_4;0;4;0;0.9999998999999999;1.0;0.999999999998828;0.999999999998828;-0.22289567972027546;0.9874370954792118;0.9874370954792118
IJEE_4;1;4;1;0.9936584999999999;1.0;1.0;1.0;-0.2134941171221958;0.9881671435415105;0.9881671435415105
ISDE_4;0;4;0;0.9999998;1.0;0.9999999999998568;0.9999999999998568;-0.21589912677877376;0.9642912972199024;0.9642912972199024
CRSD_5;0;5;0;0.9999965000000001;1.0;1.0;1.0;0.03397998358514509;0.7655285129875572;0.7655285129875572
EPTD_5;0;5;0;0.9999998999999999;1.0;0.9999999999999916;0.9999999999999916;0.02547403701292883;0.5362570041877308;0.5362570041877308
LDMD_5;1;5;0;0.8511988000000001;1.0;0.9999999999951276;0.9999999999951276;1.0;0.44220838550386266;0.44220838550386266
OEZD_5;1;5;1;0.97141755;1.0;0.9999999999949988;0.9999999999949988;1.0;0.7450250555756968;0.7450250555756968
OHBE_5;0;5;0;0.9999841;1.0;0.9999999999987976;0.9999999999987976;0.16234294439880048;0.8064707696665168;0.8064707696665168
PKYD_5;0;5;0;0.9999998999999999;1.0;0.9999999999991688;0.9999999999991688;0.02236788505231424;0.06789159545307322;0.06789159545307322
XMIE_5;1;5;1;0.9706829;1.0;0.9999999999988928;0.9999999999988928;1.0;0.8391170288567675;0.8391170288567675
ZVMD_5;1;5;0;0.99992394;1.0;1.0;1.0;0.028738283539377907;0.7959610174694549;0.7959610174694549
GITD_6;0;6;0;0.9992328000000001;1.0;0.9999999999993412;0.9999999999993412;0.1968647942926921;0.889573890435247;0.889573890435247
NVND_6;1;6;1;0.99970144;1.0;0.9999999999991632;0.9999999999991632;1.0;0.9025258486380077;0.9025258486380077
OLZD_6;1;6;1;0.99903405;1.0;0.9999999999997676;0.9999999999997676;1.0;0.8494773293541379;0.8494773293541379
QOOD_6;0;6;0;0.999898;1.0;0.999999999999326;0.999999999999326;0.20469750773131612;0.8925888062738594;0.8925888062738594
RDBE_6;1;6;1;0.9986613999999999;1.0;0.9999999999999184;0.9999999999999184;1.0;0.5114447269347;0.5114447269347
UBQE_6;1;6;0;0.6718548000000001;1.0;0.9999999999992478;0.9999999999992478;1.0;0.8901160473666764;0.8901160473666764
USNE_6;0;6;0;0.99998385;1.0;0.999999999999331;0.999999999999331;0.21975839448668522;0.8876906547279633;0.8876906547279633
