Actual;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability
0;0;0.999514627;1;1;1;0.80193662;0.923679454;0.923679454;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99999556;1;1;1;0.869593567;0.980560219;0.980560219;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.981070107;1;1;1;1.0;0.964445032;0.964445032;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.999915142;1;1;1;1.0;0.954677909;0.954677909;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.993589828;1;1;1;1.0;0.967716661;0.967716661;1.0;1.0;1.0;1.0;1.0;1.0
1;0;0.852633428;1;1;1;0.775224775;0.966475315;0.966475315;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.99729933;1;1;1;1.0;0.938037137;0.938037137;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.763393558;1;1;1;0.88179669;0.981618835;0.981618835;;1.0;1.0;1.0;1.0;1.0
0;0;0.999626937;1;1;1;0.88179669;0.963160509;0.963160509;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.907258307;1;1;1;0.88179669;0.8594553659999999;0.8594553659999999;;1.0;1.0;1.0;1.0;1.0
0;0;0.999655246;1;1;1;0.472834347;0.911593224;0.911593224;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.999715223;1;1;1;1.0;0.863179522;0.863179522;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.995082302;1;1;1;1.0;0.960446523;0.960446523;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.999998163;1;1;1;1.0;0.985173545;0.985173545;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.999971668;1;1;1;0.88179669;0.977253258;0.977253258;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.999999408;1;1;1;1.0;0.950210232;0.950210232;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.999999781;1;1;1;1.0;0.965556121;0.965556121;1.0;1.0;1.0;;1.0;1.0
0;0;0.972293509;1;1;1;1.0;0.975026103;0.975026103;1.0;1.0;1.0;1.0;1.0;1.0
