Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability
937.0;0.0;1.0;0.0;0.524375855922699;1.0;1.0;1.0;0.30532635467980296;0.6516123139589014;0.6516123139589014
967.0;0.0;1.0;0.0;0.9990880489349364;1.0;0.9999999999999994;0.9999999999999994;0.2653893345917886;0.5753100819313405;0.5753100819313405
1003.0;0.0;1.0;0.0;0.9990382790565492;1.0;1.0;1.0;0.2748540968450248;0.6640842542576135;0.6640842542576135
1014.0;1.0;1.0;1.0;0.99977308511734;1.0;1.0;1.0;0.3943965764504769;0.496692211186073;0.496692211186073
1049.0;1.0;1.0;1.0;0.9999303817749025;1.0;1.0;1.0;0.38566978884392533;0.6612931259728496;0.6612931259728496
1064.0;1.0;1.0;1.0;0.995291829109192;1.0;1.0;1.0;0.3316779374471682;0.7084004346335524;0.7084004346335524
1087.0;0.0;1.0;0.0;0.9999945163726808;1.0;0.9999999999999992;0.9999999999999992;0.2070558307671707;0.6352807166934957;0.6352807166934957
1121.0;1.0;1.0;1.0;0.9967504739761353;1.0;1.0;1.0;0.35452928301819553;0.7647470270018175;0.7647470270018175
1011_2;0.0;2.0;0.0;0.57972467;1.0;1.0;1.0;0.053524068852754514;0.6456062048509384;0.6456062048509384
1020_2;1.0;2.0;0.0;0.917525;1.0;1.0;1.0;0.049639799395971185;0.5621611322306033;0.5621611322306033
1073_2;0.0;2.0;0.0;0.91438127;1.0;1.0;1.0;0.053314328908716124;0.24302025236352387;0.24302025236352387
1090_2;1.0;2.0;1.0;0.9747609;1.0;1.0;1.0;0.031841690335803086;0.4888734568164216;0.4888734568164216
1096_2;0.0;2.0;0.0;0.53404045;1.0;1.0;1.0;0.044951376523763686;0.5450910293741151;0.5450910293741151
914_2;1.0;2.0;1.0;0.97929347;1.0;1.0;1.0;0.05190210935180861;0.32249170049717824;0.32249170049717824
936_2;0.0;2.0;0.0;0.93623143;1.0;0.9999999999999994;0.9999999999999994;0.04316758744695792;0.6288572823329643;0.6288572823329643
980_2;1.0;2.0;1.0;0.99624604;1.0;1.0;1.0;0.056022602437853064;0.5901858086170872;0.5901858086170872
1105_3;0.0;3.0;1.0;0.87650466;1.0;0.999999999999998;0.999999999999998;0.549137104506232;0.4806676239186706;0.4806676239186706
