Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability
BHOE;1;1;0;0.9424791944212362;1.0;1.0;1.0;0.06241436230362307;0.9192202520423729;0.9192202520423729
BTME;1;1;0;0.8424544214454653;1.0;1.0;1.0;1.0;0.9252927922937034;0.9252927922937034
FYND;0;1;0;0.871113464038275;1.0;1.0;1.0;0.06735311064049676;0.8058148375940812;0.8058148375940812
PGGE;1;1;1;0.935312702777732;1.0;1.0;1.0;1.0;0.9008480979977787;0.9008480979977787
RDME;0;1;0;0.9614363954695748;1.0;1.0;1.0;0.06502146143103571;0.9146747657626163;0.9146747657626163
UGWD;0;1;0;0.9990757441060044;1.0;1.0;1.0;0.06668295340385466;0.8459752439958445;0.8459752439958445
XJOE;0;1;0;0.8507867084979909;1.0;1.0;1.0;1.0;0.9055949946805733;0.9055949946805733
XYLD;1;1;1;0.9291739036108788;1.0;1.0;1.0;1.0;0.9298985368516542;0.9298985368516542
AYYD_2;1;2;1;0.9999998510170058;1.0;1.0;1.0;0.5550918412035963;0.4383454831562116;0.4383454831562116
CFJD_2;0;2;0;0.9841405319138686;1.0;1.0;1.0;0.23963261907525202;-0.5165669140574325;-0.5165669140574325
DVAE_2;1;2;0;0.8683354950537883;1.0;1.0;1.0;0.24236443865421275;0.45949640754622245;0.45949640754622245
EPID_2;1;2;0;0.9531176387954201;1.0;1.0;1.0;0.254196063014436;0.571350664999113;0.571350664999113
ICME_2;0;2;0;0.9211744175431742;1.0;1.0;1.0;0.212345844177957;0.35600992896352324;0.35600992896352324
PTVD_2;0;2;0;0.8869560793154887;1.0;1.0;1.0;0.23965831244778601;0.5466127204171134;0.5466127204171134
SXRD_2;1;2;0;0.9652921641748066;1.0;1.0;1.0;0.21510103937759484;0.612015258679586;0.612015258679586
YEXD_2;0;2;0;0.983818342604044;1.0;1.0;1.0;0.2553406975997946;0.6215304011526716;0.6215304011526716
AYEE_3;1;3;1;0.984885251686714;1.0;1.0;1.0;0.8331001787518457;0.5116375300208122;0.5116375300208122
KGLD_3;0;3;0;0.9969031723841322;1.0;1.0;1.0;0.24807422969187654;0.7862974693041797;0.7862974693041797
