Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability
AFID_6;0;6;1;1.0;0.4770571590265987;0.9877772787685588;0.9877772787685588;0.4899548154622291;0.8201359023635918;0.8201359023635918
ALFE_7;1;7;0;1.0;0.18676777064323524;0.3844447886001144;0.3844447886001144;0.48485553840356865;0.7149314789474637;0.7149314789474637
AQYD_9;1;9;1;1.0;0.16610354018845952;0.8368980147852276;0.8368980147852276;0.4759223662136558;0.8041960763532043;0.8041960763532043
BALD_4;1;4;1;1.0;0.7365341008198152;0.9989677629665769;0.9989677629665769;0.4862877704659022;0.8210353998372845;0.8210353998372845
BSUD_2;0;2;0;1.0;0.5997747747747748;0.8460544235359581;0.8460544235359581;0.48829569465666356;0.8470485473622879;0.8470485473622879
CIQD;1;1;1;1.0;0.9875407362534426;0.9988536215817424;0.9988536215817424;0.48800467936199854;0.7333182641955477;0.7333182641955477
DDQD_7;0;7;0;1.0;0.4770571590265987;-0.2908083705769815;-0.2908083705769815;0.48377557097883805;0.8260336246850545;0.8260336246850545
DKYD_9;0;9;0;1.0;1.0;0.9999811333619748;0.9999811333619748;0.5057030191363412;0.8382053530730966;0.8382053530730966
DNIE_4;0;4;1;1.0;0.23986279257465706;0.987395080985618;0.987395080985618;0.4857515312315044;0.8363551128152295;0.8363551128152295
DNOD_5;0;5;1;1.0;0.7252316795348885;0.9973564910039876;0.9973564910039876;0.4851260175860782;0.8275382380165783;0.8275382380165783
DUCE_6;0;6;1;1.0;1.0;0.9999497185847382;0.9999497185847382;0.4930701006524728;0.8505358092666987;0.8505358092666987
EKID_5;0;5;0;1.0;0.7365341008198152;0.9036490799283364;0.9036490799283364;0.490255375527221;0.5800899973970666;0.5800899973970666
EVUD_8;0;8;1;1.0;0.7252316795348885;0.9093039404032316;0.9093039404032316;0.478424727227188;0.7863228679652152;0.7863228679652152
FJDE_12;0;12;0;1.0;0.08271389420730546;0.8428293208142797;0.8428293208142797;0.4557760627220384;0.8025290075482728;0.8025290075482728
FJDE_13;0;13;0;1.0;0.2494931861696137;-0.3814150331014261;-0.3814150331014261;0.4549565625272193;0.840663073984601;0.840663073984601
FJPD_2;1;2;0;1.0;0.21366620538731385;-0.36834910682801336;-0.36834910682801336;0.4842139308298937;0.8455573340295351;0.8455573340295351
FUHD_14;0;14;0;1.0;0.3326573531620849;0.9665646799386958;0.9665646799386958;0.48886298941483286;0.8348074845966659;0.8348074845966659
FULD_14;0;14;1;1.0;0.7365341008198152;0.9874270670366364;0.9874270670366364;0.4881917428788273;0.8050144830291578;0.8050144830291578
FYQD_13;0;13;0;1.0;0.2851510958066489;-1.058513200672917;-1.058513200672917;0.4843171405334944;0.8347535127044198;0.8347535127044198
GARD_8;1;8;1;1.0;0.0886525186423639;0.7893403057171997;0.7893403057171997;0.48955595758624215;0.741103635592501;0.741103635592501
GBJE_4;0;4;0;1.0;0.7365341008198152;-0.19649047022767066;-0.19649047022767066;0.4834245000306382;0.775165066836471;0.775165066836471
GBRD_10;0;10;1;1.0;0.4770571590265987;-0.2815857873429306;-0.2815857873429306;0.48467569761483376;0.8270028467274884;0.8270028467274884
GPND_2;0;2;1;1.0;0.2136662053873136;0.7692864716718637;0.7692864716718637;0.4944666372595691;0.7774719376504926;0.7774719376504926
GXYD_12;1;12;0;1.0;0.12421144530809958;0.25281352147041136;0.25281352147041136;0.48321222581727286;0.8069131670001667;0.8069131670001667
