"Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability";LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability
"206053.0;1.0;1.0;0.0;0.5300946726921456;1.0;1.0;1.0";1.0;0.9999996261480878;0.9999996261480878
"206162.0;1.0;1.0;0.0;0.5301661272003284;1.0;1.0;1.0";1.0;0.99999987111808;0.99999987111808
"206633.0;1.0;1.0;0.0;0.5300384088180844;1.0;1.0;1.0";1.0;0.9999997279226903;0.9999997279226903
"207488.0;0.0;1.0;0.0;0.5301754110962483;1.0;1.0;1.0";0.8129251700680271;0.9999998019348336;0.9999998019348336
"208343.0;0.0;1.0;0.0;0.5301247699916797;1.0;1.0;1.0";1.0;0.9999998142987779;0.9999998142987779
"210890.0;0.0;1.0;0.0;0.5300251290833178;1.0;1.0;1.0";1.0;0.9999999626656094;0.9999999626656094
"211044.0;1.0;1.0;0.0;0.530245176858988;1.0;1.0;1.0";1.0;0.999999808453988;0.999999808453988
"212118.0;0.0;1.0;0.0;0.530157248521578;1.0;1.0;1.0";1.0;0.9999998769722976;0.9999998769722976
"205876_2;0;2;0;0.535089710950508;1.0;1.0;1.0";0.8784722222222222;0.9998281889952391;0.9998281889952391
"205924_2;0;2;0;0.533091553215443;1.0;1.0;1.0";1.0;0.9998110123966538;0.9998110123966538
"206360_2;1;2;0;0.5187590741305579;1.0;1.0;1.0";0.7699610516066212;0.9999779130524142;0.9999779130524142
"207044_2;0;2;0;0.551322829488228;1.0;1.0;1.0";1.0;0.9999704604319268;0.9999704604319268
"208601_2;1;2;0;0.5145824758316073;1.0;1.0;1.0";1.0;0.9999577777168442;0.9999577777168442
"212012_2;1;2;0;0.56173265070773;1.0;1.0;1.0";1.0;0.9999632701664499;0.9999632701664499
"212274_2;1;2;0;0.5217960146241576;1.0;1.0;1.0";1.0;0.9998830823233369;0.9998830823233369
"212947_2;0;2;0;0.5089462739070683;1.0;1.0;1.0";1.0;0.9998092825832483;0.9998092825832483
"206904_3;1;3;0;0.5287122112207321;1.0;1.0;1.0";1.0;0.9999886411250104;0.9999886411250104
"209781_3;0;3;0;0.5265321585051381;1.0;1.0;1.0";1.0;0.9999910098329363;0.9999910098329363
"210107_3;0;3;0;0.5268358118165335;1.0;1.0;1.0";1.0;0.9999851703590598;0.9999851703590598
"211029_3;1;3;0;0.5305544800415367;1.0;1.0;1.0";1.0;0.9999916553565161;0.9999916553565161
"211507_3;1;3;0;0.5277646578877186;1.0;1.0;1.0";1.0;0.9999897921588686;0.9999897921588686
"212671_3;0;3;0;0.5249422518454373;1.0;1.0;1.0";1.0;0.999991144739727;0.999991144739727
"212698_3;0;3;0;0.5246323940470363;1.0;1.0;1.0";1.0;0.9999920621928319;0.9999920621928319
"213192_3;1;3;0;0.5305946624965696;1.0;1.0;1.0";1.0;0.9999885924189588;0.9999885924189588
"205583_4;0;4;0;0.589601589976094;1.0;1.0;1.0";0.843417389880465;0.996467886972345;0.996467886972345
"206123_4;1;4;0;0.5192117394249292;1.0;1.0;1.0";0.8357297464440321;0.9958118989743672;0.9958118989743672
"206258_4;1;4;0;0.5302140169324374;1.0;1.0;1.0";0.8565400843881856;0.9978573753865926;0.9978573753865926
"206366_4;0;4;0;0.5101347607141598;1.0;1.0;1.0";0.864821882951654;0.9976207845782264;0.9976207845782264
"206624_4;1;4;0;0.507324871074336;1.0;1.0;1.0";0.8479246183206107;0.9964211047726058;0.9964211047726058
"207708_4;0;4;0;0.6512461766724149;1.0;1.0;1.0";0.8521567717996289;0.9951013288067669;0.9951013288067669
"208002_4;0;4;0;0.5014118879977685;1.0;1.0;1.0";0.9040920716112532;0.9961014808513807;0.9961014808513807
"211287_4;1;4;0;0.5359031907421794;1.0;1.0;1.0";0.8561381074168798;0.9927264912484944;0.9927264912484944
"205586_5;0;5;0;0.5289752718119227;1.0;1.0;1.0";1.0;0.9999976656373503;0.9999976656373503
"206071_5;1;5;0;0.5285082636282711;1.0;1.0;1.0";1.0;0.9999971334496182;0.9999971334496182
"207328_5;1;5;0;0.5288117777360029;1.0;1.0;1.0";1.0;0.9999972396770607;0.9999972396770607
"208022_5;0;5;0;0.5330044041504656;1.0;1.0;1.0";0.9686959757971572;0.9999961635874696;0.9999961635874696
"208139_5;1;5;0;0.5286493527379232;1.0;1.0;1.0";1.0;0.9999949400927541;0.9999949400927541
"208577_5;1;5;0;0.5285920060145879;1.0;1.0;1.0";1.0;0.9999958396072899;0.9999958396072899
"209664_5;0;5;0;0.5290068115096744;1.0;1.0;1.0";1.0;0.9999949179391165;0.9999949179391165
"212947_5;0;5;0;0.5328153295931537;1.0;1.0;1.0";0.9564968584308504;0.9999969725931964;0.9999969725931964
"205745_6;1;6;0;0.5334909367194143;1.0;1.0;1.0";1.0;0.9999924136955933;0.9999924136955933
"205837_6;1;6;0;0.5336405904550898;1.0;1.0;1.0";1.0;0.9999964255103828;0.9999964255103828
"206606_6;0;6;0;0.5287167768282569;1.0;1.0;1.0";1.0;0.9999957545424708;0.9999957545424708
"206751_6;0;6;0;0.5346601478234252;1.0;1.0;1.0";1.0;0.9999963839627309;0.9999963839627309
"211257_6;1;6;0;0.530076046792886;1.0;1.0;1.0";1.0;0.999996869869641;0.999996869869641
"212737_6;0;6;0;0.5270347787060987;1.0;1.0;1.0";1.0;0.9999939665441006;0.9999939665441006
"212947_6;0;6;0;0.533667468726045;1.0;1.0;1.0";1.0;0.9999889375108748;0.9999889375108748
"213675_6;1;6;0;0.5295365363008433;1.0;1.0;1.0";1.0;0.9999972503967338;0.9999972503967338
"205388_7;0;7;1;0.6403138650283869;1.0;1.0;1.0";0.8315524363513741;0.9835599888951286;0.9835599888951286
"205562_7;1;7;0;0.5683292442501584;1.0;1.0;1.0";0.7412596879547838;0.7303961691440845;0.7303961691440845
"205721_7;1;7;1;0.7743319856753487;1.0;1.0;1.0";0.8570887445887445;0.9910694288477638;0.9910694288477638
"206519_7;1;7;0;0.7041406383132557;1.0;1.0;1.0";0.7337010159651669;0.9683279776075412;0.9683279776075412
"207413_7;1;7;0;0.5226289365170178;1.0;1.0;1.0";0.7903599920949439;0.9906989067018822;0.9906989067018822
"208418_7;0;7;0;0.50175784399012;1.0;1.0;1.0";0.8022572078907435;0.9868095656143853;0.9868095656143853
"209078_7;0;7;0;0.6012626415120861;1.0;1.0;1.0";0.7656381723149552;0.9559279312129388;0.9559279312129388
"211086_7;0;7;0;0.8485994980038339;1.0;1.0;1.0";0.7216309621898747;0.9932090440141919;0.9932090440141919
"205499_8;0;8;0;0.7829885928075256;1.0;1.0;1.0";0.8244513043183284;0.9866887903653423;0.9866887903653423
"205508_8;1;8;0;0.7176304438446199;1.0;1.0;1.0";0.7843340234644582;0.871588292602743;0.871588292602743
"206913_8;0;8;1;0.5390713820737686;1.0;1.0;1.0";0.7632974865427515;0.9786691883332547;0.9786691883332547
"207242_8;0;8;0;0.6039096312968797;1.0;1.0;1.0";0.7425933711986125;0.9554025216462033;0.9554025216462033
"207377_8;1;8;1;0.5593246016170862;1.0;1.0;1.0";0.7258527272114915;0.9763806091517901;0.9763806091517901
"210467_8;1;8;0;0.5173969702663658;1.0;1.0;1.0";0.6910164835164836;0.9816978405408948;0.9816978405408948
"212012_8;1;8;0;0.7328914923185912;1.0;1.0;1.0";0.7807017543859649;0.9889122730723544;0.9889122730723544
"212608_8;0;8;1;0.6120838331474603;1.0;1.0;1.0";0.8434509273315293;0.9900805452679214;0.9900805452679214
"204793_9;0;9;1;0.5473183193272962;1.0;1.0;1.0";0.7754843565382064;0.9616135194401386;0.9616135194401386
"205643_9;0;9;1;0.52057517312904;1.0;1.0;1.0";0.8055496416152154;0.9594126420362808;0.9594126420362808
"206706_9;0;9;1;0.6322345859009276;1.0;1.0;1.0";0.7010909090909091;0.9836329052054411;0.9836329052054411
"206928_9;1;9;0;0.6241442499072614;1.0;1.0;1.0";0.7909333224815349;0.9732304556334529;0.9732304556334529
"207284_9;1;9;0;0.7346239288023544;1.0;1.0;1.0";0.8342235318093815;0.9579472367537907;0.9579472367537907
"212602_9;1;9;1;0.5600773061134815;1.0;1.0;1.0";0.8382360064911474;0.9713319969194999;0.9713319969194999
"212875_9;1;9;1;0.6544243208255864;1.0;1.0;1.0";0.7789371772805508;0.9788240083083752;0.9788240083083752
"213804_9;0;9;0;0.8321601093978572;1.0;1.0;1.0";0.8288355822088955;0.9746776478357713;0.9746776478357713
"204718_10;1;10;0;0.6704593660652562;1.0;1.0;1.0";0.7405474640571744;0.9635906272059412;0.9635906272059412
"206216_10;0;10;0;0.7813029021421074;1.0;1.0;1.0";0.786445631149609;0.9755227716012354;0.9755227716012354
"209287_10;1;10;0;0.5203586188086146;1.0;1.0;1.0";0.7421464832179118;0.9760202297488331;0.9760202297488331
"209404_10;0;10;0;0.649758919091266;1.0;1.0;1.0";0.7735050058158857;0.9556808384489327;0.9556808384489327
"209781_10;0;10;0;0.8515151532792167;1.0;1.0;1.0";0.7029199764636658;0.963531483613247;0.963531483613247
"210266_10;0;10;1;0.6398813164005309;1.0;1.0;1.0";0.706832399721961;0.969179770872811;0.969179770872811
"211402_10;1;10;0;0.6170012243350077;1.0;1.0;1.0";0.7414379327398615;0.9738646890770712;0.9738646890770712
"213906_10;1;10;1;0.5061611678556033;1.0;1.0;1.0";0.7789280167114386;0.9530394712722643;0.9530394712722643
"204721_11;0;11;0;0.7407942005124794;1.0;1.0;1.0";-0.002575423105224628;0.9886708060584467;0.9886708060584467
"205415_11;1;11;1;0.5475284173279967;1.0;1.0;1.0";0.046500920810312985;0.9813158634183996;0.9813158634183996
