Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability
AEAE_10;0;10;0;0.9999675077964528;1.0;1.0;1.0;-0.019532235616718685;0.869270280165747;0.869270280165747
ALFE_8;1;8;0;0.9235411294394918;1.0;1.0;1.0;-0.03442662788656703;0.8980418725813519;0.8980418725813519
ANSD_9;1;9;1;0.5799754757125538;1.0;1.0;1.0;1.0;0.9055662876399684;0.9055662876399684
AQYD_8;1;8;0;0.5205405266727903;1.0;1.0;1.0;-0.041715376022554596;0.8950808126579359;0.8950808126579359
BELD_6;1;6;0;0.6287915082622055;1.0;1.0;1.0;-0.031200230643657623;0.9166881233216921;0.9166881233216921
BELD_7;1;7;0;0.8807594163926038;1.0;1.0;1.0;0.0009806857497863808;0.8881939032684363;0.8881939032684363
BOUD_12;0;12;0;0.9999703504174924;1.0;1.0;1.0;0.0014337270254828338;0.9063344424273966;0.9063344424273966
CEHE_4;1;4;1;0.7050032322003693;1.0;1.0;1.0;-0.022820017706773887;-1.1670442506321348;-1.1670442506321348
DAMD_11;0;11;0;0.9999741886365999;1.0;1.0;1.0;-0.009839354296470981;0.9229795077146438;0.9229795077146438
DFBE_8;0;8;0;0.9991302857463054;1.0;1.0;1.0;-0.024690200309923638;0.8767904454393292;0.8767904454393292
DFPD_2;1;2;1;0.9998778357064929;1.0;1.0;1.0;1.0;0.9214454729241089;0.9214454729241089
DGWD;0;1;0;0.9324540645954188;1.0;1.0;1.0;0.017736530137605566;0.9337298998992992;0.9337298998992992
DRYD_13;0;13;0;0.9999695151636112;1.0;1.0;1.0;0.0781778322567982;0.8993054968303842;0.8993054968303842
DRYD_14;0;14;0;0.9999983018224634;1.0;1.0;1.0;0.09155357898322924;0.8914594402656232;0.8914594402656232
DXQD_4;1;4;0;0.9750680213867138;1.0;1.0;1.0;-0.029882100174566828;0.8901656105301737;0.8901656105301737
EEMD_3;0;3;0;0.9902849111099964;1.0;1.0;1.0;-0.020902236581612277;0.9088920860163772;0.9088920860163772
EOND_6;1;6;1;0.9991237824511354;1.0;1.0;1.0;1.0;0.9016273119337751;0.9016273119337751
FARD_5;1;5;1;0.6122625898976817;1.0;1.0;1.0;-0.022941597961726234;0.9300649986148035;0.9300649986148035
FFYD_8;0;8;0;0.9999998086203644;1.0;1.0;1.0;-0.03910767971541462;0.9306079387816274;0.9306079387816274
FUHD_10;0;10;0;0.9999793523509836;1.0;1.0;1.0;-0.003477473427693445;0.9304865050884514;0.9304865050884514
GAMD_9;0;9;0;0.9998926230985424;1.0;1.0;1.0;-0.0037048073913812374;0.8913958059510744;0.8913958059510744
GNUD_5;1;5;0;0.918484462809246;1.0;1.0;1.0;1.0;0.9442586870989229;0.9442586870989229
GTKE_2;1;2;1;0.9999736984640488;1.0;1.0;1.0;1.0;0.888216370303781;0.888216370303781
GXYD_11;1;11;0;0.9998706577072566;1.0;1.0;1.0;-0.05201366243405681;0.891342846843709;0.891342846843709
GXYD_12;1;12;0;0.9999541733590198;1.0;1.0;1.0;-0.012165085010565901;0.9108587327261044;0.9108587327261044
GXYD_13;1;13;0;0.9999969427164632;1.0;1.0;1.0;-0.005912533131389619;0.881414839637195;0.881414839637195
GXYD_14;1;14;0;0.99990231680944;1.0;1.0;1.0;-0.05458502980951008;0.8858547956799295;0.8858547956799295
HISD_9;1;9;1;0.9868491805730032;1.0;1.0;1.0;1.0;0.9372877770644297;0.9372877770644297
HPHE_3;1;3;1;0.8850282254619012;1.0;1.0;1.0;1.0;0.9152194453095903;0.9152194453095903
HQGE_4;0;4;0;0.998149413060634;1.0;1.0;1.0;-0.011130001087192865;0.89928609216657;0.89928609216657
IBYD_2;0;2;0;0.8833519838977005;1.0;1.0;1.0;0.0005969699617496271;0.9034092124342414;0.9034092124342414
IDQD_4;1;4;0;0.695102505225514;1.0;1.0;1.0;-0.007561615260367249;0.9221385624390286;0.9221385624390286
IIFE_3;0;3;0;0.9919808531842088;1.0;1.0;1.0;-0.005000027112173955;0.898347900986777;0.898347900986777
IOEE_12;1;12;0;0.9999968983591976;1.0;1.0;1.0;-0.04807292345382996;0.8665580914909743;0.8665580914909743
IOEE_13;1;13;0;0.9999989519167752;1.0;1.0;1.0;-0.044623404361615826;0.926906433520032;0.926906433520032
IOEE_14;1;14;0;0.9999997985624268;1.0;1.0;1.0;-0.043371757804879785;0.8865696240741482;0.8865696240741482
IOEE_5;1;5;0;0.9935274784758378;1.0;1.0;1.0;-0.04356717273386779;0.8664300568234693;0.8664300568234693
IOEE_7;1;7;0;0.9972547062119691;1.0;1.0;1.0;-0.009749329333497148;0.9049521677116921;0.9049521677116921
IWPD_10;0;10;0;0.9999282497993164;1.0;1.0;1.0;0.00766361142737515;0.8984001799492882;0.8984001799492882
IZWD;0;1;0;0.9837314035508434;1.0;1.0;1.0;0.02783165726676795;0.9245553341116269;0.9245553341116269
JDIE;1;1;1;0.7056783439332058;1.0;1.0;1.0;-0.02674803448870433;0.9443128406379965;0.9443128406379965
JEZD_8;1;8;0;0.9216177001808248;1.0;1.0;1.0;-0.009104373233115082;0.8967044330041085;0.8967044330041085
JISD_11;1;11;0;0.9985323632341682;1.0;1.0;1.0;-0.006301761382303095;0.9341246488028787;0.9341246488028787
JISD_13;1;13;0;0.8470465352052388;1.0;1.0;1.0;1.0;0.9187971672905559;0.9187971672905559
JMLD_7;0;7;0;0.9999684818495854;1.0;1.0;1.0;-0.00414440213713152;0.9012746572340378;0.9012746572340378
JVLD_6;0;6;0;0.9945285214686348;1.0;1.0;1.0;-0.0311826772231929;0.9341166169960018;0.9341166169960018
JXCE_10;1;10;0;0.9997532828452488;1.0;1.0;1.0;-0.019657457396676348;0.9410141890960589;0.9410141890960589
JXCE_11;1;11;0;0.9999312304939832;1.0;1.0;1.0;-0.020495951922790745;0.9318069476115641;0.9318069476115641
JXCE_12;1;12;0;0.9996639318615029;1.0;1.0;1.0;0.008956096328817553;0.9264032763053643;0.9264032763053643
JXCE_13;1;13;0;0.9752575551446774;1.0;1.0;1.0;1.0;0.9379691746624116;0.9379691746624116
KSHE;0;1;0;0.914142619441118;1.0;1.0;1.0;0.011410324711648712;0.9426752152641682;0.9426752152641682
LAKD_7;0;7;0;0.9914561391205226;1.0;1.0;1.0;0.029832324105178776;0.9275661507905184;0.9275661507905184
LAND_6;0;6;0;0.9996827364368576;1.0;1.0;1.0;-0.023425799385212498;0.9070047915759837;0.9070047915759837
LFRD_6;0;6;0;0.9994183554218308;1.0;1.0;1.0;-0.03841731053665698;0.9207512404231721;0.9207512404231721
LKFE_5;0;5;0;0.997627809148685;1.0;1.0;1.0;-0.026373722307194702;0.9266769886666247;0.9266769886666247
LLKD_13;0;13;0;0.9960614923292392;1.0;1.0;1.0;0.09574488649620772;0.8588765434463035;0.8588765434463035
LRRD_2;1;2;1;0.9998617169020002;1.0;1.0;1.0;1.0;0.9332478218411812;0.9332478218411812
LZID_7;0;7;0;0.999666597563628;1.0;1.0;1.0;-0.011861116686494144;0.938213472468128;0.938213472468128
MCKD_4;1;4;0;0.9692922589479694;1.0;1.0;1.0;-0.021642809564413446;0.9328507532373491;0.9328507532373491
MDKD_13;0;13;0;0.9999959289649224;1.0;1.0;1.0;0.09064922216998372;0.8824797335730098;0.8824797335730098
MGBE_3;1;3;1;0.9350811145882014;1.0;1.0;1.0;1.0;0.7252617871585195;0.7252617871585195
MMRD_8;0;8;0;0.9804360379253876;1.0;1.0;1.0;-0.040730206832858995;0.8762859221538553;0.8762859221538553
NJVD_14;0;14;0;0.999999977258202;1.0;1.0;1.0;0.0491391780131899;0.9108034289601586;0.9108034289601586
OGJD;0;1;0;0.8578874402287282;1.0;1.0;1.0;0.035903978742558795;0.90529546984589;0.90529546984589
OTMD_11;0;11;0;0.9999574248092984;1.0;1.0;1.0;-0.004746045385902509;0.8894508085997491;0.8894508085997491
OVZD_7;1;7;1;0.8822325439130995;1.0;1.0;1.0;1.0;0.9269051271326911;0.9269051271326911
PLKE_4;0;4;0;0.9974306644159175;1.0;1.0;1.0;-0.004705094069990201;0.9123780185188656;0.9123780185188656
PPFE_11;0;11;0;0.9998652269188756;1.0;1.0;1.0;-0.011501053995015331;0.9223577712074588;0.9223577712074588
PPUD_5;0;5;0;0.9994249255154763;1.0;1.0;1.0;-0.020976873995229184;0.524147449140157;0.524147449140157
PQOD;1;1;0;0.9323758263304428;1.0;1.0;1.0;0.02606376562996282;0.9053246672183778;0.9053246672183778
PRMD_5;1;5;1;0.5525692446795056;1.0;1.0;1.0;-0.017100728673973054;0.9326201328234072;0.9326201328234072
QNYD_12;0;12;0;0.9996162833264228;1.0;1.0;1.0;-0.01272244583150317;0.9413608732995001;0.9413608732995001
RJRD_2;0;2;0;0.9987354661286508;1.0;1.0;1.0;0.07249725815161212;0.9452675513168249;0.9452675513168249
RWFE_10;0;10;0;0.999983081363394;1.0;1.0;1.0;-0.013766545309798817;0.9284411981811439;0.9284411981811439
SONE_6;1;6;1;0.9986430690808636;1.0;1.0;1.0;1.0;0.9422848140117112;0.9422848140117112
SSKE_2;1;2;1;0.9999483157505203;1.0;1.0;1.0;1.0;0.9499872661000779;0.9499872661000779
SWOD_2;0;2;0;0.9860931619224264;1.0;1.0;1.0;0.06304304631986613;0.8880839853923232;0.8880839853923232
SWWD;1;1;1;0.6876580474822058;1.0;1.0;1.0;0.245690582895297;0.8950236611877423;0.8950236611877423
