Actual;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability
0;0;0.827749062;1;1;1;1;0.999893201;0.999893201;1.0;1.0;1.0;;1.0;1.0
0;0;0.88804896;1;1;1;1;0.999879892;0.999879892;1.0;1.0;1.0;;1.0;1.0
0;0;0.771333314;1;1;1;1;0.999863484;0.999863484;1.0;1.0;1.0;;1.0;1.0
0;0;0.916675199;1;1;1;1;0.999970978;0.999970978;1.0;1.0;1.0;;1.0;1.0
0;0;0.7582741479999999;1;1;1;1;0.999926877;0.999926877;1.0;1.0;1.0;;1.0;1.0
0;0;0.8800795140000001;1;1;1;1;0.999649643;0.999649643;1.0;1.0;1.0;;1.0;1.0
0;0;0.88821894;1;1;1;1;0.999933113;0.999933113;1.0;1.0;1.0;;1.0;1.0
0;0;0.829248772;1;1;1;1;0.999905268;0.999905268;1.0;1.0;1.0;;1.0;1.0
0;0;0.950352353;1;1;1;1;0.999990963;0.999990963;1.0;1.0;1.0;;1.0;1.0
0;0;0.907772643;1;1;1;1;0.999934732;0.999934732;1.0;1.0;1.0;;1.0;1.0
0;0;0.797645033;1;1;1;1;0.999917856;0.999917856;1.0;1.0;1.0;;1.0;1.0
0;0;0.96139117;1;1;1;1;0.999969571;0.999969571;1.0;1.0;1.0;;1.0;1.0
0;0;0.603553523;1;1;1;1;0.999937928;0.999937928;1.0;1.0;1.0;1.0;1.0;1.0
1;1;0.869082527;1;1;1;1;0.999973236;0.999973236;1.0;1.0;1.0;;1.0;1.0
1;1;0.832034976;1;1;1;1;0.999940629;0.999940629;1.0;1.0;1.0;;1.0;1.0
1;1;0.8715554440000001;1;1;1;1;0.999941907;0.999941907;1.0;1.0;1.0;;1.0;1.0
1;1;0.8609677040000001;1;1;1;1;0.999955642;0.999955642;1.0;1.0;1.0;;1.0;1.0
1;1;0.895524854;1;1;1;1;0.999938685;0.999938685;1.0;1.0;1.0;;1.0;1.0
1;1;0.871221239;1;1;1;1;0.999971076;0.999971076;1.0;1.0;1.0;;1.0;1.0
1;1;0.824397443;1;1;1;1;0.999933053;0.999933053;1.0;1.0;1.0;;1.0;1.0
1;1;0.856387607;1;1;1;1;0.999948356;0.999948356;1.0;1.0;1.0;;1.0;1.0
1;1;0.8602382909999999;1;1;1;1;0.999978694;0.999978694;1.0;1.0;1.0;;1.0;1.0
1;1;0.856995273;1;1;1;1;0.999972086;0.999972086;1.0;1.0;1.0;;1.0;1.0
1;1;0.87482012;1;1;1;1;0.999981213;0.999981213;1.0;1.0;1.0;;1.0;1.0
1;1;0.8649831259999999;1;1;1;1;0.999987177;0.999987177;1.0;1.0;1.0;;1.0;1.0
1;1;0.8431565679999999;1;1;1;1;0.999967383;0.999967383;1.0;1.0;1.0;;1.0;1.0
