Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability
ANSD_9;1;9;1;0.9999998999999999;1.0;1.0;1.0;0.1545290875937797;0.7557817106143581;0.7557817106143581
ASKE_6;1;6;0;1.0;1.0;0.9999999999999194;0.9999999999999194;0.09595567850696607;0.7151427954576247;0.7151427954576247
AWTD_3;0;3;0;1.0;1.0;0.9999999999987264;0.9999999999987264;0.101381056038362;-0.37040997711129875;-0.37040997711129875
AYLD_8;1;8;0;0.99999964;1.0;0.9999999999999596;0.9999999999999596;0.15824500097068517;0.6944430875375898;0.6944430875375898
BDND_5;1;5;0;0.99999994;1.0;0.9999999999991248;0.9999999999991248;0.08960412022743225;0.6044966517837636;0.6044966517837636
BELD_8;1;8;0;0.98042816;1.0;1.0;1.0;0.1660650804100442;0.013706687835465026;0.013706687835465026
BIUD_6;0;6;0;1.0;1.0;0.9999999999999976;0.9999999999999976;0.09700808090823443;0.6709839165291559;0.6709839165291559
BJBE_3;0;3;0;0.99985826;1.0;1.0;1.0;0.09595567850696618;0.6872242715775044;0.6872242715775044
BOYD_4;0;4;0;0.9999995999999999;1.0;0.9999999999908508;0.9999999999908508;0.0972589507908318;0.5274230634233835;0.5274230634233835
BPLE_3;1;3;1;0.99994254;1.0;0.9999999999999988;0.9999999999999988;0.09700808090823443;0.709136596977364;0.709136596977364
BSID;0;1;0;0.9999998999999999;1.0;0.9999999999907168;0.9999999999907168;0.08611364298102364;0.5751756031859692;0.5751756031859692
BXLD_4;0;4;0;1.0;1.0;0.9999999999899492;0.9999999999899492;0.0881984036488026;0.5299605963279507;0.5299605963279507
CXKE_3;1;3;1;1.0;1.0;0.9999999999905621;0.9999999999905621;0.0946807823767497;0.37572641210666513;0.37572641210666513
CXYD_6;1;6;1;0.99999464;1.0;0.999999999999852;0.999999999999852;0.1096252665334232;0.609975383742082;0.609975383742082
DITD_9;0;9;0;1.0;1.0;0.9999999999897392;0.9999999999897392;0.16362469165522797;0.6721488001692801;0.6721488001692801
EGRD_7;1;7;1;0.94610286;1.0;0.9999999999998196;0.9999999999998196;0.1841186177441273;0.7912934773648687;0.7912934773648687
EJSD_8;1;8;0;0.99314547;1.0;0.9999999999991596;0.9999999999991596;0.16816653292063122;0.7152427009465865;0.7152427009465865
FAFE;0;1;0;0.9999998;1.0;0.9999999999997078;0.9999999999997078;0.09226327991999295;0.7284720180818027;0.7284720180818027
FMXD_6;0;6;0;1.0;1.0;0.9999999999906148;0.9999999999906148;0.0897506125964892;0.6333138613828793;0.6333138613828793
FRRD_10;0;10;0;1.0;1.0;1.0;1.0;0.18075328182450878;0.6382549582725112;0.6382549582725112
FSQD_5;1;5;1;1.0;1.0;1.0;1.0;0.09122296901206617;0.5021170878900378;0.5021170878900378
FUHD_11;0;11;0;1.0;1.0;0.999999999999405;0.999999999999405;0.1721248028554826;0.5787167104930505;0.5787167104930505
FVPD_8;0;8;0;1.0;1.0;0.9999999999992584;0.9999999999992584;0.15824844605029853;0.7335595161854357;0.7335595161854357
GAMD_12;0;12;0;1.0;1.0;0.9999999999993696;0.9999999999993696;0.17388638847215243;0.13295485824577136;0.13295485824577136
GMLD_4;1;4;0;0.9999402000000001;1.0;0.9999999999912964;0.9999999999912964;0.09289280393882382;0.35875759336036994;0.35875759336036994
GNPD_5;0;5;0;0.99986243;1.0;0.9999999999910268;0.9999999999910268;0.1024295519724322;0.6578418980897085;0.6578418980897085
GWSD_5;1;5;0;1.0;1.0;0.9999999999909752;0.9999999999909752;0.09389844041503848;0.7257481774246983;0.7257481774246983
GXYD_12;1;12;0;0.9611424999999999;1.0;1.0;1.0;0.1747639415555925;0.7776521821849929;0.7776521821849929
GXYD_13;1;13;0;0.9669155;1.0;0.9999999999904574;0.9999999999904574;0.16000298199888874;0.7529867563288054;0.7529867563288054
GXYD_14;1;14;0;0.796888;1.0;0.9999999999997112;0.9999999999997112;0.15778074273327547;0.7208876461311808;0.7208876461311808
HQZD_4;1;4;0;0.99710965;1.0;1.0;1.0;0.09924979724249783;0.6762150330216827;0.6762150330216827
IOEE_11;1;11;0;0.99978226;1.0;0.99999999999999;0.99999999999999;0.16766062867344644;0.7476615399225509;0.7476615399225509
IOEE_13;1;13;0;0.99985945;1.0;0.99999999999999;0.99999999999999;0.17268183308006324;0.6889372425423992;0.6889372425423992
IOEE_14;1;14;0;0.9999957;1.0;1.0;1.0;0.15092388086525688;0.6912521364229449;0.6912521364229449
IOTD_12;0;12;0;1.0;1.0;0.999999999989686;0.999999999989686;0.1723642664216054;0.637055572561819;0.637055572561819
IRND_10;1;10;0;0.9589428;1.0;1.0;1.0;0.1581451965314209;0.7102433868909838;0.7102433868909838
IXEE_7;1;7;1;0.60307163;1.0;0.999999999998927;0.999999999998927;0.18247741376955695;-0.048961850823242115;-0.048961850823242115
JFND_7;0;7;0;1.0;1.0;0.9999999999992509;0.9999999999992509;0.18337213586191958;0.6774144825476871;0.6774144825476871
JISD_10;1;10;0;0.99891573;1.0;0.9999999999999996;0.9999999999999996;0.17356005395848118;0.40706700492243064;0.40706700492243064
JISD_11;1;11;0;0.8338638;1.0;0.9999999999991784;0.9999999999991784;0.15864716903947818;0.7060098191636806;0.7060098191636806
JISD_12;1;12;1;0.5155093;1.0;0.999999999999468;0.999999999999468;0.17404252203460502;0.6744540788206979;0.6744540788206979
JISD_13;1;13;1;0.9999880999999999;1.0;0.9999999999999604;0.9999999999999604;0.16370340939096395;0.7299878264256991;0.7299878264256991
JJWD_8;1;8;1;0.975037;1.0;0.9999999999991508;0.9999999999991508;0.17135214510194707;0.6888750975048993;0.6888750975048993
JMQD_10;0;10;0;1.0;1.0;0.9999999999985302;0.9999999999985302;0.18215388355336692;-2.3973476713041;-2.3973476713041
JQID_6;0;6;0;1.0;1.0;0.9999999999997302;0.9999999999997302;0.0971515231691582;0.763149916112946;0.763149916112946
JVHD_6;0;6;0;1.0;1.0;0.9999999999994548;0.9999999999994548;0.08919095424114953;0.7781845841442263;0.7781845841442263
JXCE_12;1;12;0;0.9999996999999999;1.0;1.0;1.0;0.17072862267935573;0.5741085344473479;0.5741085344473479
KHKE_4;0;4;0;1.0;1.0;0.999999999999466;0.999999999999466;0.09289280393882382;-2.4243005584479214;-2.4243005584479214
KKOD_11;0;11;0;1.0;1.0;0.9999999999809436;0.9999999999809436;0.16799553382792853;0.7760254438696098;0.7760254438696098
KQVD;1;1;0;0.99997723;1.0;0.999999999990656;0.999999999990656;0.07767773299007896;0.5709726250040446;0.5709726250040446
KQVD_2;1;2;1;1.0;1.0;0.9999999999999836;0.9999999999999836;0.0836427392739274;0.587877091366506;0.587877091366506
LJOE_10;1;10;1;0.9963586999999999;1.0;0.9999999999999994;0.9999999999999994;0.171249567928218;0.7398281925926513;0.7398281925926513
LLKD_14;0;14;0;0.9991238000000001;1.0;0.9999999999995626;0.9999999999995626;0.15551717450619307;0.6905297853765856;0.6905297853765856
