Actual;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability
0;0;1.0;1.0;0.878619565;0.878619565;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.999999626;1.0;0.970036934;0.970036934;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.999886501;1.0;0.973068833;0.973068833;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;0.80193662;0.8133236559999999;0.8133236559999999;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.961582629;0.961582629;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;0.88179669;0.949810464;0.949810464;-0.2;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.98928738;0.98928738;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;0.88179669;0.8677154429999999;0.8677154429999999;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.981937837;0.981937837;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;0.88179669;0.93590735;0.93590735;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1;0;0.99995402;0.80193662;0.938533063;0.938533063;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1;0;0.999948963;1.0;0.955056236;0.955056236;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.883860573;0.883860573;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;0.88179669;0.893262105;0.893262105;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.98008453;0.98008453;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.896159687;0.896159687;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.937069061;0.937069061;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;0.88179669;0.9312455;0.9312455;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;0.88179669;0.904155458;0.904155458;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.985986681;0.985986681;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;0.88179669;0.907449186;0.907449186;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
1;0;0.999252822;1.0;0.958590587;0.958590587;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.821496375;0.821496375;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.974928863;0.974928863;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.972852144;0.972852144;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;0.88179669;0.950676351;0.950676351;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.893003578;0.893003578;-0.153846154;0.999983022;0.999983022;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.964566185;0.964566185;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.962759862;0.962759862;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.902116714;0.902116714;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.999999987;1.0;0.970140797;0.970140797;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.932163672;0.932163672;-0.181102362;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;0.88179669;0.90871477;0.90871477;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.939854229;0.939854229;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.965428231;1.0;0.951513115;0.951513115;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.9831228;0.9831228;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;0.88179669;0.912532667;0.912532667;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.937266046;0.937266046;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.965808523;0.965808523;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.961089778;0.961089778;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;1.0;0.969418502;0.969418502;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.999977811;1.0;0.924362008;0.924362008;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.999999969;0.88179669;0.938859765;0.938859765;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.999999888;1.0;0.944764135;0.944764135;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
0;0;1.0;0.88179669;0.964671369;0.964671369;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
