Actual;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability
0;0;0.694107382;1;1;1;0.426523297;0.996245246;0.996245246;;1.0;1.0;1.0;1.0;1.0
0;0;0.7088857820000001;1;1;1;1.0;0.999492479;0.999492479;;1.0;1.0;1.0;1.0;1.0
0;0;0.7679796609999999;1;1;1;1.0;0.999955999;0.999955999;1.0;1.0;1.0;;1.0;1.0
1;0;0.564804747;1;1;1;0.4;0.999245167;0.999245167;;1.0;1.0;1.0;1.0;1.0
1;0;0.536775361;1;1;1;0.8039215690000001;0.999908202;0.999908202;;1.0;1.0;1.0;1.0;1.0
0;0;0.818346053;1;1;1;0.435736677;0.999860876;0.999860876;1.0;1.0;1.0;;1.0;1.0
0;0;0.5533322270000001;1;1;1;1.0;0.998670283;0.998670283;;1.0;1.0;1.0;1.0;1.0
0;0;0.727211478;1;1;1;1.0;0.999960203;0.999960203;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.6586641;1;1;1;0.375;0.999838645;0.999838645;;1.0;1.0;1.0;1.0;1.0
0;0;0.7735685940000001;1;1;1;1.0;0.999784141;0.999784141;1.0;1.0;1.0;;1.0;1.0
0;0;0.6875217990000001;1;1;1;1.0;0.999735232;0.999735232;;1.0;1.0;1.0;1.0;1.0
0;0;0.8141751290000001;1;1;1;1.0;0.999924908;0.999924908;1.0;1.0;1.0;;1.0;1.0
0;0;0.956259339;1;1;1;1.0;0.999893047;0.999893047;1.0;1.0;1.0;;1.0;1.0
0;0;0.756980458;1;1;1;0.8039215690000001;0.999858162;0.999858162;1.0;1.0;1.0;1.0;1.0;1.0
1;0;0.79669821;1;1;1;0.8039215690000001;0.999945111;0.999945111;1.0;1.0;1.0;;1.0;1.0
1;0;0.557066586;1;1;1;1.0;0.999903009;0.999903009;;1.0;1.0;1.0;1.0;1.0
1;0;0.5085069000000001;1;1;1;1.0;0.999803954;0.999803954;;1.0;1.0;1.0;1.0;1.0
0;0;0.849737442;1;1;1;1.0;0.999884406;0.999884406;1.0;1.0;1.0;;1.0;1.0
0;0;0.6830117259999999;1;1;1;1.0;0.999651501;0.999651501;;1.0;1.0;1.0;1.0;1.0
1;0;0.536787301;1;1;1;1.0;0.999595023;0.999595023;;1.0;1.0;1.0;1.0;1.0
0;0;0.796279258;1;1;1;0.696969697;0.999933151;0.999933151;1.0;1.0;1.0;;1.0;1.0
0;0;0.829319205;1;1;1;1.0;0.999683989;0.999683989;1.0;1.0;1.0;;1.0;1.0
1;0;0.702879067;1;1;1;1.0;0.99991708;0.99991708;;1.0;1.0;1.0;1.0;1.0
1;0;0.680718037;1;1;1;0.601139601;0.999615572;0.999615572;;1.0;1.0;1.0;1.0;1.0
0;0;0.7281826029999999;1;1;1;1.0;0.999911828;0.999911828;;1.0;1.0;1.0;1.0;1.0
0;0;0.66336011;1;1;1;0.066666667;0.999761718;0.999761718;;1.0;1.0;1.0;1.0;1.0
0;0;0.6173367710000001;1;1;1;0.8039215690000001;0.999860941;0.999860941;;1.0;1.0;1.0;1.0;1.0
0;0;0.7064467740000001;1;1;1;0.5;0.999720011;0.999720011;;1.0;1.0;1.0;1.0;1.0
0;0;0.555258982;1;1;1;1.0;0.99954557;0.99954557;;1.0;1.0;1.0;1.0;1.0
0;0;0.685325273;1;1;1;0.29292929300000004;0.999654168;0.999654168;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.835943586;1;1;1;0.87460815;0.999925384;0.999925384;1.0;1.0;1.0;;1.0;1.0
0;0;0.580908625;1;1;1;1.0;0.999936496;0.999936496;;1.0;1.0;1.0;1.0;1.0
1;0;0.668720466;1;1;1;0.74025974;0.99985364;0.99985364;;1.0;1.0;1.0;1.0;1.0
0;0;0.705003133;1;1;1;0.74025974;0.999866535;0.999866535;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.8355678459999999;1;1;1;0.35;0.999412726;0.999412726;1.0;1.0;1.0;;1.0;1.0
1;0;0.569793752;1;1;1;0.765625;0.999917234;0.999917234;;1.0;1.0;1.0;1.0;1.0
0;0;0.568462766;1;1;1;1.0;0.999677168;0.999677168;;1.0;1.0;1.0;1.0;1.0
0;0;0.717386538;1;1;1;1.0;0.99997625;0.99997625;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.74047577;1;1;1;0.8039215690000001;0.999859897;0.999859897;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.862752931;1;1;1;1.0;0.999923462;0.999923462;1.0;1.0;1.0;;1.0;1.0
0;0;0.6063611879999999;1;1;1;1.0;0.997760914;0.997760914;;1.0;1.0;1.0;1.0;1.0
0;0;0.7178782640000001;1;1;1;0.856630824;0.996014781;0.996014781;;1.0;1.0;1.0;1.0;1.0
0;0;0.956944508;1;1;1;1.0;0.999653947;0.999653947;1.0;1.0;1.0;;1.0;1.0
0;0;0.552235928;1;1;1;1.0;0.999765501;0.999765501;;1.0;1.0;1.0;1.0;1.0
0;0;0.538260333;1;1;1;1.0;0.997497421;0.997497421;;1.0;1.0;1.0;1.0;1.0
0;0;0.7353392670000001;1;1;1;1.0;0.999925843;0.999925843;;1.0;1.0;1.0;1.0;1.0
0;0;0.555793369;1;1;1;0.247648903;0.999908445;0.999908445;;1.0;1.0;1.0;1.0;1.0
0;0;0.73786408;1;1;1;0.590792839;0.999903442;0.999903442;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.5775258879999999;1;1;1;1.0;0.999903917;0.999903917;;1.0;1.0;1.0;1.0;1.0
0;0;0.637004745;1;1;1;1.0;0.999954243;0.999954243;1.0;1.0;1.0;1.0;1.0;1.0
1;1;0.635197996;1;1;1;0.8039215690000001;0.999578994;0.999578994;1.0;1.0;1.0;;1.0;1.0
0;1;0.500287964;1;1;1;0.583333333;0.99923693;0.99923693;;1.0;1.0;1.0;1.0;1.0
1;1;0.553794734;1;1;1;0.35483871;0.999805274;0.999805274;1.0;1.0;1.0;1.0;1.0;1.0
1;1;0.78921896;1;1;1;0.266666667;0.999892528;0.999892528;1.0;1.0;1.0;;1.0;1.0
1;1;0.763702447;1;1;1;0.601139601;0.999872121;0.999872121;;1.0;1.0;;1.0;1.0
1;1;0.544335939;1;1;1;1.0;0.999727024;0.999727024;;1.0;1.0;1.0;1.0;1.0
1;1;0.504184635;1;1;1;0.444444444;0.999816577;0.999816577;;1.0;1.0;1.0;1.0;1.0
0;1;0.6044536420000001;1;1;1;1.0;0.999884684;0.999884684;;1.0;1.0;1.0;1.0;1.0
1;1;0.628107609;1;1;1;0.435736677;0.999791832;0.999791832;;1.0;1.0;;1.0;1.0
0;1;0.6503637720000001;1;1;1;1.0;0.999666695;0.999666695;;1.0;1.0;;1.0;1.0
1;1;0.58957956;1;1;1;0.226190476;0.999839807;0.999839807;;1.0;1.0;1.0;1.0;1.0
1;1;0.8269214309999999;1;1;1;1.0;0.999960347;0.999960347;1.0;1.0;1.0;;1.0;1.0
1;1;0.755246805;1;1;1;1.0;0.999922184;0.999922184;1.0;1.0;1.0;;1.0;1.0
1;1;0.883177812;1;1;1;1.0;0.999967909;0.999967909;;1.0;1.0;;1.0;1.0
1;1;0.757283167;1;1;1;1.0;0.999837296;0.999837296;;1.0;1.0;;1.0;1.0
1;1;0.646824576;1;1;1;1.0;0.999786303;0.999786303;;1.0;1.0;;1.0;1.0
1;1;0.766667089;1;1;1;1.0;0.999852871;0.999852871;;1.0;1.0;;1.0;1.0
0;1;0.690579772;1;1;1;1.0;0.999834074;0.999834074;;1.0;1.0;;1.0;1.0
1;1;0.8208234640000001;1;1;1;1.0;0.999971615;0.999971615;;1.0;1.0;;1.0;1.0
0;1;0.589292575;1;1;1;1.0;0.999971218;0.999971218;;1.0;1.0;1.0;1.0;1.0
1;1;0.628358065;1;1;1;1.0;0.99995685;0.99995685;;1.0;1.0;1.0;1.0;1.0
1;1;0.846048795;1;1;1;1.0;0.99937893;0.99937893;1.0;1.0;1.0;;1.0;1.0
1;1;0.659646081;1;1;1;0.8039215690000001;0.999897009;0.999897009;1.0;1.0;1.0;;1.0;1.0
1;1;0.800575143;1;1;1;1.0;0.999916251;0.999916251;;1.0;1.0;;1.0;1.0
1;1;0.887189482;1;1;1;1.0;0.999962671;0.999962671;1.0;1.0;1.0;;1.0;1.0
1;1;0.6948595120000001;1;1;1;1.0;0.999982742;0.999982742;;1.0;1.0;;1.0;1.0
0;1;0.591432186;1;1;1;0.765625;0.999918403;0.999918403;;1.0;1.0;1.0;1.0;1.0
1;1;0.7446883990000001;1;1;1;1.0;0.99977018;0.99977018;1.0;1.0;1.0;;1.0;1.0
1;1;0.666519016;1;1;1;1.0;0.999870898;0.999870898;;1.0;1.0;;1.0;1.0
1;1;0.6931890759999999;1;1;1;1.0;0.999900154;0.999900154;;1.0;1.0;;1.0;1.0
0;1;0.639808156;1;1;1;0.8039215690000001;0.996730601;0.996730601;;1.0;1.0;;1.0;1.0
0;1;0.52370812;1;1;1;0.641577061;0.998448391;0.998448391;;1.0;1.0;1.0;1.0;1.0
0;1;0.582642695;1;1;1;0.8039215690000001;0.999761049;0.999761049;;1.0;1.0;1.0;1.0;1.0
1;1;0.642994935;1;1;1;0.29292929300000004;0.999705151;0.999705151;1.0;1.0;1.0;;1.0;1.0
0;1;0.51228442;1;1;1;1.0;0.999958435;0.999958435;;1.0;1.0;1.0;1.0;1.0
1;1;0.632950071;1;1;1;1.0;0.999360561;0.999360561;;1.0;1.0;;1.0;1.0
0;1;0.659851956;1;1;1;0.856630824;0.99989533;0.99989533;;1.0;1.0;;1.0;1.0
1;1;0.6870707859999999;1;1;1;1.0;0.999890682;0.999890682;1.0;1.0;1.0;;1.0;1.0
1;1;0.861290778;1;1;1;1.0;0.999402591;0.999402591;;1.0;1.0;;1.0;1.0
1;1;0.899994663;1;1;1;1.0;0.999755582;0.999755582;1.0;1.0;1.0;;1.0;1.0
1;1;0.806348317;1;1;1;1.0;0.995985929;0.995985929;;1.0;1.0;;1.0;1.0
0;1;0.526325797;1;1;1;0.464285714;0.999820313;0.999820313;;1.0;1.0;1.0;1.0;1.0
0;1;0.723346443;1;1;1;0.533333333;0.999861257;0.999861257;;1.0;1.0;;1.0;1.0
1;1;0.582286371;1;1;1;1.0;0.999799812;0.999799812;;1.0;1.0;1.0;1.0;1.0
0;1;0.583260063;1;1;1;1.0;0.999937416;0.999937416;;1.0;1.0;1.0;1.0;1.0
0;1;0.5224334829999999;1;1;1;1.0;0.999920574;0.999920574;;1.0;1.0;1.0;1.0;1.0
0;1;0.640347044;1;1;1;1.0;0.999464269;0.999464269;;1.0;1.0;;1.0;1.0
1;1;0.665546245;1;1;1;1.0;0.99979051;0.99979051;;1.0;1.0;;1.0;1.0
1;1;0.621324172;1;1;1;1.0;0.999867135;0.999867135;1.0;1.0;1.0;;1.0;1.0
1;1;0.617429619;1;1;1;1.0;0.999895293;0.999895293;;1.0;1.0;1.0;1.0;1.0
