Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability
AELE;0;1;0;1.0;1.0;0.9996626922621602;0.9996626922621602;0.635412737420755;0.8375887430643152;0.8375887430643152
BDAE;1;1;1;1.0;0.8331998041572083;0.99997644514257;0.99997644514257;0.6227904313718698;0.816245334837193;0.816245334837193
ECND;0;1;0;1.0;1.0;0.9999882796608476;0.9999882796608476;0.6456089384684867;0.8099444933494807;0.8099444933494807
LTMD;1;1;0;0.9999360263073368;1.0;0.9999708936083854;0.9999708936083854;0.6266851299590992;0.7425134129460327;0.7425134129460327
ONQD;0;1;1;0.9999999999727152;1.0;0.9999748227392371;0.9999748227392371;0.6202394666487154;0.8293617689349282;0.8293617689349282
XNNE;1;1;1;1.0;1.0;0.9999679136115422;0.9999679136115422;0.6242566073248592;0.8070974032234173;0.8070974032234173
YBHE;0;1;0;0.9999997785553449;1.0;0.9999905886715016;0.9999905886715016;0.6171035347156424;0.8106311448523866;0.8106311448523866
YDRD;1;1;1;0.9999877496416076;1.0;0.9998744775095612;0.9998744775095612;0.6235309928543595;0.7852927052673038;0.7852927052673038
BMHE_2;0;2;0;0.9970360494379256;0.7498676110412392;0.8961456033754321;0.8961456033754321;0.41014962982784764;0.12179414237923958;0.12179414237923958
CIBE_2;0;2;1;1.0;0.7498676110412392;0.8860786303441949;0.8860786303441949;0.4266477003319109;0.41487687184877065;0.41487687184877065
FUZD_2;0;2;0;0.9972606809421756;0.8888226900275094;0.8910772682058157;0.8910772682058157;0.41976876814860753;0.3200302029012846;0.3200302029012846
KMRD_2;1;2;1;1.0;0.6426916676122396;0.8832123065142382;0.8832123065142382;0.43263565401311466;0.5091774795581356;0.5091774795581356
KOBE_2;1;2;1;1.0;0.3998014559894111;0.8231902865614498;0.8231902865614498;0.4257058325327817;0.5883131002807611;0.5883131002807611
QLJE_2;0;2;0;0.9992998872439576;0.7856150005673437;0.9085871344151756;0.9085871344151756;0.41406548767643236;0.5384707492522262;0.5384707492522262
RRND_2;1;2;1;1.0;0.8888226900275094;0.9272062784429048;0.9272062784429048;0.4335338838477676;-0.5075872881386323;-0.5075872881386323
WKDE_2;1;2;1;1.0;0.7498676110412392;0.9478982503622866;0.9478982503622866;0.4170951462030491;0.3650336409073094;0.3650336409073094
AVUD_3;1;3;1;0.9999999999190551;0.5553728320618825;0.21232701206623428;0.21232701206623428;0.7141943608850839;0.7041238736263498;0.7041238736263498
EBNE_3;0;3;1;1.0;0.5998172681589767;0.6358070305393341;0.6358070305393341;0.1745387861920481;0.7394237723553766;0.7394237723553766
KZHD_3;1;3;1;0.9999999999859028;0.5553728320618824;0.02678194728066341;0.02678194728066341;1.0;0.8171441639052827;0.8171441639052827
NKJD_3;0;3;0;0.9999999999995453;0.3998629824160768;0.9945628795602902;0.9945628795602902;0.17545302946081132;0.8725038865652328;0.8725038865652328
NSBE_3;1;3;0;0.999999995559392;0.8332876587192838;0.9964252814157399;0.9964252814157399;0.17734710114847096;0.4703557803825644;0.4703557803825644
RFID_3;0;3;0;0.9999999998926796;0.8124314818198429;0.9978806473949188;0.9978806473949188;0.1807722633461596;0.8763725838602451;0.8763725838602451
TSOE_3;1;3;1;1.0;0.7726130601090627;0.5063737147023881;0.5063737147023881;1.0;0.7986387848602884;0.7986387848602884
XCYD_3;0;3;0;0.9999999965798452;0.8124314818198429;0.9978861477706376;0.9978861477706376;0.170420390922442;0.8985180563739482;0.8985180563739482
AYLD_4;1;4;0;1.0;0.5452730177171072;0.9044242115056588;0.9044242115056588;0.27177245857388244;0.6337973533314989;0.6337973533314989
DKHE_4;1;4;1;1.0;0.6426755953461591;0.7073728305586868;0.7073728305586868;0.09104248788301295;0.4459887249568044;0.4459887249568044
FXRD_4;0;4;0;1.0;0.3886892228756748;0.8100610494327166;0.8100610494327166;0.2711298717302917;0.17854847323740908;0.17854847323740908
NGLD_4;0;4;1;0.9770804630970804;0.947332104957338;0.8601327103475839;0.8601327103475839;0.2752854916838511;0.5086554123753266;0.5086554123753266
QNCE_4;1;4;1;0.9999998279336216;0.4498003267380651;0.13070117738215606;0.13070117738215606;0.2666710382808255;0.4363513110665085;0.4363513110665085
XDBE_4;1;4;1;1.0;0.6152030744652922;0.7978896306851606;0.7978896306851606;0.27653010279176815;0.6195618723848502;0.6195618723848502
ZDEE_4;0;4;1;1.0;0.6152030744652923;0.6877997510222396;0.6877997510222396;0.28114283997702416;0.263267826939825;0.263267826939825
ZHCE_4;0;4;1;1.0;0.4498003267380649;0.736288361365657;0.736288361365657;0.2841758843749599;0.27534034030121424;0.27534034030121424
AHYD_5;0;5;0;0.9994698432021126;1.0;0.9979273524237084;0.9979273524237084;-0.15204721579832148;0.9993453316883315;0.9993453316883315
AIME_5;0;5;1;1.0;0.4498339121244149;0.7622627098590593;0.7622627098590593;0.08724483866139476;0.9772710586459292;0.9772710586459292
AOJD_5;1;5;1;0.9679419415553132;0.7332125239101983;0.8310249034608721;0.8310249034608721;1.0;0.9862640850729141;0.9862640850729141
CIGE_5;1;5;1;1.0;0.27758149803384724;0.7576740867123934;0.7576740867123934;1.0;0.9815950928219578;0.9815950928219578
GISD_5;1;5;1;0.9999726529028066;0.5767569739996655;0.4351415153126072;0.4351415153126072;1.0;0.9881666106677272;0.9881666106677272
SKMD_5;0;5;0;0.9999999999995453;0.5832578479623984;0.997160004186157;0.997160004186157;-0.14586248994023587;0.9984381646979683;0.9984381646979683
SMOD_5;1;5;0;0.9999968234110816;0.4284506483310758;0.912917210406328;0.912917210406328;-0.14451263795679403;0.9983188558367713;0.9983188558367713
ZEXD_5;0;5;0;0.9999999999997726;0.3748490201407131;0.9958604972832816;0.9958604972832816;-0.13470152504222144;0.9982623480184165;0.9982623480184165
AIYD_6;1;6;1;1.0;0.2776001627378827;0.8387354475635936;0.8387354475635936;0.43700783364777296;0.9939331892800725;0.9939331892800725
ESGE_6;0;6;0;1.0;0.28557766622688185;0.9763751526441308;0.9763751526441308;-0.22950032570911083;0.999999999998814;0.999999999998814
KFAE_6;0;6;0;0.999999999999318;0.4443078174906789;0.9764246582990648;0.9764246582990648;-0.18132690823764808;0.9999999999987956;0.9999999999987956
MZDE_6;0;6;1;1.0;0.4373770391015658;0.7372863491888548;0.7372863491888548;0.42835279557424333;0.974970306222081;0.974970306222081
NOOD_6;1;6;1;1.0;0.16653005091213768;0.7485279330351523;0.7485279330351523;1.0;0.9574006116057934;0.9574006116057934
OEZD_6;1;6;1;1.0;0.33322404072971024;0.8086724751009502;0.8086724751009502;0.34964466311329767;0.9867475983385616;0.9867475983385616
PDBE_6;1;6;1;1.0;0.4443078174906791;0.8068421812442581;0.8068421812442581;0.516270221007063;0.9863730805644583;0.9863730805644583
RIRD_6;0;6;0;1.0;0.24987704582092385;0.975407249521144;0.975407249521144;-0.1863295477450959;0.9999999999988061;0.9999999999988061
DAZD_7;0;7;1;1.0;0.24985438778151714;0.918285969634892;0.918285969634892;0.14377645021134577;0.7674054830674513;0.7674054830674513
EJSD_7;1;7;1;1.0;0.07121823586244512;0.8912007117796259;0.8912007117796259;-0.05809016539619338;0.7496155782156444;0.7496155782156444
FSID_7;0;7;0;1.0;1.0;0.9999968586582344;0.9999968586582344;-0.07582158840111486;0.7437340429523759;0.7437340429523759
IRND_7;1;7;0;1.0;1.0;0.9994714028901824;0.9994714028901824;-0.035276962639740894;0.6088571590447387;0.6088571590447387
TIGE_7;1;7;0;1.0;1.0;0.9999961078440408;0.9999961078440408;-0.027840676236705386;0.7086666595002247;0.7086666595002247
TZEE_7;0;7;0;1.0;1.0;0.9999922625752152;0.9999922625752152;-0.033557050071736594;0.70485039364744;0.70485039364744
YITD_7;0;7;0;1.0;1.0;0.9999907501556634;0.9999907501556634;-0.011842222733143837;0.7666641410426299;0.7666641410426299
YJZD_7;1;7;0;1.0;1.0;0.9999780730095424;0.9999780730095424;-0.04810244206692693;0.7031676772349711;0.7031676772349711
DKYD_8;0;8;1;1.0;1.0;0.9999421237760968;0.9999421237760968;-0.01889574409280792;0.8038329925180825;0.8038329925180825
EJSD_8;1;8;0;1.0;1.0;0.9999849398461812;0.9999849398461812;-0.020846836466613006;0.8272215872473013;0.8272215872473013
LJOE_8;1;8;0;1.0;1.0;0.9999837088719499;0.9999837088719499;-0.008281141373287948;0.7125799521478943;0.7125799521478943
PRTD_8;0;8;0;1.0;1.0;0.9999806761342332;0.9999806761342332;-0.018334476247463982;0.8460866097428725;0.8460866097428725
WUMD_8;0;8;0;1.0;1.0;0.9999805271296784;0.9999805271296784;-0.01200532059009185;0.8204105021626946;0.8204105021626946
ZEDE_8;0;8;0;1.0;1.0;0.9999829126055008;0.9999829126055008;0.016346531846676893;0.8637752606815465;0.8637752606815465
ZKSD_8;1;8;1;1.0;1.0;0.9999451847735378;0.9999451847735378;0.08502209705027541;0.8268502516682197;0.8268502516682197
ZVMD_8;1;8;0;1.0;1.0;0.9999908265077044;0.9999908265077044;-0.018609261398261134;0.8772670923195756;0.8772670923195756
ANSD_9;1;9;1;1.0;1.0;0.9999627561793109;0.9999627561793109;;1.0;1.0
OPNE_9;0;9;0;1.0;1.0;0.999994056357796;0.999994056357796;;1.0;1.0
PWRD_9;0;9;0;1.0;1.0;0.9999951983078929;0.9999951983078929;;1.0;1.0
THLD_9;0;9;1;1.0;1.0;0.9999613630262664;0.9999613630262664;;1.0;1.0
UNHD_9;0;9;0;1.0;1.0;0.999978294288852;0.999978294288852;;1.0;1.0
YTZD_9;1;9;0;1.0;1.0;0.9999922905031144;0.9999922905031144;;1.0;1.0
ZDMD_9;1;9;1;1.0;1.0;0.9999684491966948;0.9999684491966948;;1.0;1.0
ZNND_9;1;9;0;1.0;1.0;0.9999863835740924;0.9999863835740924;;1.0;1.0
AWNB_10;0;10;0;0.9816453865509922;0.0996630475477348;0.5480153678842633;0.5480153678842633;-0.12194446752373711;1.0;1.0
JBTB_10;1;10;1;1.0;0.06221922731356677;0.5384757259581322;0.5384757259581322;0.38156601170034077;0.9691536920075621;0.9691536920075621
POM_10;0;10;0;1.0;0.24977538185085346;0.624309946615514;0.624309946615514;-0.12958817211901752;1.0;1.0
QAL_10;1;10;1;1.0;0.3843158376801243;0.5223687009185995;0.5223687009185995;0.714210844372189;0.9654778170189734;0.9654778170189734
UTUB_10;0;10;0;1.0;0.07118524420961425;0.4724403801902421;0.4724403801902421;-0.12920414671593505;1.0;1.0
WDPA_10;0;10;0;1.0;0.12473794549266225;0.5294841313382623;0.5294841313382623;-0.12953922722292188;1.0;1.0
ZRI_10;1;10;1;1.0;0.14263253311656687;-0.2052082579461876;-0.2052082579461876;0.432696390658174;0.7924173842312647;0.7924173842312647
ZUAB_10;1;10;1;1.0;0.4543208111668181;0.5927251861819167;0.5927251861819167;0.7271604055834091;0.9486144491569446;0.9486144491569446
CHF_11;0;11;0;1.0;1.0;0.9999863088850728;0.9999863088850728;;1.0;1.0
CMKA_11;0;11;0;1.0;1.0;0.9999860463503312;0.9999860463503312;;1.0;1.0
DQL_11;1;11;1;1.0;1.0;0.9999927850102518;0.9999927850102518;;1.0;1.0
ELJ_11;1;11;1;1.0;1.0;0.9999571726178298;0.9999571726178298;;1.0;1.0
ERY_11;0;11;0;1.0;1.0;0.9999960955108872;0.9999960955108872;;1.0;1.0
JISD_11;1;11;0;1.0;1.0;0.9999743299766859;0.9999743299766859;;1.0;1.0
LHH_11;1;11;1;1.0;1.0;0.9999960038900534;0.9999960038900534;;1.0;1.0
LPDB_11;0;11;0;1.0;1.0;0.9999842350645024;0.9999842350645024;;1.0;1.0
BANC_12;0;12;1;0.9999999304700419;0.08304528473167816;-0.2997158434414924;-0.2997158434414924;;1.0;1.0
LKEA_12;0;12;0;1.0;0.07108813252426083;-0.4142688791387632;-0.4142688791387632;;1.0;1.0
MMHA_12;0;12;0;1.0;-0.0003666265123345447;0.1389940416033425;0.1389940416033425;;1.0;1.0
PBE_12;1;12;1;1.0;0.12463335428451695;-1.0318531782318041;-1.0318531782318041;;1.0;1.0
PBTC_12;1;12;1;1.0;0.062107165304839514;-1.0460392659407156;-1.0460392659407156;;1.0;1.0
RFX_12;1;12;1;1.0;0.19979052107881656;-0.7716970389498519;-0.7716970389498519;;1.0;1.0
RVC_12;0;12;1;1.0;-0.00041902367483781516;-0.5272209176775982;-0.5272209176775982;;1.0;1.0
ZDV_12;1;12;1;1.0;0.07108813252426083;0.0944881803313049;0.0944881803313049;;1.0;1.0
AGU_13;0;13;0;1.0;1.0;0.9999772969701564;0.9999772969701564;;1.0;1.0
FIL_13;1;13;1;1.0;1.0;0.9999999868112662;0.9999999868112662;;1.0;1.0
FJMA_13;1;13;1;1.0;1.0;0.9999986329052324;0.9999986329052324;;1.0;1.0
OUE_13;1;13;1;1.0;1.0;0.9999718021201958;0.9999718021201958;;1.0;1.0
UHM_13;0;13;0;1.0;1.0;0.9999930415914132;0.9999930415914132;;1.0;1.0
