Actual;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability
0;0;0.9999612;1;1;1;0.929153883;0.927386193;0.927386193;1.0;1.0;1.0;;1.0;1.0
0;0;0.9983529;1;1;1;0.959749553;0.90913382;0.90913382;1.0;1.0;1.0;;1.0;1.0
0;0;0.9986896;1;1;1;0.959749553;0.8464333540000001;0.8464333540000001;1.0;1.0;1.0;;1.0;1.0
0;0;0.9943419;1;1;1;0.85375;0.919938811;0.919938811;1.0;1.0;1.0;;1.0;1.0
0;0;0.9999726;1;1;1;0.905538511;0.457054103;0.457054103;1.0;1.0;1.0;;1.0;1.0
0;0;0.9994324;1;1;1;0.950607903;0.921242767;0.921242767;1.0;1.0;1.0;;1.0;1.0
0;0;0.9983529;1;1;1;1.0;0.846042355;0.846042355;1.0;1.0;1.0;;1.0;1.0
0;0;0.9999931;1;1;1;0.950607903;0.870560985;0.870560985;1.0;1.0;1.0;;1.0;1.0
0;0;0.99985045;1;1;1;0.905538511;0.929516508;0.929516508;1.0;1.0;1.0;;1.0;1.0
0;0;0.99997497;1;1;1;0.950607903;-2.515756392;-2.515756392;1.0;1.0;1.0;;1.0;1.0
0;0;0.9999958;1;1;1;0.905538511;0.919941964;0.919941964;1.0;1.0;1.0;;1.0;1.0
0;0;0.99997926;1;1;1;1.0;0.893573176;0.893573176;1.0;1.0;1.0;;1.0;1.0
0;0;0.99985045;1;1;1;0.905538511;0.930555113;0.930555113;1.0;1.0;1.0;;1.0;1.0
0;0;0.99994874;1;1;1;0.905538511;0.839354123;0.839354123;1.0;1.0;1.0;;1.0;1.0
0;0;0.99602216;1;1;1;0.891377005;0.913011878;0.913011878;1.0;1.0;1.0;;1.0;1.0
0;0;0.9998786;1;1;1;1.0;0.85028403;0.85028403;1.0;1.0;1.0;;1.0;1.0
0;0;0.99998623;1;1;1;0.809900347;0.93578712;0.93578712;1.0;1.0;1.0;;1.0;1.0
0;0;0.9999884;1;1;1;0.809900347;0.8852234659999999;0.8852234659999999;1.0;1.0;1.0;;1.0;1.0
0;0;0.99997497;1;1;1;0.950607903;0.892027366;0.892027366;1.0;1.0;1.0;;1.0;1.0
0;0;0.9998786;1;1;1;0.8262032090000001;0.880093537;0.880093537;1.0;1.0;1.0;;1.0;1.0
0;0;0.99994916;1;1;1;0.78311913;0.910259888;0.910259888;1.0;1.0;1.0;;1.0;1.0
0;0;0.9999931;1;1;1;1.0;0.918417501;0.918417501;1.0;1.0;1.0;;1.0;1.0
0;0;0.9999612;1;1;1;0.905538511;0.917458237;0.917458237;1.0;1.0;1.0;;1.0;1.0
0;0;0.9954544;1;1;1;0.891377005;0.94627632;0.94627632;1.0;1.0;1.0;;1.0;1.0
0;0;0.99993944;1;1;1;0.950607903;0.833570295;0.833570295;1.0;1.0;1.0;;1.0;1.0
0;0;0.9999756;1;1;1;0.78311913;0.918852351;0.918852351;1.0;1.0;1.0;;1.0;1.0
0;0;0.99985045;1;1;1;0.905538511;0.73801815;0.73801815;1.0;1.0;1.0;;1.0;1.0
0;0;0.99988675;1;1;1;0.950607903;0.8643258979999999;0.8643258979999999;1.0;1.0;1.0;;1.0;1.0
0;0;0.99999696;1;1;1;1.0;0.8198617909999999;0.8198617909999999;1.0;1.0;1.0;;1.0;1.0
0;0;0.9999832;1;1;1;1.0;0.938641664;0.938641664;1.0;1.0;1.0;;1.0;1.0
0;0;0.99988675;1;1;1;1.0;0.915825917;0.915825917;1.0;1.0;1.0;;1.0;1.0
0;0;0.9996457;1;1;1;1.0;0.935816087;0.935816087;1.0;1.0;1.0;;1.0;1.0
0;0;0.99996775;1;1;1;0.809900347;0.938101558;0.938101558;1.0;1.0;1.0;;1.0;1.0
0;0;0.99997926;1;1;1;0.950607903;0.8615458559999999;0.8615458559999999;1.0;1.0;1.0;;1.0;1.0
0;0;0.9996457;1;1;1;0.950607903;0.899906823;0.899906823;1.0;1.0;1.0;;1.0;1.0
0;0;0.9645167;1;1;1;0.8119642859999999;0.938582699;0.938582699;1.0;1.0;1.0;;1.0;1.0
0;0;0.99997926;1;1;1;0.950607903;0.8744401959999999;0.8744401959999999;1.0;1.0;1.0;;1.0;1.0
0;0;0.9999726;1;1;1;0.950607903;0.955898946;0.955898946;1.0;1.0;1.0;;1.0;1.0
0;0;0.99992;1;1;1;1.0;0.747314299;0.747314299;1.0;1.0;1.0;;1.0;1.0
0;0;0.99973166;1;1;1;0.905538511;0.939150897;0.939150897;1.0;1.0;1.0;;1.0;1.0
0;0;0.99973166;1;1;1;1.0;0.8252750320000001;0.8252750320000001;1.0;1.0;1.0;;1.0;1.0
0;0;0.9993107;1;1;1;0.922341697;0.823542986;0.823542986;1.0;1.0;1.0;;1.0;1.0
0;0;0.9996457;1;1;1;0.905538511;0.88394498;0.88394498;1.0;1.0;1.0;;1.0;1.0
0;0;0.99985045;1;1;1;1.0;0.912678692;0.912678692;1.0;1.0;1.0;;1.0;1.0
0;0;0.9999824;1;1;1;0.78311913;0.244313049;0.244313049;1.0;1.0;1.0;;1.0;1.0
0;0;0.9999726;1;1;1;0.905538511;0.91352715;0.91352715;1.0;1.0;1.0;;1.0;1.0
0;0;0.99993503;1;1;1;0.950607903;0.8722383909999999;0.8722383909999999;1.0;1.0;1.0;;1.0;1.0
0;0;0.9999671;1;1;1;0.8871527779999999;0.850703962;0.850703962;1.0;1.0;1.0;;1.0;1.0
0;0;0.99999475;1;1;1;0.950607903;0.858704175;0.858704175;1.0;1.0;1.0;;1.0;1.0
0;0;0.99999005;1;1;1;1.0;0.93349495;0.93349495;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999442;1;1;1;0.7220462459999999;0.8208313690000001;0.8208313690000001;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999902;1;1;1;0.7220462459999999;0.911544483;0.911544483;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999875;1;1;1;0.768371872;0.585967554;0.585967554;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999999;1;1;1;0.842657343;0.827401507;0.827401507;1.0;1.0;1.0;;1.0;1.0
1;1;0.9987895;1;1;1;0.842657343;0.880758785;0.880758785;1.0;1.0;1.0;;1.0;1.0
1;1;0.99930835;1;1;1;0.881993007;0.921452232;0.921452232;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999875;1;1;1;0.787303665;0.916925605;0.916925605;1.0;1.0;1.0;;1.0;1.0
1;1;0.99999213;1;1;1;0.768371872;0.95724665;0.95724665;1.0;1.0;1.0;;1.0;1.0
1;1;0.9996718;1;1;1;0.787303665;0.7942721079999999;0.7942721079999999;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999547;1;1;1;0.842657343;0.820785287;0.820785287;1.0;1.0;1.0;;1.0;1.0
1;1;0.99834716;1;1;1;0.6947826090000001;0.904899071;0.904899071;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999442;1;1;1;0.7220462459999999;0.948185636;0.948185636;1.0;1.0;1.0;;1.0;1.0
1;1;0.99979347;1;1;1;0.842657343;0.792251952;0.792251952;1.0;1.0;1.0;;1.0;1.0
1;1;0.9993374;1;1;1;0.6947826090000001;0.528320255;0.528320255;1.0;1.0;1.0;;1.0;1.0
1;1;1.0;1;1;1;0.881993007;0.900027572;0.900027572;1.0;1.0;1.0;;1.0;1.0
1;1;0.99999213;1;1;1;0.6947826090000001;0.951760112;0.951760112;1.0;1.0;1.0;;1.0;1.0
1;1;0.99999404;1;1;1;0.842657343;0.885996489;0.885996489;1.0;1.0;1.0;;1.0;1.0
1;1;0.9989201;1;1;1;0.787303665;0.93076658;0.93076658;1.0;1.0;1.0;;1.0;1.0
1;1;0.99926764;1;1;1;0.787303665;0.90069595;0.90069595;1.0;1.0;1.0;;1.0;1.0
1;1;0.9993374;1;1;1;0.926820115;0.901209402;0.901209402;1.0;1.0;1.0;;1.0;1.0
1;1;0.9998677;1;1;1;0.926820115;0.85433914;0.85433914;1.0;1.0;1.0;;1.0;1.0
1;1;0.9993198;1;1;1;0.661458333;0.920716928;0.920716928;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999906;1;1;1;0.661458333;0.927300737;0.927300737;1.0;1.0;1.0;;1.0;1.0
1;1;0.9999701;1;1;1;0.787303665;0.8686592940000001;0.8686592940000001;1.0;1.0;1.0;;1.0;1.0
