Actual;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability
0;0;0.8304577;1;1;1;1.0;0.997451948;0.997451948;1.0;1.0;1.0;1.0;1.0;1.0
1;0;0.5069405;1;1;1;1.0;0.998893337;0.998893337;;1.0;1.0;1.0;1.0;1.0
0;0;0.5196372;1;1;1;1.0;0.998469471;0.998469471;1.0;1.0;1.0;1.0;1.0;1.0
1;0;0.7723926999999999;1;1;1;1.0;0.997960477;0.997960477;1.0;1.0;1.0;1.0;1.0;1.0
1;0;0.53528214;1;1;1;1.0;0.998845028;0.998845028;;1.0;1.0;1.0;1.0;1.0
0;0;0.5601943;1;1;1;1.0;0.995637526;0.995637526;;1.0;1.0;1.0;1.0;1.0
0;0;0.8398844000000001;1;1;1;1.0;0.993059576;0.993059576;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.8655216999999998;1;1;1;1.0;0.997380733;0.997380733;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.89656687;1;1;1;1.0;0.996751747;0.996751747;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.94559294;1;1;1;1.0;0.997688191;0.997688191;1.0;1.0;1.0;;1.0;1.0
0;0;0.78019893;1;1;1;0.852879361;0.99823099;0.99823099;;1.0;1.0;1.0;1.0;1.0
1;0;0.52882767;1;1;1;1.0;0.997868009;0.997868009;;1.0;1.0;1.0;1.0;1.0
0;0;0.904305;1;1;1;1.0;0.995969048;0.995969048;1.0;1.0;1.0;;1.0;1.0
0;0;0.7613310000000001;1;1;1;1.0;0.997783107;0.997783107;1.0;1.0;1.0;1.0;1.0;1.0
1;0;0.76618946;1;1;1;0.797077922;0.992148925;0.992148925;;1.0;1.0;1.0;1.0;1.0
0;0;0.82798475;1;1;1;1.0;0.986080771;0.986080771;1.0;1.0;1.0;1.0;1.0;1.0
1;0;0.7319412;1;1;1;1.0;0.99406317;0.99406317;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.54982483;1;1;1;1.0;0.997790037;0.997790037;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.5389844;1;1;1;1.0;0.991420516;0.991420516;;1.0;1.0;1.0;1.0;1.0
0;0;0.69805574;1;1;1;1.0;0.998512812;0.998512812;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.67388475;1;1;1;1.0;0.995574406;0.995574406;;1.0;1.0;1.0;1.0;1.0
0;0;0.61662805;1;1;1;1.0;0.998043089;0.998043089;1.0;1.0;1.0;1.0;1.0;1.0
1;0;0.5722130999999999;1;1;1;1.0;0.997518533;0.997518533;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.51828814;1;1;1;1.0;0.998450447;0.998450447;;1.0;1.0;1.0;1.0;1.0
0;0;0.8535;1;1;1;1.0;0.996096147;0.996096147;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.9035389;1;1;1;1.0;0.999216459;0.999216459;1.0;1.0;1.0;1.0;1.0;1.0
1;0;0.6350186999999999;1;1;1;1.0;0.996045932;0.996045932;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.8546726;1;1;1;1.0;0.992412367;0.992412367;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.5190842000000001;1;1;1;1.0;0.997113757;0.997113757;;1.0;1.0;1.0;1.0;1.0
0;0;0.7382261999999999;1;1;1;1.0;0.996894863;0.996894863;1.0;1.0;1.0;1.0;1.0;1.0
0;0;0.83617926;1;1;1;1.0;0.99829417;0.99829417;1.0;1.0;1.0;1.0;1.0;1.0
1;0;0.5561937;1;1;1;0.908088235;0.994972204;0.994972204;;1.0;1.0;1.0;1.0;1.0
