age,priors_count,days_b_screening_arrest,is_recid,is_violent_recid,two_year_recid,length_of_stay,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,sex_Female,sex_Male,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,c_charge_degree_F,c_charge_degree_M,Result
"(19.56, 41.4]","(6.430000000000001, 20.11]","(4.01, 246.81]","(-0.01, 0.17]","(-0.01, 0.15]","(-0.01, 0.0025]","(5.26, 67.04]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(19.56, 41.4]","(6.430000000000001, 20.11]","(4.01, 246.81]","(-0.01, 0.17]","(-0.01, 0.15]","(-0.01, 0.0025]","(5.26, 67.04]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(41.4, 51.01]","(6.430000000000001, 20.11]","(4.01, 246.81]","(-0.01, 0.17]","(-0.01, 0.15]","(-0.01, 0.0025]","(5.26, 67.04]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(41.4, 51.01]","(6.430000000000001, 20.11]","(4.01, 246.81]","(-0.01, 0.17]","(-0.01, 0.15]","(-0.01, 0.0025]","(5.26, 67.04]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(19.56, 41.4]","(6.430000000000001, 20.11]","(4.01, 246.81]","(-0.01, 0.17]","(-0.01, 0.15]","(-0.01, 0.0025]","(5.26, 67.04]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(41.4, 51.01]","(6.430000000000001, 20.11]","(4.01, 246.81]","(-0.01, 0.17]","(-0.01, 0.15]","(-0.01, 0.0025]","(5.26, 67.04]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(19.56, 41.4]","(6.430000000000001, 20.11]","(4.01, 246.81]","(-0.01, 0.17]","(-0.01, 0.15]","(-0.01, 0.0025]","(5.26, 67.04]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(19.56, 41.4]","(6.430000000000001, 20.11]","(4.01, 246.81]","(-0.01, 0.17]","(-0.01, 0.15]","(-0.01, 0.0025]","(5.26, 67.04]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(41.4, 51.01]","(6.430000000000001, 20.11]","(4.01, 246.81]","(-0.01, 0.17]","(-0.01, 0.15]","(-0.01, 0.0025]","(5.26, 67.04]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(41.4, 51.01]","(6.430000000000001, 20.11]","(4.01, 246.81]","(-0.01, 0.17]","(-0.01, 0.15]","(-0.01, 0.0025]","(5.26, 67.04]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(19.56, 41.4]","(6.430000000000001, 20.11]","(4.01, 246.81]","(-0.01, 0.17]","(-0.01, 0.15]","(-0.01, 0.0025]","(5.26, 67.04]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(19.56, 41.4]","(6.430000000000001, 20.11]","(4.01, 246.81]","(-0.01, 0.17]","(-0.01, 0.15]","(-0.01, 0.0025]","(5.26, 67.04]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
"(19.56, 41.4]","(6.430000000000001, 20.11]","(4.01, 246.81]","(-0.01, 0.17]","(-0.01, 0.15]","(-0.01, 0.0025]","(5.26, 67.04]","(0.89, 1.0]","(-0.01, 0.17]","(-0.01, 0.21]","(-0.01, 0.087]","(0.97, 1.0]","(0.8, 1.0]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.23]","(-0.01, 0.22]","(-0.01, 0.23]","(0.75, 1.0]","(-0.01, 0.21]",Negative
